"decimalLongitude","decimalLatitude","side","code"
-64.5938568115,17.7882995605,1,"OBIS626"
-64.5808105469,17.7821598053,1,"OBIS627"
-64.7987670898,18.324590683,1,"OBIS628"
-67.0553817749,17.9070396423,1,"OBIS629"
-64.5741882324,17.7723808289,1,"OBIS630"
-64.689201355,18.3143997192,1,"OBIS631"
-14.3833303452,-7.8933300972,1,"OBIS632"
-64.6993408203,18.3176307678,1,"OBIS633"
-64.695640564,18.3508605957,1,"OBIS634"
-64.760597229,18.3153190613,1,"OBIS636"
-64.6363677979,17.8001499176,1,"OBIS637"
-64.6027526855,17.7906799316,1,"OBIS638"
-64.564956665,17.7570304871,1,"OBIS639"
-64.5781326294,17.7931308746,1,"OBIS640"
-64.5930480957,17.7666091919,1,"OBIS642"
-74.5400009155,23.9500007629,1,"OBIS643"
-64.6358718872,17.7877292633,1,"OBIS644"
-67.0889129639,17.926530838,1,"OBIS645"
-64.7652282715,18.3578796387,1,"OBIS646"
-67.0258865356,17.9236698151,1,"OBIS648"
-64.7773132324,18.3543605804,1,"OBIS650"
-64.5877380371,17.7911205292,1,"OBIS651"
-64.5662307739,17.7577705383,1,"OBIS652"
-38.659722,-17.980833,1,"OBIS654"
-76.900970459,8.37166023254,1,"OBIS655"
-66.9836425781,17.9118003845,1,"OBIS656"
-64.635383606,17.796579361,1,"OBIS657"
-64.7126693726,18.3058795929,1,"OBIS658"
-67.0778503418,17.9047298431,1,"OBIS659"
-64.6367034912,17.8101406097,1,"OBIS660"
-64.7458877563,18.3026409149,1,"OBIS661"
-66.972442627,17.9305706024,1,"OBIS662"
-38.639444,-18.012778,1,"OBIS663"
-64.5944671631,17.7798404694,1,"OBIS665"
-64.6313323975,17.7653903961,1,"OBIS666"
-64.5782318115,17.7628707886,1,"OBIS667"
-67.0329971313,17.9663505554,1,"OBIS668"
-64.5652618408,17.7719707489,1,"OBIS669"
-64.6118164062,17.7803192139,1,"OBIS670"
-66.9451828003,17.9039592743,1,"OBIS672"
-64.6249923706,17.7922897339,1,"OBIS673"
-64.6172332764,17.7908191681,1,"OBIS675"
-64.621963501,17.7635097504,1,"OBIS678"
-35.2773,-5.3967,1,"OBIS679"
-66.9912567139,17.958480835,1,"OBIS680"
-64.5773162842,17.7425498962,1,"OBIS681"
-64.5876235962,17.7849693298,1,"OBIS682"
-64.6342468262,17.8009796143,1,"OBIS683"
-64.6100234985,17.8023109436,1,"OBIS684"
-64.6444015503,17.7870502472,1,"OBIS685"
-64.5850524902,17.7686805725,1,"OBIS686"
-38.979167,-17.875,1,"OBIS687"
-66.978012085,17.9235305786,1,"OBIS689"
-64.7740325928,18.318069458,1,"OBIS690"
-64.5768127441,17.7810401917,1,"OBIS692"
-83.0346984863,12.1885700226,1,"OBIS693"
-66.2681808472,17.9283790588,1,"OBIS694"
-64.5857696533,17.7832508087,1,"OBIS695"
-64.5828475952,17.7897701263,1,"OBIS696"
-39.0126166667,-3.39728333333,1,"OBIS697"
-66.9998016357,17.9066104889,1,"OBIS698"
-64.5806732178,17.7655296326,1,"OBIS699"
-67.0002975464,17.8915195465,1,"OBIS700"
-64.6148300171,17.803609848,1,"OBIS701"
-64.6079406738,17.801820755,1,"OBIS703"
-71.1339492798,21.5189838409,1,"OBIS704"
-64.608543396,17.8029003143,1,"OBIS705"
-64.7615585327,18.3623409271,1,"OBIS706"
-64.5750427246,17.7919101715,1,"OBIS707"
-67.0804595947,17.929769516,1,"OBIS708"
-66.8835296631,17.9162406921,1,"OBIS709"
-64.5876617432,17.7804107666,1,"OBIS710"
-64.70677948,18.3074798584,1,"OBIS711"
-64.7607727051,18.3614406586,1,"OBIS712"
-76.17321777,9.39628315,1,"OBIS713"
-75.6519165,9.764033318,1,"OBIS714"
-64.5656433105,17.7719402313,1,"OBIS715"
-64.6118164062,17.7868404388,1,"OBIS716"
-67.0070495605,17.8872699738,1,"OBIS717"
-64.749671936,18.3733997345,1,"OBIS719"
-64.5966033936,17.7964401245,1,"OBIS720"
-67.0350112915,17.9661903381,1,"OBIS721"
-64.6017379761,17.7932891846,1,"OBIS722"
-67.0308914185,17.9707794189,1,"OBIS723"
-66.266998291,17.928319931,1,"OBIS724"
-66.9738388062,17.9466400146,1,"OBIS725"
-64.7770996094,18.3612003326,1,"OBIS726"
-67.0014419556,17.8907299042,1,"OBIS727"
-64.6253204346,17.7951908112,1,"OBIS728"
-33.636,-20.857,1,"OBIS729"
-64.5721282959,17.7802505493,1,"OBIS730"
-64.6166534424,17.783039093,1,"OBIS731"
-66.9915008545,17.9490890503,1,"OBIS732"
-64.6168136597,17.7896499634,1,"OBIS733"
-67.0668029785,17.9002494812,1,"OBIS734"
-64.6118164062,17.7908992767,1,"OBIS735"
-67.0516662598,17.9400005341,1,"OBIS736"
-64.63646698,17.7906398773,1,"OBIS738"
-64.6096801758,17.7871398926,1,"OBIS739"
-64.6589126587,17.777299881,1,"OBIS740"
-64.6303482056,17.7900295258,1,"OBIS741"
-64.5914230347,17.7891292572,1,"OBIS743"
-64.7695770264,18.3168792725,1,"OBIS744"
-64.6419067383,17.7603092194,1,"OBIS745"
-64.6223602295,17.790189743,1,"OBIS746"
-64.7613983154,18.361289978,1,"OBIS747"
-64.6258773804,17.7905101776,1,"OBIS748"
-67.1163711548,17.9260597229,1,"OBIS749"
-64.6373062134,17.8097190857,1,"OBIS753"
-64.6260223389,17.790599823,1,"OBIS754"
-64.6139526367,17.7961101532,1,"OBIS755"
-64.6257171631,17.7908992767,1,"OBIS756"
-64.6130371094,17.7849998474,1,"OBIS757"
-66.9793701172,17.9465503693,1,"OBIS758"
-64.6049118042,17.786939621,1,"OBIS759"
-64.668006897,18.3337497711,1,"OBIS760"
-64.617767334,17.7660503387,1,"OBIS761"
-67.010383606,17.9588298798,1,"OBIS762"
-66.9854888916,17.8939609528,1,"OBIS763"
-64.5835800171,17.7901000977,1,"OBIS765"
-67.012336731,17.9587306976,1,"OBIS766"
-66.967086792,17.9049701691,1,"OBIS767"
-67.0748214722,17.955619812,1,"OBIS768"
-39.031944,-17.46,1,"OBIS769"
-64.6042633057,17.78606987,1,"OBIS770"
-74.2241592407,11.2510719299,1,"OBIS771"
-64.7789916992,18.312210083,1,"OBIS772"
-67.1270828247,17.9149703979,1,"OBIS773"
-64.7229385376,18.3087997437,1,"OBIS774"
-66.9755172729,17.948759079,1,"OBIS775"
-66.9542999268,17.8971996307,1,"OBIS776"
-41.9296,-22.8828,1,"OBIS778"
-64.6685409546,17.7800197601,1,"OBIS779"
-66.9646606445,17.9008598328,1,"OBIS780"
-64.6103897095,17.7888202667,1,"OBIS781"
-67.1169509888,17.9239997864,1,"OBIS783"
-80.2574996948,25.168050766,1,"OBIS784"
-64.6260375977,17.7974796295,1,"OBIS785"
-67.1271591187,17.913520813,1,"OBIS786"
-64.5839004517,17.763299942,1,"OBIS787"
-64.6092987061,17.7880496979,1,"OBIS788"
-64.6059188843,17.7855892181,1,"OBIS789"
-67.0580673218,17.9052391052,1,"OBIS790"
-64.7412033081,18.3076000214,1,"OBIS791"
-64.624710083,17.7922801971,1,"OBIS794"
-64.6096572876,17.7651596069,1,"OBIS796"
-64.6369018555,17.8011798859,1,"OBIS797"
-64.5979385376,17.794500351,1,"OBIS800"
-64.5702133179,17.7843093872,1,"OBIS801"
-64.7207870483,18.3680400848,1,"OBIS802"
-66.9718093872,17.9318008423,1,"OBIS803"
-93.5981369019,27.9106807709,1,"OBIS804"
-67.0529785156,17.9062595367,1,"OBIS805"
-64.5911636353,17.7753200531,1,"OBIS806"
-66.9458312988,17.906080246,1,"OBIS807"
-64.6239089966,17.7917098999,1,"OBIS808"
-64.6688995361,17.7776699066,1,"OBIS809"
-64.6001281738,17.7628192902,1,"OBIS810"
-64.7001037598,18.35090065,1,"OBIS812"
-67.0198364258,17.9382400513,1,"OBIS813"
-64.6651916504,17.7762699127,1,"OBIS815"
-82.6966705322,14.4933300018,1,"OBIS816"
-74.4700012207,24.1499996185,1,"OBIS817"
-64.6048278809,17.7858200073,1,"OBIS818"
-64.5658416748,17.7626304626,1,"OBIS819"
-64.650138855,17.7761096954,1,"OBIS820"
-67.1037826538,17.9166107178,1,"OBIS821"
-64.6097183228,17.7879390717,1,"OBIS823"
-64.6396179199,17.7984600067,1,"OBIS824"
-64.6271591187,17.8064804077,1,"OBIS825"
-64.6793670654,18.3522605896,1,"OBIS826"
-64.6187210083,17.8063602448,1,"OBIS828"
-67.0699920654,17.941619873,1,"OBIS829"
-64.6288528442,17.8036708832,1,"OBIS830"
-64.5895233154,17.785200119,1,"OBIS831"
-67.033203125,17.9621200562,1,"OBIS832"
-64.5847702026,17.7761707306,1,"OBIS833"
-67.0380935669,17.9201908112,1,"OBIS834"
-64.6194534302,17.8048400879,1,"OBIS835"
-64.5883712769,17.7849903107,1,"OBIS836"
-64.7188796997,18.3099708557,1,"OBIS837"
-64.7511367798,18.3680992126,1,"OBIS838"
-64.6136627197,17.7848396301,1,"OBIS839"
-67.0258865356,17.9237308502,1,"OBIS840"
-64.6263809204,17.806470871,1,"OBIS841"
-64.5836791992,17.7966308594,1,"OBIS842"
-64.6040496826,17.7624607086,1,"OBIS843"
-64.6250610352,17.8068904877,1,"OBIS844"
-64.6428985596,17.7663402557,1,"OBIS845"
-64.6603088379,17.7787303925,1,"OBIS846"
-67.0241470337,17.9287700653,1,"OBIS847"
-64.7951583862,18.3220996857,1,"OBIS848"
-64.6078491211,17.7686805725,1,"OBIS849"
-64.6109695435,17.7896995544,1,"OBIS850"
-64.5827789307,17.763469696,1,"OBIS851"
-64.6135864258,17.7636909485,1,"OBIS852"
-64.6113815308,17.7880592346,1,"OBIS853"
-64.6165008545,17.7639598846,1,"OBIS854"
-64.6385803223,17.7964992523,1,"OBIS855"
-67.8082275391,10.4783058167,1,"OBIS856"
-66.9753265381,17.944770813,1,"OBIS857"
-66.9620285034,17.9062004089,1,"OBIS858"
-64.5786132812,17.7666606903,1,"OBIS859"
-64.6288528442,17.792470932,1,"OBIS860"
-64.6176071167,17.7847805023,1,"OBIS861"
-64.6355133057,17.7935199738,1,"OBIS862"
-64.6299209595,17.7655906677,1,"OBIS865"
-64.7385864258,18.3721599579,1,"OBIS866"
-64.588180542,17.8003196716,1,"OBIS867"
-64.7563400269,18.3572006226,1,"OBIS868"
-64.6222229004,17.7907905579,1,"OBIS869"
-66.9985733032,17.9472293854,1,"OBIS870"
-64.5747528076,17.7882900238,1,"OBIS871"
-64.6638031006,17.7697696686,1,"OBIS872"
-64.6259918213,17.790719986,1,"OBIS873"
-64.6690063477,18.3476791382,1,"OBIS874"
-82.2102813721,26.2977790833,1,"OBIS876"
-64.6039810181,17.7891197205,1,"OBIS877"
-93.5982666016,27.906829834,1,"OBIS879"
-64.6279678345,17.8036994934,1,"OBIS880"
-76.74440765,8.068169594,1,"OBIS881"
-64.5541229248,17.7803192139,1,"OBIS883"
-64.6818389893,18.3363990784,1,"OBIS884"
-77.29278564,8.574953079,1,"OBIS885"
-64.7703704834,18.312210083,1,"OBIS886"
-67.0222167969,17.9283599854,1,"OBIS887"
-64.6024475098,17.7827396393,1,"OBIS888"
-64.7021026611,18.3108005524,1,"OBIS889"
-64.6592483521,17.7755393982,1,"OBIS890"
-66.9779663086,17.9014701843,1,"OBIS891"
-75.72338867,9.420944214,1,"OBIS893"
-67.0675888062,17.9196300507,1,"OBIS894"
-64.661239624,18.3555393219,1,"OBIS895"
-64.5762634277,17.7779693604,1,"OBIS896"
-64.6171798706,17.7888298035,1,"OBIS901"
-64.5794296265,17.77602005,1,"OBIS902"
-67.1045913696,17.9270496368,1,"OBIS903"
-66.9794464111,17.9311199188,1,"OBIS904"
-67.0377120972,17.9192008972,1,"OBIS905"
-66.2966766357,17.9343795776,1,"OBIS906"
-64.6546173096,17.7660102844,1,"OBIS907"
-64.7012023926,18.3446998596,1,"OBIS908"
-64.6279983521,17.7916202545,1,"OBIS909"
-64.6146392822,17.7835998535,1,"OBIS910"
-67.0651931763,17.9036407471,1,"OBIS911"
-62.9824981689,17.4640007019,1,"OBIS912"
-35.704,-20.704,1,"OBIS913"
-66.9690170288,17.9266204834,1,"OBIS914"
-67.0819778442,17.9053993225,1,"OBIS915"
-67.0337295532,17.9165496826,1,"OBIS916"
-66.9776763916,17.9036693573,1,"OBIS917"
-64.5685272217,17.7742195129,1,"OBIS918"
-64.6330032349,17.808259964,1,"OBIS919"
-64.5754928589,17.7725791931,1,"OBIS920"
-64.5765686035,17.7660102844,1,"OBIS921"
-75.68373108,9.741749763,1,"OBIS924"
-64.5652236938,17.7807807922,1,"OBIS925"
-64.5913009644,17.7679691315,1,"OBIS926"
-39.113333,-16.951389,1,"OBIS927"
-64.7676696777,18.3146305084,1,"OBIS928"
-67.0837478638,17.95154953,1,"OBIS929"
-79.7409515381,19.7581825256,1,"OBIS930"
-67.1178970337,17.915719986,1,"OBIS931"
-64.5838088989,17.7864398956,1,"OBIS932"
-64.5827865601,17.7666893005,1,"OBIS935"
-64.5918502808,17.7888393402,1,"OBIS937"
-64.6977005005,18.3265991211,1,"OBIS938"
-67.0831222534,17.9439907074,1,"OBIS939"
-64.5655288696,17.7616291046,1,"OBIS940"
-67.0675888062,17.9082508087,1,"OBIS941"
-64.6369094849,17.7693996429,1,"OBIS943"
-66.9913330078,17.9143295288,1,"OBIS944"
-64.5810928345,17.7835407257,1,"OBIS945"
-67.1058883667,17.9167194366,1,"OBIS946"
-67.0565185547,17.9717903137,1,"OBIS947"
-66.9437408447,17.9029102325,1,"OBIS948"
-64.596786499,17.7430095673,1,"OBIS950"
-38.873889,-17.350278,1,"OBIS951"
-64.6009063721,17.7926292419,1,"OBIS952"
-64.624420166,17.7915592194,1,"OBIS953"
-64.7538909912,18.3605194092,1,"OBIS954"
-64.774559021,18.3605899811,1,"OBIS955"
-64.5779037476,17.7893009186,1,"OBIS957"
-64.6130371094,17.8057403564,1,"OBIS958"
-66.9811325073,17.8963909149,1,"OBIS959"
-67.0252532959,17.9300003052,1,"OBIS962"
-87.5264968872,17.2210006714,1,"OBIS963"
-64.6105804443,17.7886295319,1,"OBIS964"
-66.991317749,17.9019298553,1,"OBIS965"
-64.6257171631,17.7907600403,1,"OBIS967"
-38.17,-16.117,1,"OBIS968"
-64.6125335693,17.8035907745,1,"OBIS969"
-64.599647522,17.7624492645,1,"OBIS970"
-64.6298980713,17.7918701172,1,"OBIS972"
-88.0533294678,16.9783306122,1,"OBIS973"
-64.6422424316,17.7783298492,1,"OBIS974"
-64.6652679443,17.7658996582,1,"OBIS976"
-64.7058029175,18.3039207458,1,"OBIS977"
-67.0466384888,17.8902492523,1,"OBIS978"
-64.6110076904,17.7669391632,1,"OBIS979"
-67.1190338135,17.9291992188,1,"OBIS981"
-64.7965698242,18.3270397186,1,"OBIS982"
-64.6120605469,17.7858600616,1,"OBIS984"
-66.9921798706,17.9219493866,1,"OBIS985"
-64.634803772,17.7858695984,1,"OBIS986"
-67.011756897,17.898399353,1,"OBIS989"
-67.086517334,17.8971500397,1,"OBIS990"
-64.6744995117,18.3306999207,1,"OBIS991"
-64.5933837891,17.7759494781,1,"OBIS992"
-75.84941864,9.698971748,1,"OBIS993"
-66.9393081665,17.9317398071,1,"OBIS994"
-64.6411514282,17.7600498199,1,"OBIS996"
-64.7850265503,18.349899292,1,"OBIS997"
-64.5895996094,17.7641201019,1,"OBIS999"
-66.7057647705,11.7663669586,1,"OBIS1000"
-76.7444076538,8.06816959381,1,"OBIS1001"
-64.6014633179,17.7944507599,1,"OBIS1002"
-64.6649932861,17.7802200317,1,"OBIS1003"
-82.9878005981,12.3091201782,1,"OBIS1004"
-66.9725112915,17.9099998474,1,"OBIS1005"
-64.7945632935,18.3197307587,1,"OBIS1006"
-64.6335296631,17.7905406952,1,"OBIS1007"
-64.6258163452,17.7948608398,1,"OBIS1008"
-64.5977172852,17.7830295563,1,"OBIS1009"
-64.6164169312,17.7895793915,1,"OBIS1011"
-64.6468734741,17.7675991058,1,"OBIS1012"
-64.6246566772,17.7972602844,1,"OBIS1013"
-64.7649002075,18.31731987,1,"OBIS1014"
-67.0316925049,17.9183502197,1,"OBIS1015"
-67.1003112793,17.9310798645,1,"OBIS1016"
-64.7974090576,18.3438301086,1,"OBIS1017"
-64.6242980957,17.8034496307,1,"OBIS1018"
-39.168333,-17.098333,1,"OBIS1019"
-64.664932251,17.7789802551,1,"OBIS1020"
-64.5826568604,17.7813892365,1,"OBIS1021"
-64.5718765259,17.798160553,1,"OBIS1022"
-64.6557006836,17.7799606323,1,"OBIS1025"
-67.1069564819,17.9349308014,1,"OBIS1026"
-64.7002487183,18.3456096649,1,"OBIS1027"
-64.5702667236,17.7724990845,1,"OBIS1028"
-64.5911483765,17.7894096375,1,"OBIS1029"
-67.0668487549,17.8986797333,1,"OBIS1030"
-64.6071166992,17.7351493835,1,"OBIS1031"
-64.5700302124,17.7636909485,1,"OBIS1032"
-64.5867233276,17.7866401672,1,"OBIS1033"
-64.7472915649,18.3607006073,1,"OBIS1034"
-67.0988311768,17.9086894989,1,"OBIS1035"
-64.5793762207,17.7771892548,1,"OBIS1036"
-64.6103210449,17.7981204987,1,"OBIS1037"
-67.0214691162,17.8973903656,1,"OBIS1038"
-64.7391967773,18.3103504181,1,"OBIS1039"
-67.1103973389,17.9145202637,1,"OBIS1040"
-64.7911911011,18.3416309357,1,"OBIS1041"
-39.048333,-17.786389,1,"OBIS1042"
-64.5837020874,17.7737102509,1,"OBIS1043"
-67.1033630371,17.9270706177,1,"OBIS1044"
-64.5214309692,17.7703094482,1,"OBIS1045"
-64.7990875244,18.3294792175,1,"OBIS1046"
-38.678889,-18.048056,1,"OBIS1047"
-67.0832672119,17.9438304901,1,"OBIS1048"
-64.7850494385,18.3567695618,1,"OBIS1049"
-64.6114425659,17.7859592438,1,"OBIS1050"
-64.6130981445,17.7851200104,1,"OBIS1051"
-64.5947036743,17.7674102783,1,"OBIS1052"
-39.050833,-17.605278,1,"OBIS1053"
-67.0598831177,17.931230545,1,"OBIS1055"
-78.2008361816,20.5688323975,1,"OBIS1056"
-64.6665725708,17.7787799835,1,"OBIS1057"
-64.5679168701,17.7724399567,1,"OBIS1058"
-64.591293335,17.7836494446,1,"OBIS1059"
-67.0299682617,17.8913593292,1,"OBIS1060"
-64.5723114014,17.762670517,1,"OBIS1061"
-67.0507202148,17.9639396667,1,"OBIS1062"
-64.6716766357,18.3519496918,1,"OBIS1064"
-67.0787582397,17.9579792023,1,"OBIS1066"
-64.6661605835,17.7701091766,1,"OBIS1067"
-64.6112136841,17.7878894806,1,"OBIS1068"
-64.6321411133,17.7866802216,1,"OBIS1069"
-64.6012268066,17.7633209229,1,"OBIS1070"
-66.2629776001,17.9276695251,1,"OBIS1071"
-67.0429916382,17.9063892365,1,"OBIS1072"
-67.0186004639,17.9483203888,1,"OBIS1073"
-78.3611984253,18.3007831573,1,"OBIS1074"
-67.1067581177,17.9398498535,1,"OBIS1075"
-64.6123275757,17.7635803223,1,"OBIS1076"
-67.0767211914,17.937620163,1,"OBIS1078"
-77.9542160034,18.4565830231,1,"OBIS1079"
-64.6095275879,17.7871799469,1,"OBIS1080"
-64.5817871094,17.7984695435,1,"OBIS1083"
-64.6056976318,17.7681407928,1,"OBIS1084"
-64.5774230957,17.7793197632,1,"OBIS1086"
-64.5771331787,17.7872200012,1,"OBIS1087"
-64.5915374756,17.7923107147,1,"OBIS1088"
-66.254119873,17.9178600311,1,"OBIS1090"
-67.0588607788,17.9185791016,1,"OBIS1091"
-38.918889,-17.745556,1,"OBIS1092"
-64.5828781128,17.7941493988,1,"OBIS1093"
-64.5985336304,17.8015804291,1,"OBIS1094"
-64.6123199463,17.8019695282,1,"OBIS1095"
-67.083366394,17.9301204681,1,"OBIS1096"
-66.8893127441,17.9356994629,1,"OBIS1097"
-67.0397262573,17.91340065,1,"OBIS1098"
-66.9924621582,17.9468193054,1,"OBIS1099"
-64.7230987549,18.3127002716,1,"OBIS1100"
-64.5812835693,17.768289566,1,"OBIS1102"
-67.1011734009,17.9315299988,1,"OBIS1103"
-64.6647262573,17.7755908966,1,"OBIS1104"
-66.9533691406,17.9046707153,1,"OBIS1105"
-66.9725189209,17.9185504913,1,"OBIS1106"
-64.6065597534,17.7940196991,1,"OBIS1108"
-64.6542205811,17.7672195435,1,"OBIS1109"
-64.6124191284,17.8032894135,1,"OBIS1110"
-64.565612793,17.7577095032,1,"OBIS1111"
-64.6469726562,17.7620391846,1,"OBIS1112"
-64.6860961914,18.3180408478,1,"OBIS1114"
-64.5930023193,17.779750824,1,"OBIS1115"
-64.5966873169,17.7715702057,1,"OBIS1116"
-64.7717666626,18.3584098816,1,"OBIS1117"
-64.6221084595,17.7637805939,1,"OBIS1118"
-64.5810089111,17.7896709442,1,"OBIS1119"
-64.5680999756,17.7813892365,1,"OBIS1120"
-67.0498962402,17.9113101959,1,"OBIS1121"
-67.0317611694,17.9006690979,1,"OBIS1123"
-64.6172027588,17.7904891968,1,"OBIS1124"
-66.9750518799,17.9008808136,1,"OBIS1125"
-64.5921020508,17.7816696167,1,"OBIS1126"
-64.7716217041,18.3621807098,1,"OBIS1127"
-64.6937026978,18.3299999237,1,"OBIS1129"
-64.7842636108,18.3129196167,1,"OBIS1130"
-67.0107269287,17.9078006744,1,"OBIS1131"
-38.567,-18.117,1,"OBIS1132"
-64.6000137329,17.7623806,1,"OBIS1133"
-64.7314300537,18.3169403076,1,"OBIS1135"
-64.6179733276,17.7918796539,1,"OBIS1136"
-93.5978622437,27.9091396332,1,"OBIS1137"
-67.0789794922,17.9358291626,1,"OBIS1138"
-64.6239089966,17.7915096283,1,"OBIS1139"
-66.9560928345,17.9272708893,1,"OBIS1140"
-64.610168457,17.7877407074,1,"OBIS1143"
-64.6719818115,17.777130127,1,"OBIS1144"
-64.7685012817,18.3106002808,1,"OBIS1145"
-66.9706497192,17.9430999756,1,"OBIS1147"
-64.6605529785,17.7681999207,1,"OBIS1148"
-64.6340789795,17.790599823,1,"OBIS1149"
-64.5972137451,17.7678699493,1,"OBIS1151"
-64.5691680908,17.7840194702,1,"OBIS1153"
-64.6859130859,18.3591308594,1,"OBIS1155"
-64.5886306763,17.7971096039,1,"OBIS1156"
-66.9074707031,17.9235191345,1,"OBIS1157"
-64.6632766724,17.778799057,1,"OBIS1158"
-78.2510986328,18.4258995056,1,"OBIS1159"
-64.5664215088,17.7938194275,1,"OBIS1161"
-64.7982025146,18.3432006836,1,"OBIS1162"
-67.029800415,17.8864898682,1,"OBIS1163"
-67.0414810181,17.9252300262,1,"OBIS1164"
-64.6194534302,17.790769577,1,"OBIS1165"
-64.5903625488,17.7925605774,1,"OBIS1166"
-64.6918029785,18.3173007965,1,"OBIS1167"
-64.5762405396,17.7650299072,1,"OBIS1168"
-67.0332489014,17.9621200562,1,"OBIS1169"
-77.2927856445,8.57495307922,1,"OBIS1170"
-67.0191726685,17.9475002289,1,"OBIS1171"
-67.0372619629,17.9686508179,1,"OBIS1172"
-64.6500320435,17.7818393707,1,"OBIS1173"
-64.6091537476,17.7987003326,1,"OBIS1174"
-64.7528762817,18.3711700439,1,"OBIS1176"
-64.6166915894,17.8048095703,1,"OBIS1177"
-64.597366333,17.7986106873,1,"OBIS1179"
-64.5787124634,17.7795696259,1,"OBIS1180"
-31.828,-20.738,1,"OBIS1181"
-64.6115112305,17.7803192139,1,"OBIS1182"
-64.6633682251,18.3344402313,1,"OBIS1183"
-64.5899963379,17.7895698547,1,"OBIS1184"
-64.5886688232,17.7894897461,1,"OBIS1185"
-64.6489105225,17.7617092133,1,"OBIS1186"
-77.1182022095,18.4193172455,1,"OBIS1187"
-64.6111297607,17.7593803406,1,"OBIS1188"
-66.9680404663,17.9055995941,1,"OBIS1189"
-64.7744979858,18.3638191223,1,"OBIS1190"
-66.9901580811,17.9014797211,1,"OBIS1191"
-67.0148696899,17.9171791077,1,"OBIS1192"
-66.9853515625,17.894859314,1,"OBIS1193"
-67.0974884033,17.9123897552,1,"OBIS1194"
-39.218611,-17.955,1,"OBIS1195"
-64.7750473022,18.3629894257,1,"OBIS1196"
-64.6178588867,17.783039093,1,"OBIS1197"
-64.5933074951,17.7622299194,1,"OBIS1198"
-64.7164916992,18.3669109344,1,"OBIS1199"
-64.7836532593,18.3594398499,1,"OBIS1201"
-64.6193084717,17.7826595306,1,"OBIS1203"
-64.6549072266,17.7659492493,1,"OBIS1204"
-76.90097046,8.371660233,1,"OBIS1206"
-64.6204681396,17.7984695435,1,"OBIS1208"
-64.6764907837,18.3315296173,1,"OBIS1209"
-67.1304168701,17.9171600342,1,"OBIS1210"
-66.2605667114,17.9318904877,1,"OBIS1211"
-64.7705001831,18.3152008057,1,"OBIS1212"
-64.5683822632,17.7950401306,1,"OBIS1213"
-64.5735931396,17.764509201,1,"OBIS1215"
-64.6887207031,18.34126091,1,"OBIS1216"
-64.5946426392,17.7619495392,1,"OBIS1217"
-64.65574646,17.7652397156,1,"OBIS1219"
-64.5775909424,17.7596092224,1,"OBIS1220"
-39.013056,-17.506111,1,"OBIS1221"
-67.0366287231,17.8952293396,1,"OBIS1222"
-83.0335006714,12.0301198959,1,"OBIS1223"
-67.0977935791,17.9181098938,1,"OBIS1224"
-64.6403503418,17.765630722,1,"OBIS1225"
-87.8851852417,16.7265834808,1,"OBIS1226"
-66.9703063965,17.9051990509,1,"OBIS1227"
-64.641242981,17.7598705292,1,"OBIS1228"
-64.7113723755,18.3030700684,1,"OBIS1229"
-64.6200866699,17.7901706696,1,"OBIS1231"
-64.5827636719,17.777179718,1,"OBIS1232"
-64.6016235352,17.7984600067,1,"OBIS1233"
-64.5954437256,17.7600708008,1,"OBIS1234"
-67.0967712402,17.9163303375,1,"OBIS1235"
-64.5705871582,17.7623901367,1,"OBIS1236"
-64.645362854,17.7875804901,1,"OBIS1237"
-64.7983627319,18.3329601288,1,"OBIS1238"
-64.6316833496,17.7955703735,1,"OBIS1240"
-64.6126022339,17.7854309082,1,"OBIS1241"
-67.1224136353,17.9161090851,1,"OBIS1242"
-66.9513320923,17.9276409149,1,"OBIS1243"
-64.6815338135,18.3430900574,1,"OBIS1244"
-75.69999695,9.706283569,1,"OBIS1245"
-64.6384124756,17.7672195435,1,"OBIS1246"
-64.7375564575,18.3731803894,1,"OBIS1247"
-62.9781684875,17.4634990692,1,"OBIS1249"
-66.9715423584,17.9044303894,1,"OBIS1250"
-64.6437683105,17.7655792236,1,"OBIS1251"
-64.6106262207,17.8055496216,1,"OBIS1253"
-64.6236724854,17.8023891449,1,"OBIS1254"
-75.8160553,9.743944168,1,"OBIS1256"
-64.5871429443,17.7648296356,1,"OBIS1258"
-64.6288070679,17.7998409271,1,"OBIS1260"
-38.971111,-17.426111,1,"OBIS1261"
-64.7754135132,18.3614406586,1,"OBIS1262"
-64.6348114014,17.7679405212,1,"OBIS1264"
-66.9776229858,17.9312992096,1,"OBIS1266"
-64.6222000122,17.7654705048,1,"OBIS1267"
-67.0126495361,17.9329605103,1,"OBIS1268"
-64.5855178833,17.7863998413,1,"OBIS1269"
-64.6972579956,18.3152103424,1,"OBIS1270"
-64.6112976074,17.7879600525,1,"OBIS1271"
-38.966111,-17.988611,1,"OBIS1272"
-64.6111221313,17.7891998291,1,"OBIS1273"
-74.23642,11.21005,1,"GBIF1"
-74.20697,11.27335,1,"GBIF2"
-81.895997,12.164968,1,"GBIF5"
-81.871106,12.13791,1,"GBIF6"
-81.84844,12.15544,1,"GBIF7"
-81.83643,12.19953,1,"GBIF8"
-81.85259,12.1613,1,"GBIF9"
-81.86139,12.19583,1,"GBIF10"
-81.84806,12.14194,1,"GBIF11"
-81.83389,12.13722,1,"GBIF12"
-81.87111,12.15416,1,"GBIF13"
-81.84648,12.16297,1,"GBIF14"
