"decimalLongitude","decimalLatitude","dsp","PA1"
-94.2916666666667,28.2083333333333,1,TRUE
-83.4583333333333,28.125,1,TRUE
-93.625,27.875,1,TRUE
-83.0416666666667,27.7916666666667,1,TRUE
-82.9583333333333,27.7916666666667,1,TRUE
-82.9583333333333,27.7083333333333,1,TRUE
-82.875,27.5416666666667,1,TRUE
-82.625,27.2916666666667,1,TRUE
-82.625,27.125,1,TRUE
-82.7083333333333,27.0416666666667,1,TRUE
-82.5416666666667,27.0416666666667,1,TRUE
-82.9583333333333,26.875,1,TRUE
-82.875,26.875,1,TRUE
-83.7083333333333,26.2916666666667,1,TRUE
-82.2083333333333,26.2916666666667,1,TRUE
-80.2916666666667,25.2083333333333,1,TRUE
-80.2083333333333,25.2083333333333,1,TRUE
-80.2916666666667,25.125,1,TRUE
-80.375,24.9583333333333,1,TRUE
-77.7083333333333,24.7083333333333,1,TRUE
-77.7083333333333,24.625,1,TRUE
-81.875,24.4583333333333,1,TRUE
-77.7083333333333,24.375,1,TRUE
-77.625,24.2916666666667,1,TRUE
-76.4583333333333,24.2083333333333,1,TRUE
-74.4583333333333,24.125,1,TRUE
-74.5416666666667,24.0416666666667,1,TRUE
-74.5416666666667,23.9583333333333,1,TRUE
-77.7916666666667,23.7083333333333,1,TRUE
-71.125,21.5416666666667,1,TRUE
-97.2083333333333,21.4583333333333,1,TRUE
-96.9583333333333,20.7916666666667,1,TRUE
-78.2083333333333,20.625,1,TRUE
-78.125,20.625,1,TRUE
-78.2083333333333,20.5416666666667,1,TRUE
-87.0416666666667,20.4583333333333,1,TRUE
-87.0416666666667,20.2916666666667,1,TRUE
-79.7083333333333,19.7916666666667,1,TRUE
-79.875,19.7083333333333,1,TRUE
-95.9583333333333,19.125,1,TRUE
-87.7083333333333,18.7083333333333,1,TRUE
-94.7916666666667,18.5416666666667,1,TRUE
-77.9583333333333,18.5416666666667,1,TRUE
-87.7083333333333,18.4583333333333,1,TRUE
-78.2916666666667,18.4583333333333,1,TRUE
-64.7916666666667,18.375,1,TRUE
-64.7083333333333,18.375,1,TRUE
-78.375,18.2916666666667,1,TRUE
-76.7083333333333,18.2916666666667,1,TRUE
-64.7916666666667,18.2916666666667,1,TRUE
-66.9583333333333,17.9583333333333,1,TRUE
-66.7916666666667,17.9583333333333,1,TRUE
-63.0416666666667,17.9583333333333,1,TRUE
-76.7916666666667,17.875,1,TRUE
-67.125,17.875,1,TRUE
-67.0416666666667,17.875,1,TRUE
-66.9583333333333,17.875,1,TRUE
-66.875,17.875,1,TRUE
-64.625,17.7916666666667,1,TRUE
-64.5416666666667,17.7083333333333,1,TRUE
-87.7083333333333,17.625,1,TRUE
-63.2916666666667,17.625,1,TRUE
-61.875,17.375,1,TRUE
-87.5416666666667,17.2916666666667,1,TRUE
-87.5416666666667,17.2083333333333,1,TRUE
-88.0416666666667,16.9583333333333,1,TRUE
-88.125,16.7916666666667,1,TRUE
-88.0416666666667,16.7916666666667,1,TRUE
-87.875,16.7083333333333,1,TRUE
-22.9583333333333,16.7083333333333,1,TRUE
-22.875,16.7083333333333,1,TRUE
-79.7083333333333,15.875,1,TRUE
-61.375,15.2083333333333,1,TRUE
-82.7083333333333,14.4583333333333,1,TRUE
-80.2916666666667,14.375,1,TRUE
-80.2083333333333,14.375,1,TRUE
-80.375,14.2916666666667,1,TRUE
-61.2916666666667,13.2916666666667,1,TRUE
-82.9583333333333,12.2916666666667,1,TRUE
-83.0416666666667,12.2083333333333,1,TRUE
-81.875,12.2083333333333,1,TRUE
-81.7916666666667,12.2083333333333,1,TRUE
-81.875,12.125,1,TRUE
-81.7916666666667,12.125,1,TRUE
-61.7916666666667,12.125,1,TRUE
-83.0416666666667,12.0416666666667,1,TRUE
-61.7916666666667,12.0416666666667,1,TRUE
-66.7083333333333,11.7916666666667,1,TRUE
-74.2083333333333,11.2916666666667,1,TRUE
-74.125,11.2916666666667,1,TRUE
-60.4583333333333,11.2916666666667,1,TRUE
-74.2083333333333,11.2083333333333,1,TRUE
-60.875,11.2083333333333,1,TRUE
-60.7916666666667,11.2083333333333,1,TRUE
-74.2916666666667,10.9583333333333,1,TRUE
-60.9583333333333,10.875,1,TRUE
-68.2083333333333,10.7916666666667,1,TRUE
-66.2083333333333,10.625,1,TRUE
-66.125,10.625,1,TRUE
-67.2083333333333,10.5416666666667,1,TRUE
-66.125,10.5416666666667,1,TRUE
-75.7916666666667,10.125,1,TRUE
-75.7916666666667,9.79166666666667,1,TRUE
-75.875,9.70833333333334,1,TRUE
-75.7916666666667,9.70833333333334,1,TRUE
-75.7083333333333,9.70833333333334,1,TRUE
-76.2083333333333,9.375,1,TRUE
-76.875,8.375,1,TRUE
6.70833333333333,0.375,1,TRUE
6.45833333333333,0.291666666666671,1,TRUE
6.79166666666666,0.208333333333336,1,TRUE
6.54166666666666,-0.0416666666666643,1,TRUE
-44.2916666666667,-0.875,1,TRUE
-39.0416666666667,-3.375,1,TRUE
-32.4583333333333,-3.875,1,TRUE
-32.375,-3.875,1,TRUE
-35.2916666666667,-5.375,1,TRUE
-35.125,-5.54166666666666,1,TRUE
-34.7916666666667,-7.20833333333333,1,TRUE
-14.4583333333333,-7.95833333333333,1,TRUE
-14.375,-7.95833333333333,1,TRUE
-35.0416666666667,-8.70833333333333,1,TRUE
-35.125,-8.79166666666666,1,TRUE
-35.2083333333333,-8.95833333333333,1,TRUE
-35.2083333333333,-9.04166666666666,1,TRUE
-35.5416666666667,-9.45833333333333,1,TRUE
-38.625,-12.7916666666667,1,TRUE
-38.5416666666667,-12.7916666666667,1,TRUE
-38.625,-12.875,1,TRUE
-38.5416666666667,-12.875,1,TRUE
-38.5416666666667,-13.0416666666667,1,TRUE
-38.625,-16.0416666666667,1,TRUE
-40.375,-20.625,1,TRUE
-40.375,-20.7083333333333,1,TRUE
-33.625,-20.875,1,TRUE
-41.9583333333333,-22.875,1,TRUE
-42.0416666666667,-22.9583333333333,1,TRUE
-41.9583333333333,-22.9583333333333,1,TRUE
-35.0416666666667,-5.54166666666666,0,TRUE
-45.375,-23.7916666666667,0,TRUE
-45.2083333333333,-23.875,0,TRUE
-45.2916666666667,-23.9583333333333,0,TRUE
-45.7083333333333,-24.125,0,TRUE
-48.2916666666667,-27.2916666666667,0,TRUE
-48.375,-27.625,0,TRUE
-11.875,28.2916666666667,NA,TRUE
-84.0416666666667,29.5416666666667,NA,TRUE
-92.875,28.625,NA,TRUE
-16.4583333333333,18.0416666666667,NA,TRUE
-58.125,-41.375,NA,TRUE
-62.2916666666667,-38.7916666666667,NA,TRUE
2.54166666666666,6.29166666666667,NA,TRUE
-49.375,2.79166666666667,NA,TRUE
-92.7916666666667,29.2083333333333,NA,TRUE
-48.2916666666667,-29.4583333333333,NA,TRUE
8.875,3.375,NA,TRUE
-93.625,28.625,NA,TRUE
-48.2083333333333,-29.2083333333333,NA,TRUE
-93.625,28.9583333333333,NA,TRUE
-24.2916666666667,16.375,NA,TRUE
-12.625,28.2083333333333,NA,TRUE
-59.7916666666667,-42.2916666666667,NA,TRUE
-54.5416666666667,6.20833333333334,NA,TRUE
-15.2916666666667,9.54166666666667,NA,TRUE
-78.5416666666667,33.2083333333333,NA,TRUE
-49.375,-30.4583333333333,NA,TRUE
-15.2916666666667,10.4583333333333,NA,TRUE
-76.125,34.7083333333333,NA,TRUE
-64.9583333333333,10.375,NA,TRUE
13.5416666666667,-11.625,NA,TRUE
-56.2916666666667,-37.875,NA,TRUE
-60.7916666666667,-39.625,NA,TRUE
-46.9583333333333,-26.875,NA,TRUE
-77.875,33.7916666666667,NA,TRUE
-88.0416666666667,21.5416666666667,NA,TRUE
-51.125,-31.625,NA,TRUE
-57.7083333333333,6.79166666666667,NA,TRUE
-34.7916666666667,-20.5416666666667,NA,TRUE
-60.7083333333333,-39.2916666666667,NA,TRUE
-47.9583333333333,2.29166666666667,NA,TRUE
15.625,-27.875,NA,TRUE
-9.29166666666667,39.4583333333333,NA,TRUE
-93.375,18.9583333333333,NA,TRUE
-65.7083333333333,10.875,NA,TRUE
-7.54166666666667,33.7083333333333,NA,TRUE
16.875,-29.625,NA,TRUE
-54.375,-34.7916666666667,NA,TRUE
-83.7083333333333,15.375,NA,TRUE
-15.2916666666667,25.4583333333333,NA,TRUE
-69.4583333333333,41.7083333333333,NA,TRUE
-58.7083333333333,-41.2083333333333,NA,TRUE
-54.7083333333333,-37.125,NA,TRUE
-71.875,19.7916666666667,NA,TRUE
-57.5416666666667,-39.5416666666667,NA,TRUE
-14.125,28.4583333333333,NA,TRUE
-74.125,38.9583333333333,NA,TRUE
-75.7916666666667,35.9583333333333,NA,TRUE
-61.125,-41.875,NA,TRUE
11.7083333333333,-6.125,NA,TRUE
-17.125,13.875,NA,TRUE
-90.625,28.2083333333333,NA,TRUE
6.375,3.79166666666667,NA,TRUE
-86.875,21.2916666666667,NA,TRUE
12.9583333333333,-9.70833333333333,NA,TRUE
15.4583333333333,-29.7916666666667,NA,TRUE
-57.875,-38.7916666666667,NA,TRUE
13.0416666666667,-21.125,NA,TRUE
-56.4583333333333,-36.2916666666667,NA,TRUE
-51.125,5.375,NA,TRUE
-58.625,-38.5416666666667,NA,TRUE
-52.2083333333333,-33.625,NA,TRUE
-53.7916666666667,6.70833333333334,NA,TRUE
-68.5416666666667,42.0416666666667,NA,TRUE
-13.125,28.2916666666667,NA,TRUE
-10.2083333333333,31.5416666666667,NA,TRUE
-17.2916666666667,32.875,NA,TRUE
-58.5416666666667,7.70833333333334,NA,TRUE
-62.7083333333333,11.0416666666667,NA,TRUE
-1.95833333333334,4.375,NA,TRUE
-68.7083333333333,40.5416666666667,NA,TRUE
-60.4583333333333,-40.9583333333333,NA,TRUE
-36.5416666666667,-10.7083333333333,NA,TRUE
-81.2083333333333,8.875,NA,TRUE
-60.625,-39.375,NA,TRUE
-48.2916666666667,-29.875,NA,TRUE
-17.375,12.125,NA,TRUE
-9.875,31.2916666666667,NA,TRUE
-62.0416666666667,-40.875,NA,TRUE
-61.125,-42.0416666666667,NA,TRUE
-45.375,-0.875,NA,TRUE
-56.0416666666667,-39.4583333333333,NA,TRUE
-12.2916666666667,28.4583333333333,NA,TRUE
-46.9583333333333,-26.9583333333333,NA,TRUE
-55.875,-37.5416666666667,NA,TRUE
9.04166666666666,3.70833333333334,NA,TRUE
-49.2916666666667,0.458333333333336,NA,TRUE
-60.0416666666667,-40.2083333333333,NA,TRUE
-57.875,6.95833333333334,NA,TRUE
-9.375,33.0416666666667,NA,TRUE
-56.4583333333333,-37.875,NA,TRUE
-58.4583333333333,-39.7083333333333,NA,TRUE
-9.875,29.7916666666667,NA,TRUE
-67.0416666666667,41.125,NA,TRUE
-55.5416666666667,-36.375,NA,TRUE
-91.7083333333333,27.875,NA,TRUE
12.2916666666667,-7.04166666666666,NA,TRUE
-5.45833333333334,4.79166666666667,NA,TRUE
-56.4583333333333,-34.7916666666667,NA,TRUE
-69.375,40.7083333333333,NA,TRUE
-5.95833333333334,35.7916666666667,NA,TRUE
14.125,-24.0416666666667,NA,TRUE
2.79166666666666,6.20833333333334,NA,TRUE
-16.125,11.7083333333333,NA,TRUE
-75.9583333333333,35.2916666666667,NA,TRUE
-52.625,5.54166666666667,NA,TRUE
-56.9583333333333,-40.2083333333333,NA,TRUE
0.208333333333329,5.45833333333334,NA,TRUE
-78.0416666666667,33.625,NA,TRUE
-48.9583333333333,-28.7916666666667,NA,TRUE
-8.875,41.0416666666667,NA,TRUE
-15.7916666666667,9.70833333333334,NA,TRUE
-68.125,42.4583333333333,NA,TRUE
-79.4583333333333,31.7083333333333,NA,TRUE
-53.9583333333333,-36.5416666666667,NA,TRUE
-52.5416666666667,6.54166666666667,NA,TRUE
-48.875,1.45833333333334,NA,TRUE
-4.45833333333334,5.04166666666667,NA,TRUE
-10.125,29.9583333333333,NA,TRUE
-68.7916666666667,40.5416666666667,NA,TRUE
-76.125,36.0416666666667,NA,TRUE
-95.125,27.7916666666667,NA,TRUE
-46.2083333333333,-25.9583333333333,NA,TRUE
-15.0416666666667,25.375,NA,TRUE
-83.7916666666667,11.4583333333333,NA,TRUE
-76.375,35.2083333333333,NA,TRUE
19.125,-34.4583333333333,NA,TRUE
-90.0416666666667,28.2083333333333,NA,TRUE
-16.625,18.9583333333333,NA,TRUE
-57.875,-39.0416666666667,NA,TRUE
17.375,-31.9583333333333,NA,TRUE
-52.2083333333333,6.45833333333334,NA,TRUE
-87.0416666666667,29.9583333333333,NA,TRUE
-66.9583333333333,41.9583333333333,NA,TRUE
-50.2083333333333,-30.9583333333333,NA,TRUE
-84.2083333333333,15.7916666666667,NA,TRUE
12.375,-19.5416666666667,NA,TRUE
-84.7083333333333,27.625,NA,TRUE
-71.7916666666667,9.875,NA,TRUE
-91.2083333333333,29.5416666666667,NA,TRUE
-68.375,41.7083333333333,NA,TRUE
-13.7083333333333,29.2083333333333,NA,TRUE
-54.9583333333333,6.125,NA,TRUE
-45.7083333333333,0.708333333333336,NA,TRUE
12.9583333333333,-9.79166666666666,NA,TRUE
-73.9583333333333,39.2083333333333,NA,TRUE
-50.625,-33.4583333333333,NA,TRUE
19.4583333333333,-34.9583333333333,NA,TRUE
19.2916666666667,-34.5416666666667,NA,TRUE
-92.875,29.5416666666667,NA,TRUE
15.625,-29.875,NA,TRUE
-58.0416666666667,7.20833333333334,NA,TRUE
-61.875,-40.875,NA,TRUE
-61.7083333333333,-40.5416666666667,NA,TRUE
-52.2083333333333,-34.375,NA,TRUE
-52.2916666666667,-33.9583333333333,NA,TRUE
-67.0416666666667,42.125,NA,TRUE
-48.2916666666667,-25.9583333333333,NA,TRUE
-73.0416666666667,40.125,NA,TRUE
-50.625,4.04166666666667,NA,TRUE
-60.375,-39.125,NA,TRUE
-52.375,-33.125,NA,TRUE
-57.2083333333333,-35.625,NA,TRUE
-49.625,0.0416666666666714,NA,TRUE
-60.9583333333333,-42.375,NA,TRUE
-53.7083333333333,-34.375,NA,TRUE
-57.2083333333333,-40.2083333333333,NA,TRUE
-53.2916666666667,-35.2083333333333,NA,TRUE
9.54166666666666,2.875,NA,TRUE
-63.2916666666667,-41.9583333333333,NA,TRUE
-6.04166666666667,-13.0416666666667,NA,TRUE
19.2916666666667,-34.875,NA,TRUE
-56.4583333333333,-37.125,NA,TRUE
-8.04166666666667,37.0416666666667,NA,TRUE
-16.5416666666667,10.625,NA,TRUE
-16.9583333333333,15.125,NA,TRUE
-67.0416666666667,41.0416666666667,NA,TRUE
-57.0416666666667,-37.875,NA,TRUE
-71.125,11.4583333333333,NA,TRUE
-51.2916666666667,4.29166666666667,NA,TRUE
-78.4583333333333,24.7916666666667,NA,TRUE
-45.9583333333333,-0.125,NA,TRUE
9.70833333333333,-2.875,NA,TRUE
-57.375,-38.0416666666667,NA,TRUE
-58.9583333333333,-41.5416666666667,NA,TRUE
-51.625,5.625,NA,TRUE
18.5416666666667,-34.5416666666667,NA,TRUE
-86.625,30.2083333333333,NA,TRUE
-49.375,1.79166666666667,NA,TRUE
-55.4583333333333,6.04166666666667,NA,TRUE
17.625,-32.4583333333333,NA,TRUE
-74.2083333333333,38.2916666666667,NA,TRUE
-72.2083333333333,40.7916666666667,NA,TRUE
-72.375,40.0416666666667,NA,TRUE
-62.2916666666667,-42.125,NA,TRUE
-69.7916666666667,40.375,NA,TRUE
-17.375,22.2083333333333,NA,TRUE
-71.2916666666667,41.125,NA,TRUE
-88.4583333333333,21.5416666666667,NA,TRUE
-86.125,30.2916666666667,NA,TRUE
13.875,-22.4583333333333,NA,TRUE
-72.5416666666667,41.125,NA,TRUE
-59.9583333333333,-39.5416666666667,NA,TRUE
-49.2916666666667,3.125,NA,TRUE
-53.2083333333333,6.95833333333334,NA,TRUE
-70.2083333333333,42.4583333333333,NA,TRUE
-55.875,-38.2083333333333,NA,TRUE
-48.625,-0.125,NA,TRUE
-69.875,42.375,NA,TRUE
-70.7083333333333,42.2083333333333,NA,TRUE
12.875,-9.20833333333333,NA,TRUE
-76.2916666666667,34.125,NA,TRUE
-6.70833333333334,37.0416666666667,NA,TRUE
-16.625,16.2916666666667,NA,TRUE
-9.375,4.95833333333334,NA,TRUE
13.5416666666667,-21.875,NA,TRUE
-71.625,10.5416666666667,NA,TRUE
-62.2083333333333,-40.625,NA,TRUE
-76.0416666666667,38.2916666666667,NA,TRUE
14.2916666666667,-25.0416666666667,NA,TRUE
-75.125,35.625,NA,TRUE
-53.125,5.95833333333334,NA,TRUE
-17.0416666666667,12.9583333333333,NA,TRUE
-17.375,32.7916666666667,NA,TRUE
