"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","datasetName","occurrenceStatus"
"Montastraea cavernosa",-82.887062,24.668079,"US",NA,"1935286425","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.914108,24.634001,"US",NA,"1935286564","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.949783,24.63043,"US",NA,"1935286690","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.897049,24.62866,"US",NA,"1935286704","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.951782,24.609131,"US",NA,"1935286751","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.914108,24.634001,"US",NA,"1935286757","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.897049,24.62866,"US",NA,"1935287257","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.951782,24.609131,"US",NA,"1935287315","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.905563,24.688881,"US",NA,"1935287323","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.795357,24.72629,"US",NA,"1935287344","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.795357,24.72629,"US",NA,"1935287639","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.914108,24.634001,"US",NA,"1935287898","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.914108,24.634001,"US",NA,"1935288354","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.942848,24.612909,"US",NA,"1935288453","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935288575","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.897049,24.62866,"US",NA,"1935288628","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.897049,24.62866,"US",NA,"1935288634","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935288645","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.905563,24.688881,"US",NA,"1935288692","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.942848,24.612909,"US",NA,"1935288798","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.949783,24.63043,"US",NA,"1935288806","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935289196","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.771332,24.69549,"US",NA,"1935289447","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.905563,24.688881,"US",NA,"1935289694","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.771332,24.69549,"US",NA,"1935289722","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935290008","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.795357,24.72629,"US",NA,"1935290024","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935290081","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.951782,24.609131,"US",NA,"1935290131","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935290476","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.914108,24.634001,"US",NA,"1935290508","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935290647","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935290737","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.795357,24.72629,"US",NA,"1935290830","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.914108,24.634001,"US",NA,"1935291292","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.795357,24.72629,"US",NA,"1935291489","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.922302,24.63526,"US",NA,"1935291510","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935291520","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.873466,24.6658,"US",NA,"1935291846","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.942848,24.612909,"US",NA,"1935291865","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.905563,24.688881,"US",NA,"1935292430","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.873466,24.6658,"US",NA,"1935292519","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.795357,24.72629,"US",NA,"1935292643","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.951782,24.609131,"US",NA,"1935292697","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.920273,24.62063,"US",NA,"1935292774","Montastraeidae","SPECIES",NA,2004,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.548332,24.931669,"US",NA,"1935270418","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.2575,25.168051,"US",NA,"1935271128","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.3638,25.035366,"US",NA,"1935271972","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.289619,25.136316,"US",NA,"1935273216","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.36702,25.018984,"US",NA,"1935273288","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.3638,25.035366,"US",NA,"1935273478","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.548332,24.931669,"US",NA,"1935274279","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.501419,24.9499,"US",NA,"1935274415","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.3638,25.035366,"US",NA,"1935276465","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.223297,25.199167,"US",NA,"1935276990","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.415115,24.98605,"US",NA,"1935279954","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.548332,24.931669,"US",NA,"1935280922","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.2575,25.168051,"US",NA,"1935286316","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.501419,24.9499,"US",NA,"1935287654","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.348152,25.034967,"US",NA,"1935288180","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.3638,25.035366,"US",NA,"1935288210","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.3638,25.035366,"US",NA,"1935289190","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.3638,25.035366,"US",NA,"1935290776","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.476967,24.939884,"US",NA,"1935291685","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.548332,24.931669,"US",NA,"1935291745","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.587997,24.551451,"US",NA,"1935270453","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935270917","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935270945","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935271179","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.168434,25.464184,"US",NA,"1935271325","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935271479","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935271509","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.149147,25.484983,"US",NA,"1935271522","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.033501,12.03012,"NI",NA,"1935271572","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.974403,12.29837,"NI",NA,"1935271616","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.974403,12.29837,"NI",NA,"1935271724","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.581001,24.58535,"US",NA,"1935271789","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935271976","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.581001,24.58535,"US",NA,"1935272130","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935272185","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.887413,24.475683,"US",NA,"1935272371","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935272923","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.111313,24.625584,"US",NA,"1935273131","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935273140","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935273369","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.034698,12.18857,"NI",NA,"1935273848","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.034698,12.18857,"NI",NA,"1935273891","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935273898","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.345802,24.561199,"US",NA,"1935274130","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.391098,24.61655,"US",NA,"1935274436","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935274550","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.405151,24.546074,"US",NA,"1935274630","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.391098,24.61655,"US",NA,"1935274821","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.969398,12.29546,"NI",NA,"1935274885","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.111313,24.625584,"US",NA,"1935275029","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935275066","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.068398,12.18628,"NI",NA,"1935275201","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935275322","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935275336","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935275398","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.391098,24.61655,"US",NA,"1935275599","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.055496,12.20137,"NI",NA,"1935275730","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935275993","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935276261","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.149147,25.484983,"US",NA,"1935276321","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-82.969398,12.29546,"NI",NA,"1935276702","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.887413,24.475683,"US",NA,"1935276846","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935277065","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.149147,25.484983,"US",NA,"1935277104","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935277117","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935277126","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.701599,24.551933,"US",NA,"1935277229","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.111313,24.625584,"US",NA,"1935277476","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.581001,24.58535,"US",NA,"1935277508","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935277649","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.701599,24.551933,"US",NA,"1935277687","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935277709","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935277766","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.033501,12.03012,"NI",NA,"1935278042","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.581001,24.58535,"US",NA,"1935278175","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.034698,12.18857,"NI",NA,"1935278254","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.111313,24.625584,"US",NA,"1935278280","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.587997,24.551451,"US",NA,"1935278312","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935278314","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935278493","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935278634","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.876953,24.452066,"US",NA,"1935278829","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935278846","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.701599,24.551933,"US",NA,"1935279073","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935279081","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.168434,25.464184,"US",NA,"1935279285","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.701599,24.551933,"US",NA,"1935279669","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935279949","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.581001,24.58535,"US",NA,"1935280206","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.055496,12.20137,"NI",NA,"1935280442","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935280516","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935280569","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.033501,12.03012,"NI",NA,"1935281020","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.111313,24.625584,"US",NA,"1935281044","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.168434,25.464184,"US",NA,"1935281125","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935281152","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.149147,25.484983,"US",NA,"1935281243","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935281507","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.887413,24.475683,"US",NA,"1935281724","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-80.149147,25.484983,"US",NA,"1935282272","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.033501,12.03012,"NI",NA,"1935282401","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935282480","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935282725","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.702316,24.499384,"US",NA,"1935282782","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935282857","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.587997,24.551451,"US",NA,"1935283211","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.876953,24.452066,"US",NA,"1935283477","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.068398,12.18628,"NI",NA,"1935283648","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.393082,24.5646,"US",NA,"1935283726","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.073097,12.20137,"NI",NA,"1935283979","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.193604,24.605167,"US",NA,"1935284427","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.887413,24.475683,"US",NA,"1935284455","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-81.193604,24.605167,"US",NA,"1935284563","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
"Montastraea cavernosa",-83.082199,12.17695,"NI",NA,"1935284906","Montastraeidae","SPECIES",NA,2003,"HUMAN_OBSERVATION","AGRRA",NA,"PRESENT"
