"date_year","scientificNameID","year","scientificName","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","catalogNumber","occurrenceStatus","basisOfRecord","terrestrial","maximumDepthInMeters","id","day","order","dataset_id","decimalLongitude","collectionCode","date_end","speciesid","occurrenceID","date_start","month","genus","bibliographicCitation","eventDate","brackish","absence","subfamily","genusid","originalScientificName","marine","minimumDepthInMeters","subfamilyid","institutionCode","date_mid","class","orderid","kingdom","classid","phylum","species","subclass","family","kingdomid","node_id","sss","depth","shoredistance","sst","bathymetry","fieldNumber","scientificNameAuthorship","identifiedBy","flags","locality","country","county","waterBody","references","modified","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","samplingProtocol","continent","eventTime","geodeticDatum","recordedBy","datasetID","dynamicProperties","individualCount","associatedReferences","stateProvince","preparations"
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.152,1340,1267,196099,"PCABRS235",NA,"PreservedSpecimen",FALSE,24.6,"78be7e6d-1832-44ab-b01c-3bcabbcc0ffe","19","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.537,"Cnidaria",1084924800000,290423,NA,1084924800000,"5","Mussismilia",NA,"2004-05-19T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,24.6,718680,"MMA/BIO23",1084924800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,24.6,5077,23.78,17,"9","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Parcel dos Meros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.786389,1340,1267,196099,"CSPM504",NA,"HumanObservation",FALSE,12,"79b106e1-c870-4538-a95f-0652d206782b","28","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.048333,"RAP",9.51696e+11,290423,NA,9.51696e+11,"2","Mussismilia",NA,"2000-02-28T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,2.5,718680,"CI_BR",9.51696e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.95,7.25,13302,25.9,3,"45","(Verrill, 1901) ",NA,NA,"Pedra de Leste, Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.721389,1340,1267,196099,"CSPM489",NA,"HumanObservation",FALSE,25,"7ecca0c7-403f-44dc-b14e-1b3c11b60b03","22","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.601389,"RAP",951177600000,290423,NA,951177600000,"2","Mussismilia",NA,"2000-02-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,16,718680,"CI_BR",951177600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.11,20.5,28518,25.95,13,"28","(Verrill, 1901) ",NA,NA,"Border of Caladas Falsas Bank","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.992778,1340,1267,196099,"CSPM490",NA,"HumanObservation",FALSE,17.5,"80b91197-b2d3-43ff-8d3a-36ab5b28dbc9","22","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.756389,"RAP",951177600000,290423,NA,951177600000,"2","Mussismilia",NA,"2000-02-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,10,718680,"CI_BR",951177600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.05,13.75,5396,25.9,10,"29","(Verrill, 1901) ",NA,NA,"Eastern Abrolhos Channel","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.003889,1340,1267,196099,"CSPM487",NA,"HumanObservation",FALSE,NA,"81b765bd-71cb-4c56-b37a-15d28c947b1f","21","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.703611,"RAP",951091200000,290423,NA,951091200000,"2","Mussismilia",NA,"2000-02-21T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,NA,718680,"CI_BR",951091200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.08,NA,2488,25.91,5,"26","(Verrill, 1901) ",NA,NA,"Western Parcel dos Abrolhos, Abrolhos National Park","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.214,1340,1267,196099,"PCABRS238",NA,"PreservedSpecimen",FALSE,3,"853eb3fb-12b8-41cd-83f6-e50fe2df9b45","21","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.69,"Cnidaria",1069372800000,290423,NA,1069372800000,"11","Mussismilia",NA,"2003-11-21T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3,718680,"MMA/BIO23",1069372800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,3,101,23.7,2,"11","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha da Bexiga Baia de Parati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"urn:lsid:marinespecies.org:taxname:290423","1995","Mussismilia hispida",FALSE,290423,-23.8292,1340,1267,196099,"1997.1",NA,"PreservedSpecimen",FALSE,5,"8a027a0c-1f57-4889-ada9-17d191383e27",NA,"Scleractinia","54d75f8a-0ced-44b6-b35a-d04c9183020f",-45.4228,"AM",804643200000,290423,NA,804643200000,NA,"Mussismilia",NA,"1995-07-02T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3,718680,"CEBIMar USP",804643200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,4,16,23.49,-4,NA,"(Verrill, 1901)",NA,NA,"Ponta do Jaroba","Brazil","Sao Sebastiao","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.012778,1340,1267,196099,"CSPM491",NA,"HumanObservation",FALSE,18,"8a81e38e-2223-4c1d-80e4-4b025c914805","23","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.639444,"RAP",9.51264e+11,290423,NA,9.51264e+11,"2","Mussismilia",NA,"2000-02-23T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,10,718680,"CI_BR",9.51264e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.11,14,6984,25.91,7,"30","(Verrill, 1901) ",NA,NA,"Eastern Parcel dos Abrolhos, Abrolhos National Park","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"urn:lsid:marinespecies.org:taxname:290423","1997","Mussismilia hispida",FALSE,290423,-20.511,1340,1267,196099,"MNRJ 4377",NA,"PreservedSpecimen",FALSE,59,"91fc6548-bbef-48e4-9d39-89b5a199d067","08","Scleractinia","300cb5e2-4431-4ec8-af71-8c6078305e50",-35.838,"Cnidaria",878947200000,290423,NA,878947200000,"11","Mussismilia",NA,"1997-11-08T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,59,718680,"REVIZEE",878947200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.32,59,411310,26.02,362,"C2-22R","(Verrill, 1902)","Barreira e Castro, C; Pires, D.O.; Medeiros, M.S.; Loiola, L.L.; Arantes, R.C.M.; Thiago, C.M.;Berman, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.164,1340,1267,196099,"PCABRS258",NA,"PreservedSpecimen",FALSE,15.5,"92a470bb-3723-4397-b7db-ead4ba227d3c","5","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.099,"Cnidaria",1070582400000,290423,NA,1070582400000,"12","Mussismilia",NA,"2003-12-05T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,15.5,718680,"MMA/BIO23",1070582400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.06,15.5,21,23.7,-12,"33","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Saco dos Castelhanos Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.708056,1340,1267,196099,"CSPM506",NA,"HumanObservation",FALSE,13,"9390f7a9-bee7-44ea-bba0-ad97aab360e1","18","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.000833,"RAP",9.50832e+11,290423,NA,9.50832e+11,"2","Mussismilia",NA,"2000-02-18T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,4,718680,"CI_BR",9.50832e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.95,8.5,11261,25.89,13,"19E","(Verrill, 1901) ",NA,NA,"Lixa Reef, Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.951389,1340,1267,196099,"CSPM505",NA,"HumanObservation",FALSE,8,"942f2411-9c35-4e78-9577-8e122bd056fd","15","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.113333,"RAP",950572800000,290423,NA,950572800000,"2","Mussismilia",NA,"2000-02-15T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,2,718680,"CI_BR",950572800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.9,5,38,25.86,5,"13E","(Verrill, 1901) ",NA,NA,"Mato Grosso Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.079,1340,1267,196099,"PCABRS255",NA,"PreservedSpecimen",FALSE,19,"947c7205-0535-405c-b387-8e614b0f7577","28","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.225,"Cnidaria",1085702400000,290423,NA,1085702400000,"5","Mussismilia",NA,"2004-05-28T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,19,718680,"MMA/BIO23",1085702400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,19,262,23.73,35,"30","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha de Macacos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.085,1340,1267,196099,"PCABRS249",NA,"PreservedSpecimen",FALSE,17,"9483982d-9eea-49c8-9bb5-9acd628e5c6a","31","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.31,"Cnidaria",1067558400000,290423,NA,1067558400000,"10","Mussismilia",NA,"2003-10-31T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,17,718680,"MMA/BIO23",1067558400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.02,17,31,23.74,281,"25","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha Queimada Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.167,1340,1267,196099,"PCABRS262",NA,"PreservedSpecimen",FALSE,24,"9574c985-92a2-4dbb-8a4d-393c14b10a6e","6","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.373,"Cnidaria",1070668800000,290423,NA,1070668800000,"12","Mussismilia",NA,"2003-12-06T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,24,718680,"MMA/BIO23",1070668800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.04,24,131,23.72,-131,"38","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta Acaia Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.421944,1340,1267,196099,"CSPM472",NA,"HumanObservation",FALSE,9,"9616aa16-f7cd-42fd-b5e8-0e5f913dd5dd","14","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.135278,"RAP",950486400000,290423,NA,950486400000,"2","Mussismilia",NA,"2000-02-14T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1.5,718680,"CI_BR",950486400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.96,5.25,32,25.85,2,"9","(Verrill, 1901) ",NA,NA,"Guaratibas Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.605278,1340,1267,196099,"CSPM503",NA,"HumanObservation",FALSE,7,"964390d8-1bff-4c50-84b4-d3069958a257","27","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.050833,"RAP",951609600000,290423,NA,951609600000,"2","Mussismilia",NA,"2000-02-27T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3,718680,"CI_BR",951609600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.95,5,62,25.89,10,"43","(Verrill, 1901) ",NA,NA,"Areia Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.9920005798,1340,1267,196099,"34783","present","HumanObservation",FALSE,7.5,"981d2f17-8b74-4b89-ab1c-bc48239f3019","22","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6694984436,"agrra_benthic",953683200000,290423,"25664",953683200000,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,7.5,718680,"AGRRA",953683200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.08,7.5,3092,25.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.102,1340,1267,196099,"PCABRS256",NA,"PreservedSpecimen",FALSE,18,"99bdc9a3-dc04-4356-96c9-315837f17f9d","1","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.191,"Cnidaria",1070236800000,290423,NA,1070236800000,"12","Mussismilia",NA,"2003-12-01T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,18,718680,"MMA/BIO23",1070236800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.03,18,31,23.69,99,"31","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta da Enseada Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.291,1340,1267,196099,"PCABRS226",NA,"PreservedSpecimen",FALSE,22.5,"9c151ffa-970f-4eae-ae14-15eb98a6af97","21","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.506,"Cnidaria",1085097600000,290423,NA,1085097600000,"5","Mussismilia",NA,"2004-05-21T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,22.5,718680,"MMA/BIO23",1085097600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,22.5,8,23.65,22,"1","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta de Juatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.891667,1340,1267,196099,"CSPM480",NA,"HumanObservation",FALSE,5.5,"a0554b75-e9be-4d5c-84e2-60360bec37c5","17","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.065278,"RAP",950745600000,290423,NA,950745600000,"2","Mussismilia",NA,"2000-02-17T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1,718680,"CI_BR",950745600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.87,3.25,4868,25.93,5,"18","(Verrill, 1901) ",NA,NA,"Costao, Itacolomis Reefs","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"urn:lsid:marinespecies.org:taxname:290423","2001","Mussismilia hispida",FALSE,290423,-20.857,1340,1267,196099,"MNRJ 4783 / MNRJ 5124",NA,"PreservedSpecimen",FALSE,65,"a3b38e08-58de-4aa0-9eb7-d62808274bd3","11","Scleractinia","300cb5e2-4431-4ec8-af71-8c6078305e50",-33.636,"Cnidaria",994809600000,290423,NA,994809600000,"07","Mussismilia",NA,"2001-07-11T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,65,718680,"REVIZEE",994809600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.26,65,447947,25.73,40,"C5-44R","(Verrill, 1902)","Barreira e Castro, C; Pires, D.O.; Medeiros, M.S.; Loiola, L.L.; Arantes, R.C.M.; Thiago, C.M.;Berman, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.968000412,1340,1267,196099,"34856","present","HumanObservation",FALSE,8,"a4318a59-a649-4920-b7f8-583ff5325332","23","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6556663513,"agrra_benthic",953769600000,290423,"9952",953769600000,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-23T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,6,718680,"AGRRA",953769600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.1,7,3889,25.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.07,1340,1267,196099,"PCABRS270",NA,"PreservedSpecimen",FALSE,30,"a48fb54a-f415-4358-be5f-b6ac7d1d0b89","28","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.253,"Cnidaria",1085702400000,290423,NA,1085702400000,"5","Mussismilia",NA,"2004-05-28T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,30,718680,"MMA/BIO23",1085702400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,30,18,23.75,-1,"42","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha Itacuatiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.819167,1340,1267,196099,"CSPM482",NA,"HumanObservation",FALSE,18,"a7f8bfb1-766f-4b32-826c-e216317d8399","19","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.924722,"RAP",950918400000,290423,NA,950918400000,"2","Mussismilia",NA,"2000-02-19T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,6,718680,"CI_BR",950918400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.96,12,25852,25.9,23,"21","(Verrill, 1901) ",NA,NA,"Eastern Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.214,1340,1267,196099,"PCABRS239",NA,"PreservedSpecimen",FALSE,3,"aa95c93a-e2f6-4b92-99a9-9c2dcfbf2d79","20","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.69,"Cnidaria",1085011200000,290423,NA,1085011200000,"5","Mussismilia",NA,"2004-05-20T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3,718680,"MMA/BIO23",1085011200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,3,101,23.7,2,"11","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha da Bexiga Baia de Parati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.951389,1340,1267,196099,"CSPM475",NA,"HumanObservation",FALSE,6,"abeea2aa-a6ed-4c53-8d98-b99299a52574","15","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.113333,"RAP",950572800000,290423,NA,950572800000,"2","Mussismilia",NA,"2000-02-15T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1,718680,"CI_BR",950572800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.9,3.5,38,25.86,5,"13","(Verrill, 1901) ",NA,NA,"Mato Grosso Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
