"date_year","scientificNameID","year","scientificName","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","catalogNumber","occurrenceStatus","basisOfRecord","terrestrial","maximumDepthInMeters","id","day","order","dataset_id","decimalLongitude","collectionCode","date_end","speciesid","occurrenceID","date_start","month","genus","bibliographicCitation","eventDate","brackish","absence","subfamily","genusid","originalScientificName","marine","minimumDepthInMeters","subfamilyid","institutionCode","date_mid","class","orderid","kingdom","classid","phylum","species","subclass","family","kingdomid","node_id","sss","depth","shoredistance","sst","bathymetry","fieldNumber","scientificNameAuthorship","identifiedBy","flags","locality","country","county","waterBody","references","modified","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","samplingProtocol","continent","eventTime","geodeticDatum","recordedBy","datasetID","dynamicProperties","individualCount","associatedReferences","stateProvince","preparations"
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.955,1340,1267,196099,"CSPM470",NA,"HumanObservation",FALSE,5.7,"383fc346-1999-4335-b2bb-6ce91f7b4d10","13","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.218611,"RAP",9.504e+11,290423,NA,9.504e+11,"2","Mussismilia",NA,"2000-02-13T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1.5,718680,"CI_BR",9.504e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.93,3.6,1713,25.9,10,"6","(Verrill, 1901) ",NA,NA,"Coroa Vermelha Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.079,1340,1267,196099,"PCABRS254",NA,"PreservedSpecimen",FALSE,19,"3a7a7b45-2050-43c5-8dac-11e1c9cdaf53","1","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.225,"Cnidaria",1070236800000,290423,NA,1070236800000,"12","Mussismilia",NA,"2003-12-01T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,19,718680,"MMA/BIO23",1070236800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,19,262,23.73,35,"30","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha de Macacos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.9920005798,1340,1267,196099,"34778","present","HumanObservation",FALSE,7,"3deea058-17cf-457d-9ef4-867c41b6a120","22","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6694984436,"agrra_benthic",953683200000,290423,"16969",953683200000,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,7,718680,"AGRRA",953683200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.08,7,3092,25.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.9920005798,1340,1267,196099,"34785","present","HumanObservation",FALSE,7.5,"3fb6e393-2432-4b34-8717-b0e442633bf2","22","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6694984436,"agrra_benthic",953683200000,290423,"5925",953683200000,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,7.5,718680,"AGRRA",953683200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.08,7.5,3092,25.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.272,1340,1267,196099,"PCABRS230",NA,"PreservedSpecimen",FALSE,6,"41c79312-b158-4a60-91f9-9ded8052d717","14","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.631,"Cnidaria",1.068768e+12,290423,NA,1.068768e+12,"11","Mussismilia",NA,"2003-11-14T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,6,718680,"MMA/BIO23",1.068768e+12,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.03,6,56,23.65,-9,"6","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Saco do Mamangua (Ilha Maranata)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.203,1340,1267,196099,"PCABRS233",NA,"PreservedSpecimen",FALSE,16.5,"4341da66-dab6-4533-a037-bf2984708005","24","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.596,"Cnidaria",1085356800000,290423,NA,1085356800000,"5","Mussismilia",NA,"2004-05-24T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,16.5,718680,"MMA/BIO23",1085356800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,16.5,75,23.73,-43,"8","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta do Cedro Ilha do Algodao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.813056,1340,1267,196099,"CSPM485",NA,"HumanObservation",FALSE,11,"43c3cc5a-7a6b-49b3-8639-706bb935b31b","20","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.011111,"RAP",951004800000,290423,NA,951004800000,"2","Mussismilia",NA,"2000-02-20T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3,718680,"CI_BR",951004800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.95,7,18151,25.9,2,"24","(Verrill, 1901) ",NA,NA,"Wertern Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.071,1340,1267,196099,"PCABRS247",NA,"PreservedSpecimen",FALSE,14.5,"46bb9e5b-51dc-4aee-a612-62a7b718ccdd","28","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.363,"Cnidaria",1067299200000,290423,NA,1067299200000,"10","Mussismilia",NA,"2003-10-28T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,14.5,718680,"MMA/BIO23",1067299200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,14.5,73,23.76,-3,"22","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta Escalvada Ilha da Gipóia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.238,1340,1267,196099,"PCABRS229",NA,"PreservedSpecimen",FALSE,14.7,"47c8d2ec-0380-4ff6-9714-5ddceeb2d995","14","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.6,"Cnidaria",1.068768e+12,290423,NA,1.068768e+12,"11","Mussismilia",NA,"2003-11-14T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,14.7,718680,"MMA/BIO23",1.068768e+12,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,14.7,77,23.73,-60,"5","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta do Buraco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.882778,1340,1267,196099,"CSPM477",NA,"HumanObservation",FALSE,12,"48c16cb5-26cd-4999-8b82-fb24113bae6f","16","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.051111,"RAP",950659200000,290423,NA,950659200000,"2","Mussismilia",NA,"2000-02-16T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,5,718680,"CI_BR",950659200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.87,8.5,6529,25.93,2,"15","(Verrill, 1901) ",NA,NA,"Ponta Norte, Itacolomis Reefs","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.996111,1340,1267,196099,"CSPM466",NA,"HumanObservation",FALSE,6,"4d6cef11-53b3-4dfb-a49b-dc2939553a1e","11","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.272778,"RAP",950227200000,290423,NA,950227200000,"2","Mussismilia",NA,"2000-02-11T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3,718680,"CI_BR",950227200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.93,4.5,7404,25.88,5,"1","(Verrill, 1901) ",NA,NA,"Nova Vicosa Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.032,1340,1267,196099,"PCABRS246",NA,"PreservedSpecimen",FALSE,11,"5115a594-30e0-4ecb-aa45-c94160512b08","28","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.379,"Cnidaria",1067299200000,290423,NA,1067299200000,"10","Mussismilia",NA,"2003-10-28T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,11,718680,"MMA/BIO23",1067299200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,11,10,23.76,-6,"21","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta de Jurubaiba Ilha da Gipóia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.203,1340,1267,196099,"PCABRS232",NA,"PreservedSpecimen",FALSE,16.5,"52511db1-2254-4588-9fc0-cc615e50accb","15","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.596,"Cnidaria",1068854400000,290423,NA,1068854400000,"11","Mussismilia",NA,"2003-11-15T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,16.5,718680,"MMA/BIO23",1068854400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,16.5,75,23.73,-43,"8","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta do Cedro Ilha do Algodao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.048,1340,1267,196099,"PCABRS243",NA,"PreservedSpecimen",FALSE,17,"534c7270-44cb-4969-aa86-7c21159b5936","30","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.546,"Cnidaria",1.067472e+12,290423,NA,1.067472e+12,"10","Mussismilia",NA,"2003-10-30T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,17,718680,"MMA/BIO23",1.067472e+12,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.97,17,30,23.77,8,"16","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Rochedo Sao Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.980833,1340,1267,196099,"CSPM494",NA,"HumanObservation",FALSE,21.5,"5774b5e2-82e9-4b59-a9fb-6c0e748da981","24","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.659722,"RAP",951350400000,290423,NA,951350400000,"2","Mussismilia",NA,"2000-02-24T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,0.5,718680,"CI_BR",951350400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.1,11,3855,25.9,3,"34","(Verrill, 1901) ",NA,NA,"Central Parcel dos Abrolhos, Abrolhos National Park","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"urn:lsid:marinespecies.org:taxname:290423","2001","Mussismilia hispida",FALSE,290423,-20.704,1340,1267,196099,"MNRJ 4701",NA,"PreservedSpecimen",FALSE,NA,"57b1ee46-43b2-4e22-a20f-733a8c6d17a7","12","Scleractinia","300cb5e2-4431-4ec8-af71-8c6078305e50",-35.704,"Cnidaria",9.94896e+11,290423,NA,9.94896e+11,"07","Mussismilia",NA,"2001-07-12T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,NA,718680,"REVIZEE",9.94896e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.3,NA,436155,25.97,2239,"C5-21R","(Verrill, 1902)","Barreira e Castro, C; Pires, D.O.; Medeiros, M.S.; Loiola, L.L.; Arantes, R.C.M.; Thiago, C.M.;Berman, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.745556,1340,1267,196099,"CSPM481",NA,"HumanObservation",FALSE,18,"5977fb5d-37a0-469d-b640-a8e0dde4aadb","19","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.918889,"RAP",950918400000,290423,NA,950918400000,"2","Mussismilia",NA,"2000-02-19T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,9.5,718680,"CI_BR",950918400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.97,13.75,19356,25.89,6,"20","(Verrill, 1901) ",NA,NA,"Pedra Grande Reef, Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.715278,1340,1267,196099,"CSPM488",NA,"HumanObservation",FALSE,13,"5e36e19a-e883-4f60-817e-92dc1c4a802a","22","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.600833,"RAP",951177600000,290423,NA,951177600000,"2","Mussismilia",NA,"2000-02-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,13,718680,"CI_BR",951177600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.11,13,29173,25.95,11,"27","(Verrill, 1901) ",NA,NA,"Caladas Falsas Bank","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.9815006256,1340,1267,196099,"34293","present","HumanObservation",FALSE,3.5,"62d2ffab-289d-4d60-ba22-ed52a256e67c","28","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6951675415,"agrra_benthic",954201600000,290423,"33564",954201600000,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-28T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3.5,718680,"AGRRA",954201600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.08,3.5,145,25.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.152,1340,1267,196099,"PCABRS234",NA,"PreservedSpecimen",FALSE,24.6,"62e058a5-efed-43f7-8eca-f384ee525bb8","18","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.537,"Cnidaria",1069113600000,290423,NA,1069113600000,"11","Mussismilia",NA,"2003-11-18T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,24.6,718680,"MMA/BIO23",1069113600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,24.6,5077,23.78,17,"9","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Parcel dos Meros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.020278,1340,1267,196099,"CSPM468",NA,"HumanObservation",FALSE,15.9,"671926d7-d2dc-4b94-9f60-9360cd85c3ab","12","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.988333,"RAP",950313600000,290423,NA,950313600000,"2","Mussismilia",NA,"2000-02-12T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3.9,718680,"CI_BR",950313600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.98,9.9,23789,25.91,7,"4","(Verrill, 1901) ",NA,NA,"Sequeiro of Popa Verde II","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.193,1340,1267,196099,"PCABRS236",NA,"PreservedSpecimen",FALSE,10.4,"67ff1180-cbb9-4699-9b54-7fb4dc30ff7c","18","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.644,"Cnidaria",1069113600000,290423,NA,1069113600000,"11","Mussismilia",NA,"2003-11-18T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,10.4,718680,"MMA/BIO23",1069113600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,10.4,78,23.73,-72,"10","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Praia Vermelha Saco da Praia Vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.895833,1340,1267,196099,"CSPM478",NA,"HumanObservation",FALSE,12.5,"741fbdda-3474-4d51-9217-29a413251cea","16","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.091389,"RAP",950659200000,290423,NA,950659200000,"2","Mussismilia",NA,"2000-02-16T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1,718680,"CI_BR",950659200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.87,6.75,2060,25.81,6,"16","(Verrill, 1901) ",NA,NA,"Pedra do Silva, Itacolomis Reefs","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.350278,1340,1267,196099,"CSPM501",NA,"HumanObservation",FALSE,25,"7494077f-7b5a-4166-befe-14d40c5d728c","27","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.873889,"RAP",951609600000,290423,NA,951609600000,"2","Mussismilia",NA,"2000-02-27T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,25,718680,"CI_BR",951609600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.03,25,28454,25.88,21,"41","(Verrill, 1901) ",NA,NA,"Plain of Calcareous Algae","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.291,1340,1267,196099,"PCABRS225",NA,"PreservedSpecimen",FALSE,22.5,"752e4485-d6f6-447c-8156-2f940c17b658","17","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.506,"Cnidaria",1069027200000,290423,NA,1069027200000,"11","Mussismilia",NA,"2003-11-17T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,22.5,718680,"MMA/BIO23",1069027200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,22.5,8,23.65,22,"1","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta de Juatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.113,1340,1267,196099,"PCABRS266",NA,"PreservedSpecimen",FALSE,26,"77128bf5-1b9f-4e34-b639-86f5dfbe9213","7","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.297,"Cnidaria",1070755200000,290423,NA,1070755200000,"12","Mussismilia",NA,"2003-12-07T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,26,718680,"MMA/BIO23",1070755200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.02,26,207,23.74,-1,"40","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta Grossa de Sitio Forte Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.955165863,1340,1267,196099,"34990","present","HumanObservation",FALSE,7,"77fa6388-5e5f-4a48-bce3-085e98e4864f","24","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6533317566,"agrra_benthic",9.53856e+11,290423,"33970",9.53856e+11,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-24T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,7,718680,"AGRRA",9.53856e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.1,7,4273,25.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
