decimalLongitude;decimalLatitude;moca
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
