Samples;decimalLongitude;decimalLatitude;Mussismilia_hispida
Saco_dAgua_05-04-2011/Filmagem_Raso_10/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_2/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_3/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_4/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_5/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_6/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_7/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_8/;-48.368482;-27.277044;0
Saco_dAgua_05-04-2011/Filmagem_Raso_9/;-48.368482;-27.277044;0
Xavier_08_04_2011/Filmagem_Fundo_1/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Fundo_2/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Fundo_3/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Fundo_4/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Fundo_5/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Fundo_6/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_1/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_2/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_3/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_4/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_5/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_6/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_7/;-48.387576;-27.603507;0
Xavier_08_04_2011/Filmagem_Raso_8/;-48.387576;-27.603507;0
Batente das Agulhas/BatenteAgulhas_260313_Video1/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video2/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video4/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video5/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video6/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video7/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video8/;-35.0725;-5.56435;0
Batente das Agulhas/BatenteAgulhas_260313_Video9/;-35.0725;-5.56435;0
Maracajau/161011_Gui_Video1/;-35.258986;-5.394114;0
Maracajau/161011_Gui_Video2/;-35.258986;-5.394114;0
Maracajau/161011_Gui_Video3/;-35.258986;-5.394114;0
Maracajau/161011_Renato_Video1/;-35.258986;-5.394114;0
Maracajau/161011_Renato_Video2/;-35.258986;-5.394114;0
Maracajau/161011_Thiago_Video1/;-35.258986;-5.394114;0
Maracajau/161011_Thiago_Video2/;-35.258986;-5.394114;0
Maracajau/161011_Thiago_Video3/;-35.258986;-5.394114;0
Maracajau/171011_Gui_Video2/;-35.258986;-5.394114;0
Maracajau/171011_Gui_Video3/;-35.258986;-5.394114;0
Maracajau/171011_Renato_Video1/;-35.258986;-5.394114;0
Maracajau/171011_Thiago_Video1/;-35.258986;-5.394114;0
Maracajau/181011_Thiago_Video1/;-35.258986;-5.394114;0
Maracajau/181011_Thiago_Video2/;-35.258986;-5.394114;0
Parrachos Rio do Fogo/Parrachos_290313_Video10/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video2/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video3/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video4/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video6/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video7/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video8/;-35.363432;-5.262117;0
Parrachos Rio do Fogo/Parrachos_290313_Video9/;-35.363432;-5.262117;0
Pedra do Silva/#01/;-35.090067;-5.564467;0
Pedra do Silva/#02/;-35.090067;-5.564467;0
Pedra do Silva/#03/;-35.090067;-5.564467;0
Pedra do Silva/#04/;-35.090067;-5.564467;0
Pedra do Silva/#05/;-35.090067;-5.564467;0
Pedra do Silva/#06/;-35.090067;-5.564467;0
Pedra do Silva/#07/;-35.090067;-5.564467;0
Pedra do Silva/#08/;-35.090067;-5.564467;0
Pedra do Silva/#09/;-35.090067;-5.564467;0
Pedra do Silva/#10/;-35.090067;-5.564467;0
Pedra do Silva/#11/;-35.090067;-5.564467;0
Pedra do Silva/#12/;-35.090067;-5.564467;0
Pedra do Silva/#13/;-35.090067;-5.564467;0
Pedra do Silva/#14/;-35.090067;-5.564467;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO1_V1/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO1_V2/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO1_V3/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO1_V4/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO1_V5/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO2_V1/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO2_V2/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO2_V3/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_17ABRIL13_JPQ_GOPRO2_V4/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO1_V1/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO1_V2/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO2_V1/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO2_V2/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO3_V1/;-44.264283;-0.869867;0
FUNDO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO3_V2/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO1_V1/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO1_V2/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO1_V3/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO2_V1/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO2_V2/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO3_V1/;-44.264283;-0.869867;0
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO3_V2/;-44.264283;-0.869867;0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_gopro2_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_gopro5_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_gopro5_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_goproLu_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro2_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro2_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro2_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_4/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro4_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro4_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro4_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro5_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro5_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro5_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_goproLu_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_goproLu_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro2_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro2_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro2_4/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_1/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_2/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_4/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro5_3/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro5_4/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro5_5/;-40.407589;-20.699631;0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro6_1/;-40.407589;-20.699631;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro2_1/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro2_2/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro2_3/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro3_1/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro3_2/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro3_3/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro4_1/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro4_2/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro4_3/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro2_4/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro2_5/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro2_6/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro3_4/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro3_5/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro3_6/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro4_4/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro4_5/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_fundo_gopro_Lu_6/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_fundo_gopro5_4/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_fundo_gopro5_5/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_fundo_gopro5_6/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_fundo_Lu_4/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_fundo_Lu_5/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_gopro5_1/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_gopro5_2/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_gopro5_3/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_gopro6_1/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_gopro6_2/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_gopro6_3/;-40.366164;-20.676614;0
Ilha_Rasa/Rasa_davi_22fev2014_raso_Lu_1/;-40.366164;-20.676614;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro3_1/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro3_2/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro3_3/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro4_1/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro4_2/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro4_3/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro5_1/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro5_2/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_fundo_gopro5_3/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro3_4/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro3_5/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro3_6/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro4_4/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro4_5/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro5_4/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro5_5/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_anaide_23fev2014_raso_gopro5_6/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_fundo_gopro2_1/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_fundo_gopro2_2/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_fundo_gopro2_3/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_fundo_gopro6_1/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_fundo_gopro6_2/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_fundo_gopro6_3/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_raso_gopro2_4/;-40.378777;-20.612348;0
Tres_Ilhas/tresilhas_davi_23fev2014_raso_gopro2_5/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_raso_gopro6_4/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_raso_gopro6_5/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_raso_gopro6_6/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_raso_goproLu_4/;-40.378777;-20.612348;0
Tres_Ilhas/Tresilhas_davi_23fev2014_raso_goproLu_5/;-40.378777;-20.612348;0
Farol_da_Barra/2902_Gopro1_2m_Video3/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro1_2m_Video6/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro2_2m_Video2/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro2_2m_Video3/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro2_2m_Video4/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro2_2m_Video5/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro2_2m_Video6/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Gopro2_2m_Video7/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video1/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video2/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video3/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video4/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video5/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video6/;-38.530833;-13.008333;0
Farol_da_Barra/2902_Renata_2m_Video7/;-38.530833;-13.008333;0
Ilha_do_Frade/030312_Gopro1_Video1/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro1_Video2/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro1_Video4/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro1_Video5/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro1_Video6/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro2_Video1/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro2_Video3/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro2_Video4/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro2_Video5/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gopro2_Video6/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Gui_Video5/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Thiago_Video1/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Thiago_Video2/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Thiago_Video3/;-38.626367;-12.80916;0
Ilha_do_Frade/030312_Thiago_Video4/;-38.626367;-12.80916;0
Pedra_Cardinal/010312_Gopro1_Video1/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gopro1_Video2/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gopro1_Video3/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gopro1_Video4/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gopro1_Video5/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gui1_Video1_TURF1/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gui1_Video2/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gui1_Video3/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gui1_Video4/;-38.5491;-12.83708;1
Pedra_Cardinal/010312_Gui1_Video5/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Gui1_Video6/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Thiago_Video3/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Thiago_Video4/;-38.5491;-12.83708;0
Pedra_Cardinal/010312_Thiago_Video5/;-38.5491;-12.83708;0
Poste_4/030212_Gopro1_Video1/;-38.571664;-12.814719;0
Poste_4/030212_Gopro1_Video2/;-38.571664;-12.814719;0
Poste_4/030212_Gopro1_Video3/;-38.571664;-12.814719;0
Poste_4/030212_Gopro1_Video4/;-38.571664;-12.814719;0
Poste_4/030212_Gopro1_Video5/;-38.571664;-12.814719;0
Poste_4/030212_Gopro2_Video1/;-38.571664;-12.814719;0
Poste_4/030212_Gopro2_Video2/;-38.571664;-12.814719;0
Poste_4/030212_Gopro2_Video3/;-38.571664;-12.814719;0
Poste_4/030212_Gopro2_Video4/;-38.571664;-12.814719;0
Poste_4/030212_Gopro2_Video5/;-38.571664;-12.814719;0
Poste_4/030212_Gui_Video2/;-38.571664;-12.814719;0
Poste_4/030212_Gui_Video3/;-38.571664;-12.814719;1
Poste_4/030212_Gui_Video4/;-38.571664;-12.814719;0
Poste_4/030212_Gui_Video6/;-38.571664;-12.814719;1
Poste_4/030212_Thiago_Video1/;-38.571664;-12.814719;1
Ancoras_0702_GoPro_V?deo1;-33.80355;-3.875172222;0
Ancoras_0702_GoPro_V?deo2;-33.80355;-3.875172222;0
Ancoras_2701_Cam1_V?deo1;-33.80355;-3.875172222;0
Ancoras_2701_Cam1_V?deo2;-33.80355;-3.875172222;0
Ancoras_2701_Cam1_V?deo3;-33.80355;-3.875172222;0
Ancoras_2701_Cam1_V?deo4;-33.80355;-3.875172222;0
Ancoras_2701_Cam1_V?deo5;-33.80355;-3.875172222;0
Ancoras_2701_Cam2_V?deo1;-33.80355;-3.875172222;0
Ancoras_2701_Cam2_V?deo2;-33.80355;-3.875172222;0
Ancoras_2701_Cam2_V?deo3;-33.80355;-3.875172222;1
Ancoras_2701_Cam2_V?deo4;-33.80355;-3.875172222;0
Ancoras_2701_Cam2_V?deo5;-33.80355;-3.875172222;0
Ancoras_2701_GoPro_V?deo1;-33.80355;-3.875172222;0
Ancoras_2701_GoPro_V?deo2;-33.80355;-3.875172222;0
Ancoras_2701_GoPro_V?deo3;-33.80355;-3.875172222;0
Ancoras_2701_GoPro_V?deo4;-33.80355;-3.875172222;0
FalsaBarreta_230112_Cam1_V?deo1;-33.81884444;-3.860347222;0
FalsaBarreta_230112_Cam1_V?deo2;-33.81884444;-3.860347222;0
FalsaBarreta_230112_Cam1_V?deo3;-33.81884444;-3.860347222;0
FalsaBarreta_230112_Cam1_V?deo4;-33.81884444;-3.860347222;0
FalsaBarreta_230112_Cam1_V?deo5_RUIM;-33.81884444;-3.860347222;0
FalsaBarreta_230112_Cam1_V?deo6;-33.81884444;-3.860347222;0
FalsaBarreta_230112_CamLacre_V?deo1_TURF;-33.81884444;-3.860347222;0
FalsaBarreta_230112_CamLacre_V?deo2_TURF;-33.81884444;-3.860347222;0
FalsaBarreta_230112_CamLacre_V?deo3_TURF;-33.81884444;-3.860347222;0
FalsaBarreta_230112_CamLacre_V?deo4_TURF;-33.81884444;-3.860347222;0
FalsaBarreta_230112_CamLacre_V?deo5_TURF;-33.81884444;-3.860347222;0
FalsaBarreta_230112_GoPro2_V?deo1;-33.81884444;-3.860347222;0
FalsaBarreta_230112_GoPro2_V?deo2;-33.81884444;-3.860347222;0
FalsaBarreta_230112_GoPro2_V?deo3;-33.81884444;-3.860347222;0
FalsaBarreta_230112_GoPro2_V?deo4;-33.81884444;-3.860347222;0
FalsaBarreta_290112_Cam1_V?deo1_agua;-33.81884444;-3.860347222;0
FalsaBarreta_290112_Cam1_V?deo2;-33.81884444;-3.860347222;0
FalsaBarreta_290112_Cam2_V?deo1;-33.81884444;-3.860347222;0
FalsaBarreta_290112_Cam2_V?deo2;-33.81884444;-3.860347222;0
PodesCrer_2601_Cam1_V?deo1_TURF_agua;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam1_V?deo2_TURF;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam1_V?deo3_TURF;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam1_V?deo4_TURF;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam1_V?deo5tuba_TURF;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam2_V?deo1;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam2_V?deo2;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam2_V?deo3;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam2_V?deo4_nao_v?deo;-33.81225833;-3.872955556;0
PodesCrer_2601_Cam2_V?deo5;-33.81225833;-3.872955556;0
PodesCrer_2801_Cam1_V?deo1;-33.81225833;-3.872955556;0
PodesCrer_2801_Cam1_V?deo2;-33.81225833;-3.872955556;0
PodesCrer_2801_Cam1_V?deo3;-33.81225833;-3.872955556;0
PodesCrer_2801_Cam2_V?deo1;-33.81225833;-3.872955556;0
PodesCrer_2801_Cam2_V?deo2;-33.81225833;-3.872955556;0
PodesCrer_2801_Cam2_V?deo3;-33.81225833;-3.872955556;0
PodesCrer_2801_GoPro2_V?deo1;-33.81225833;-3.872955556;0
Rocas_0802_CamLacre_V?deo1;-33.79191111;-3.86895;0
Rocas_0802_CamLacre_V?deo2_TURF;-33.79191111;-3.86895;0
Rocas_0802_CamLacre_V?deo3;-33.79191111;-3.86895;0
Rocas_0802_CamLacre_V?deo4_TURF;-33.79191111;-3.86895;0
Rocas_0802_CamSem_V?deo1;-33.79191111;-3.86895;0
Rocas_0802_CamSem_V?deo2;-33.79191111;-3.86895;0
Rocas_0802_CamSem_V?deo3_TURF;-33.79191111;-3.86895;0
Rocas_0802_CamSem_V?deo4_TURF;-33.79191111;-3.86895;0
Rocas_0802_GoPro1_V?deo1;-33.79191111;-3.86895;0
Rocas_0802_GoPro1_V?deo2;-33.79191111;-3.86895;0
Rocas_0802_GoPro1_V?deo3_TURF;-33.79191111;-3.86895;0
Rocas_0802_GoPro1_V?deo4;-33.79191111;-3.86895;0
Rocas_0802_GoPro1_V?deo5;-33.79191111;-3.86895;0
Rocas_0802_GoPro2_V?deo1;-33.79191111;-3.86895;0
Rocas_0802_GoPro2_V?deo2;-33.79191111;-3.86895;0
Rocas_0802_GoPro2_V?deo3;-33.79191111;-3.86895;0
Rocas_0802_GoPro2_V?deo4;-33.79191111;-3.86895;0
Rocas_0802_GoPro2_V?deo5;-33.79191111;-3.86895;0
Rocas_1002_GoPro_V?deo1;-33.79191111;-3.86895;0
Rocas_1002_GoPro_V?deo2;-33.79191111;-3.86895;0
Salao_2801_Cam1_V?deo1;-33.80944167;-3.874725;0
Salao_2801_Cam1_V?deo2;-33.80944167;-3.874725;0
Salao_2801_Cam1_V?deo3;-33.80944167;-3.874725;0
Salao_2801_Cam1_V?deo4;-33.80944167;-3.874725;0
Salao_2801_Cam2_V?deo1;-33.80944167;-3.874725;0
Salao_2801_Cam2_V?deo2;-33.80944167;-3.874725;0
Salao_2801_Cam2_V?deo3;-33.80944167;-3.874725;0
Salao_2801_Cam2_V?deo4;-33.80944167;-3.874725;0
Salao_2801_GoPro_V?deo1;-33.80944167;-3.874725;0
Tartarugas_2201_Gui_V?deo1;-33.80944167;-3.872986111;0
Tartarugas_2201_Gui_V?deo2;-33.80944167;-3.872986111;0
Tartarugas_2201_Renato_V?deo1;-33.80944167;-3.872986111;0
Tartarugas_2201_Renato_V?deo2;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam1_V?deo1;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam1_V?deo2;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam1_V?deo3;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam1_V?deo4;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam1_V?deo5;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam2_V?deo1_TURF;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam2_V?deo2_TURF;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam2_V?deo3_TURF;-33.80944167;-3.872986111;0
Tartarugas_2501_Cam2_V?deo4_TURF;-33.80944167;-3.872986111;0
