Samples;decimalLongitude;decimalLatitude;Mussismilia_hispida
Tartarugas_2501_Cam2_V?deo5_TURF;-33.80944167;-3.872986111;0
Tartarugas_2501_GoPro_V?deo1;-33.80944167;-3.872986111;0
Tartarugas_2501_GoPro_V?deo2;-33.80944167;-3.872986111;0
Tartarugas_2501_GoPro_V?deo3_naov?deo;-33.80944167;-3.872986111;0
Tartarugas_2601_GoPro_V?deo1_TURF;-33.80944167;-3.872986111;0
_Anequim_RM_17_Abr_raso (3);-41.984482;-22.980484;0
_Anequim_RM_17_Abr_raso (4);-41.984482;-22.980484;0
_Anequim_RM_17_Abr_raso (5);-41.984482;-22.980484;0
Anequim_RM_17_Abr_raso;-41.984482;-22.980484;0
V1_Anequim_CAMC_17_Abr_raso;-41.984482;-22.980484;0
V1_Anequim_CAMC_18_Abr_fundo;-41.984482;-22.980484;0
V1_Anequim_GOL_17_Abr_raso;-41.984482;-22.980484;0
V1_Anequim_GOL_18_Abr_fundo;-41.984482;-22.980484;0
V1_Anequim_RM_17_Abr_fundo;-41.984482;-22.980484;0
V1_Anequim_RM_18_Abr_fundo;-41.984482;-22.980484;0
V1_Cardeiros_CAMC_16_Abr_fundo;-42.00165556;-22.96514167;0
V1_Cardeiros_CAMC_16_Abr_raso;-42.00165556;-22.96514167;0
V1_Cardeiros_CAMC_17_Abr_raso;-42.00165556;-22.96514167;0
V1_Cardeiros_GOL_16_Abr_fundo;-42.00165556;-22.96514167;0
V1_Cardeiros_GOL_16_Abr_raso;-42.00165556;-22.96514167;0
V1_Cardeiros_GOL_17_Abr_raso;-42.00165556;-22.96514167;0
V1_Cardeiros_RM_16_Abr_fundo;-42.00165556;-22.96514167;0
V1_Cardeiros_RM_16_Abr_raso;-42.00165556;-22.96514167;0
V1_Cardeiros_RM_17_Abr_raso;-42.00165556;-22.96514167;0
V1_Porcos_CAMC_18_Abr_raso;-41.993723;-22.96573;1
V1_Porcos_CAMC_19_Abr_fundo;-41.993723;-22.96573;0
V1_Porcos_CAMC_19_Abr_raso;-41.993723;-22.96573;0
V1_Porcos_GOL_18_Abr_raso;-41.993723;-22.96573;0
V1_Porcos_GOL_19_Abr_fundo;-41.993723;-22.96573;0
V1_Porcos_GOL_19_Abr_raso;-41.993723;-22.96573;0
V1_Porcos_RM_18_Abr_raso;-41.993723;-22.96573;0
V1_Porcos_TCM_19_Abr_raso;-41.993723;-22.96573;1
V2_Anequim_CAMC_17_Abr_raso;-41.984482;-22.980484;0
V2_Anequim_CAMC_18_Abr_fundo;-41.984482;-22.980484;0
V2_Anequim_GOL_17_Abr_raso;-41.984482;-22.980484;0
V2_Cardeiros_CAMC_16_Abr_fundo;-42.00165556;-22.96514167;0
V2_Cardeiros_CAMC_16_Abr_raso;-42.00165556;-22.96514167;0
V2_Cardeiros_CAMC_17_Abr_raso;-42.00165556;-22.96514167;0
V2_Cardeiros_GOL_16_Abr_fundo;-42.00165556;-22.96514167;0
V2_Cardeiros_GOL_16_Abr_raso;-42.00165556;-22.96514167;0
V2_Cardeiros_GOL_17_Abr_raso;-42.00165556;-22.96514167;0
V2_Cardeiros_RM_16_Abr_fundo;-42.00165556;-22.96514167;0
V2_Cardeiros_RM_16_Abr_raso;-42.00165556;-22.96514167;0
V2_Cardeiros_RM_17_Abr_raso;-42.00165556;-22.96514167;0
V2_Porcos_CAMC_19_Abr_fundo;-41.993723;-22.96573;0
V2_Porcos_CAMC_19_Abr_raso;-41.993723;-22.96573;0
V2_Porcos_GOL_18_Abr_raso;-41.993723;-22.96573;1
V2_Porcos_RM_18_Abr_raso;-41.993723;-22.96573;0
V3_Anequim_CAMC_17_Abr_raso;-41.984482;-22.980484;0
V3_Anequim_GOL_17_Abr_raso;-41.984482;-22.980484;0
V3_Cardeiros_CAMC_16_Abr_fundo;-42.00165556;-22.96514167;0
V3_Cardeiros_CAMC_17_Abr_raso;-42.00165556;-22.96514167;0
V3_Cardeiros_GOL_16_Abr_fundo;-42.00165556;-22.96514167;0
V3_Cardeiros_GOL_16_Abr_raso;-42.00165556;-22.96514167;0
V3_Cardeiros_GOL_17_Abr_raso;-42.00165556;-22.96514167;0
V3_Cardeiros_RM_16_Abr_fundo;-42.00165556;-22.96514167;1
V3_Cardeiros_RM_17_Abr_raso;-42.00165556;-22.96514167;0
V3_Porcos_GOL_19_Abr_raso;-41.993723;-22.96573;1
V3_Porcos_RM_18_Abr_raso;-41.993723;-22.96573;0
V4_Anequim_CAMC_17_Abr_raso;-41.984482;-22.980484;0
V4_Anequim_CAMC_18_Abr_fundo;-41.984482;-22.980484;0
V4_Anequim_GOL_17_Abr_raso;-41.984482;-22.980484;0
V4_Anequim_GOL_18_Abr_fundo;-41.984482;-22.980484;0
V4_Anequim_RM_18_Abr_fundo;-41.984482;-22.980484;0
V4_Cardeiros_CAMC_16_Abr_fundo;-42.00165556;-22.96514167;0
V4_Cardeiros_GOL_16_Abr_fundo;-42.00165556;-22.96514167;0
V4_Cardeiros_RM_16_Abr_fundo;-42.00165556;-22.96514167;1
V4_Porcos_CAMC_19_Abr_fundo;-41.993723;-22.96573;0
V4_Porcos_GOL_19_Abr_fundo;-41.993723;-22.96573;1
V4_Porcos_GOL_19_Abr_raso;-41.993723;-22.96573;0
V5_Anequim_CAMC_17_Abr_raso;-41.984482;-22.980484;0
V5_Anequim_CAMC_18_Abr_fundo;-41.984482;-22.980484;0
V5_Anequim_GOL_17_Abr_raso;-41.984482;-22.980484;1
V5_Anequim_GOL_18_Abr_fundo;-41.984482;-22.980484;0
V5_Cardeiros_CAMC_16_Abr_fundo;-42.00165556;-22.96514167;1
V5_Cardeiros_GOL_16_Abr_fundo;-42.00165556;-22.96514167;0
V5_Cardeiros_RM_16_Abr_fundo;-42.00165556;-22.96514167;0
V5_Porcos_CAMC_19_Abr_fundo;-41.993723;-22.96573;0
V5_Porcos_GOL_19_Abr_fundo;-41.993723;-22.96573;0
V5_Porcos_GOL_19_Abr_raso;-41.993723;-22.96573;0
V5_Porcos_TCM_19_Abr_fundo;-41.993723;-22.96573;0
BarraGales/130312_GoPro1_Video1_Turf02/;-35.192744;-9.032689;0
BarraGales/130312_GoPro1_Video2_Turf03/;-35.192744;-9.032689;0
BarraGales/130312_GoPro1_Video3_Turf100/;-35.192744;-9.032689;0
BarraGales/130312_GoPro1_Video4/;-35.192744;-9.032689;0
BarraGales/130312_GoPro1_Video5/;-35.192744;-9.032689;1
BarraGales/130312_GoPro1_Video6/;-35.192744;-9.032689;0
BarraGales/130312_GoPro1_Video7/;-35.192744;-9.032689;0
BarraGales/130312_GoPro1_Video8/;-35.192744;-9.032689;1
BarraGales/130312_GoPro2_Video1_Turf01/;-35.192744;-9.032689;0
BarraGales/130312_GoPro2_Video2_Turf05/;-35.192744;-9.032689;0
BarraGales/130312_GoPro2_Video3/;-35.192744;-9.032689;0
BarraGales/130312_GoPro2_Video4/;-35.192744;-9.032689;0
BarraGales/130312_GoPro2_Video5/;-35.192744;-9.032689;0
BarraGales/130312_GoPro2_Video6/;-35.192744;-9.032689;0
BarraGales/130312_GoPro2_Video7/;-35.192744;-9.032689;0
Gales/110312_GoPro1_Video1/;-35.191486;-9.024256;1
Gales/110312_GoPro1_Video2_Turf14/;-35.191486;-9.024256;0
Gales/110312_GoPro1_Video3_Turf06/;-35.191486;-9.024256;0
Gales/110312_GoPro1_Video4/;-35.191486;-9.024256;0
Gales/110312_GoPro1_Video5/;-35.191486;-9.024256;0
Gales/110312_GoPro1_Video6/;-35.191486;-9.024256;0
Gales/110312_GoPro2_Video1_Turf07_Agua/;-35.191486;-9.024256;0
Gales/110312_GoPro2_Video2/;-35.191486;-9.024256;0
Gales/110312_GoPro2_Video3/;-35.191486;-9.024256;0
Gales/110312_GoPro2_Video4_Turf10/;-35.191486;-9.024256;0
Gales/110312_GoPro2_Video5_Turf13/;-35.191486;-9.024256;0
Gales/110312_Thiago_Video1/;-35.191486;-9.024256;0
Gales/110312_Thiago_Video2/;-35.191486;-9.024256;0
Gales/110312_Thiago_Video3/;-35.191486;-9.024256;0
Gales/110312_Thiago_Video4/;-35.191486;-9.024256;0
Taocas/120312_GoPro1_Video1_Turf12_Agua/;-35.180628;-8.9985;0
Taocas/120312_GoPro1_Video2_Turf09/;-35.180628;-8.9985;0
Taocas/120312_GoPro1_Video3_Turf11/;-35.180628;-8.9985;0
Taocas/120312_GoPro1_Video4/;-35.180628;-8.9985;0
Taocas/120312_GoPro1_Video6/;-35.180628;-8.9985;0
Taocas/120312_GoPro1_Video7/;-35.180628;-8.9985;0
Taocas/120312_GoPro1_Video8/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video1_Turf15/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video2_Turf08/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video3/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video4/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video5/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video6/;-35.180628;-8.9985;0
Taocas/120312_GoPro2_Video7/;-35.180628;-8.9985;0
Taocas/120312_Thiago_Video1/;-35.180628;-8.9985;0
