"decimalLongitude","decimalLatitude","Siderastrea"
-64.5759963989,17.7869606018,"1"
-81.0202865601,24.6933670044,"1"
-67.0429992676,17.8875598907,"1"
-72.2257003784,21.8086338043,"1"
-82.805336,9.725000381,"1"
-78.7029800415,20.6355991364,"1"
-82.7827529907,21.451133728,"1"
-64.5805130005,17.7740001678,"1"
-66.9719467163,17.9266605377,"1"
-82.1138534546,9.23499965668,"1"
-78.8407516479,9.56458282471,"1"
-64.7231674194,18.31823349,"1"
-80.5483322144,24.9316692352,"1"
-64.6329727173,17.7965698242,"1"
-82.805336,9.725000381,"1"
-67.0804595947,17.937379837,"1"
-78.2008361816,20.5688323975,"1"
-66.9494171143,17.924659729,"1"
-82.03469849,9.260450363,"1"
-87.4375,19.8416671753,"1"
-64.6359710693,17.795129776,"1"
-77.6706771851,24.3431491852,"1"
-82.8053359985,9.72500038147,"1"
-96.1269454956,19.231388092,"1"
-64.6092071533,17.7835903168,"1"
-81.0202865601,24.6933670044,"1"
-80.0081176758,19.7091827393,"1"
-81.5879974365,24.5514507294,"1"
-87.9599990845,17.8899993896,"1"
-66.9853515625,17.894859314,"1"
-82.7336120605,26.2802791595,"1"
-82.2927703857,21.5486335754,"1"
-64.6288070679,17.7998409271,"1"
-67.0717468262,17.9563503265,"1"
-71.1681365967,21.3943004608,"1"
-78.59046936,9.474650383,"1"
-64.6136322021,17.789390564,"1"
-64.5907669067,17.780210495,"1"
-77.7786331177,24.74518013,"1"
-65.3354492188,18.3124656677,"1"
-80.1684341431,25.4641838074,"1"
-79.6458816528,21.4543170929,"1"
-80.9002761841,23.2880554199,"1"
-66.9580535889,17.9276599884,"1"
-81.8225174,9.107566833,"1"
-79.9496688843,21.6686496735,"1"
-64.6136932373,17.8038406372,"1"
-79.0300140381,20.8479995728,"1"
-88.0599975586,16.8099994659,"1"
-79.0952835083,20.8982162476,"1"
-64.5666885376,17.7963104248,"1"
-64.6066665649,17.7633304596,"1"
-63.2594985962,17.6281661987,"1"
-67.0173492432,17.9635105133,"1"
-81.1957702637,19.3533668518,"1"
-81.5879974365,24.5514507294,"1"
-84.5137176514,21.8094329834,"1"
-87.9599990845,17.8899993896,"1"
-64.7927780151,18.3209495544,"1"
-82.7029190063,21.4814167023,"1"
-77.9542160034,18.4565830231,"1"
-78.0125808716,18.4577827454,"1"
-64.5867080688,17.788980484,"1"
-64.5715103149,17.7640209198,"1"
-72.1166687012,21.8833332062,"1"
-64.7231674194,18.31823349,"1"
-64.6781997681,18.3425006866,"1"
-78.9026641846,9.54485034943,"1"
-88.1399993896,16.7600002289,"1"
-80.1684341431,25.4641838074,"1"
-63.2316665649,17.4868335724,"1"
-81.585899353,21.5856494904,"1"
-84.5137176514,21.8094329834,"1"
-77.9216690063,18.5058498383,"1"
-64.6547317505,17.7788391113,"1"
-64.6623306274,17.7761096954,"1"
-64.5808105469,17.7821598053,"1"
-82.1190185547,9.26725006104,"1"
-70.7834701538,20.9859828949,"1"
-67.0727462769,17.9274806976,"1"
-79.701385498,22.9150009155,"1"
-84.5182342529,21.7878341675,"1"
-82.8970489502,24.628660202,"1"
-78.0753479004,18.4590835571,"1"
-79.6458816528,21.4543170929,"1"
-71.5520858765,21.4671497345,"1"
-79.9749984741,21.691400528,"1"
-78.9626998901,9.49219989777,"1"
-64.6039505005,17.7857608795,"1"
-81.0779342651,19.3439006805,"1"
-82.06593323,9.272767067,"1"
-67.0929031372,17.932849884,"1"
-64.6179962158,17.7990703583,"1"
-39.078611,-16.897778,"1"
-67.1104736328,17.9377708435,"1"
-67.1173171997,17.9259204865,"1"
-64.5340194702,17.7757396698,"1"
-64.7646331787,18.3175506592,"1"
-64.6793899536,18.3424606323,"1"
-64.6225280762,17.8061103821,"1"
-88.0780029297,16.8129997253,"1"
-67.0216827393,17.8941192627,"1"
-64.7703704834,18.312210083,"1"
-81.3970184326,21.8850841522,"1"
-81.5701828003,22.0856666565,"1"
-87.9400024414,17.9200000763,"1"
-87.589515686,17.1875495911,"1"
-87.2482681274,18.6049995422,"1"
-79.2188644409,20.9701156616,"1"
-96.1269454956,19.231388092,"1"
-64.5705184937,17.7980098724,"1"
-64.5684280396,17.7907505035,"1"
-87.9400024414,17.9200000763,"1"
-96.1269454956,19.231388092,"1"
-80.0727996826,19.6568660736,"1"
-65.3268356323,18.2963829041,"1"
-78.96269989,9.492199898,"1"
-81.1462020874,19.291267395,"1"
-80.8599472046,24.7235507965,"1"
-67.0125808716,17.908700943,"1"
-77.6892166138,24.5263309479,"1"
-63.2280006409,17.6496658325,"1"
-87.8308334351,18.2286109924,"1"
-64.7021026611,18.3108005524,"1"
-63.2531661987,17.6433334351,"1"
-64.603767395,17.7923793793,"1"
-64.5884170532,17.775800705,"1"
-80.0966644287,25.5902671814,"1"
-80.16456604,25.3888664246,"1"
-82.805336,9.725000381,"1"
-78.1318817139,18.4641666412,"1"
-82.3745651245,21.5259494781,"1"
-66.9730529785,17.9082202911,"1"
-64.5823974609,17.7679290771,"1"
-71.1550140381,21.4582157135,"1"
-64.6137237549,17.7896194458,"1"
-66.9362182617,17.9301204681,"1"
-71.5991516113,21.3726501465,"1"
-62.9824981689,17.4640007019,"1"
-64.5910415649,17.7920398712,"1"
-64.7640838623,18.3141670227,"1"
-78.4653320312,20.5869674683,"1"
-72.4745483398,21.6456508636,"1"
-77.5951309204,18.4927005768,"1"
-66.9806671143,17.9292201996,"1"
-78.8844528198,9.58801651001,"1"
-78.9124832153,9.53880023956,"1"
-78.311630249,18.3802509308,"1"
-78.95388031,9.553233147,"1"
-64.7427520752,18.3157291412,"1"
-81.6370697021,21.5691833496,"1"
-79.0952835083,20.8982162476,"1"
-87.9739303589,16.5263824463,"1"
-78.71582031,9.49521637,"1"
-76.7086868286,18.2745342255,"1"
-71.4558029175,21.5460338593,"1"
-64.5565032959,17.7979393005,"1"
-81.5175857544,22.0958824158,"1"
-79.01875305,9.509349823,"1"
-64.6149673462,17.7889995575,"1"
-67.0682678223,17.9333496094,"1"
-79.1988677979,20.9659996033,"1"
-66.9730682373,17.9441204071,"1"
-64.5703735352,17.7851009369,"1"
-82.07558441,9.168549538,"1"
-64.6363372803,17.8106708527,"1"
-66.9537963867,17.9028491974,"1"
-87.4375,19.8416671753,"1"
-80.2122192383,23.1552772522,"1"
-64.9907302856,18.3178672791,"1"
-74.2200775146,11.2498779297,"1"
-64.5652618408,17.7719707489,"1"
-67.0173492432,17.9635105133,"1"
-88.1600036621,16.7700004578,"1"
-80.0696868896,19.6943492889,"1"
-64.6061935425,17.800989151,"1"
-77.6477966309,24.3011207581,"1"
-64.6355133057,17.7935199738,"1"
-81.4967193604,22.1162662506,"1"
-81.9675140381,21.5708007812,"1"
-82.03256989,9.247033119,"1"
-64.6412887573,17.7854003906,"1"
-64.6567230225,17.7772407532,"1"
-64.7634658813,18.3178825378,"1"
-62.984664917,17.4633331299,"1"
-67.0288696289,17.8896808624,"1"
-80.6165847778,24.9044837952,"1"
-81.5879974365,24.5514507294,"1"
-74.2200775146,11.2498779297,"1"
-82.2111129761,26.2952804565,"1"
-76.2873687744,18.0738334656,"1"
-78.2909469604,18.2191829681,"1"
-64.5425567627,17.7750492096,"1"
-67.0337295532,17.9165496826,"1"
-65.3268356323,18.2963829041,"1"
-38.6556663513,-17.968000412,"1"
-63.2150001526,17.6308326721,"1"
-64.6402816772,17.7935791016,"1"
-80.2896194458,25.1363162994,"1"
-80.0570144653,19.7009506226,"1"
-88.1699981689,16.7099990845,"1"
-78.9626998901,9.49219989777,"1"
-64.6273117065,17.7638492584,"1"
-87.5989303589,17.1384162903,"1"
-64.7629470825,18.3157672882,"1"
-78.9626998901,9.49219989777,"1"
-77.6477966309,24.3011207581,"1"
-67.032951355,17.9077301025,"1"
-64.5923995972,17.7846107483,"1"
-64.7646331787,18.3175506592,"1"
-80.2592010498,25.2358665466,"1"
-79.01875305,9.509349823,"1"
-78.9567642212,20.7984008789,"1"
-80.5483322144,24.9316692352,"1"
-78.7574996948,20.6850833893,"1"
-78.9567642212,20.7984008789,"1"
-65.3193969727,18.1571331024,"1"
-64.6311264038,17.8008098602,"1"
-64.6781082153,18.3329296112,"1"
-64.6188201904,17.7618503571,"1"
-67.0848770142,17.9422492981,"1"
-81.5066146851,22.0360164642,"1"
-64.6914978027,17.7686328888,"1"
-64.6130065918,17.7686805725,"1"
-78.9026641846,9.54485034943,"1"
-80.6165847778,24.9044837952,"1"
-64.6887207031,18.34126091,"1"
-87.9389801025,17.3858337402,"1"
-67.0244064331,17.9041404724,"1"
-77.3703308105,23.6766662598,"1"
-71.5177001953,21.4832668304,"1"
-64.6359863281,17.793920517,"1"
-80.3481521606,25.0349674225,"1"
-64.5948867798,17.7777900696,"1"
-96.1269454956,19.231388092,"1"
-80.7284164429,24.8375339508,"1"
-81.4776535034,22.1539993286,"1"
-71.1092147827,21.5370006561,"1"
-64.7592697144,18.3538398743,"1"
-64.6258392334,17.7939891815,"1"
-77.6969680786,24.5064296722,"1"
-96.0683364868,19.197221756,"1"
-87.756111145,18.4986114502,"1"
-64.606590271,17.7645893097,"1"
-65.3354492188,18.3124656677,"1"
-67.0359725952,17.9702205658,"1"
-64.6278305054,17.784860611,"1"
-87.8316650391,18.219165802,"1"
-64.6547622681,17.7788791656,"1"
-79.0006027222,20.840215683,"1"
-81.3970184326,21.8850841522,"1"
-80.1491470337,25.4849834442,"1"
-64.6996994019,18.3355293274,"1"
-80.2592010498,25.2358665466,"1"
-81.8751831055,24.4528675079,"1"
-80.1491470337,25.4849834442,"1"
-76.9495010376,26.0598335266,"1"
-79.1988677979,20.9659996033,"1"
-64.7629470825,18.3157672882,"1"
-76.7086868286,18.2745342255,"1"
-63.2584991455,17.6163330078,"1"
-79.6458816528,21.4543170929,"1"
-67.0384368896,17.9396591187,"1"
-88.0599975586,16.8099994659,"1"
-82.7786331177,21.448633194,"1"
-87.9800338745,16.52866745,"1"
-79.6458816528,21.4543170929,"1"
-81.0747299194,19.3176326752,"1"
-64.6120910645,17.789560318,"1"
-77.6478805542,24.3012199402,"1"
-80.1491470337,25.4849834442,"1"
-84.4898300171,21.8343162537,"1"
-64.6675186157,17.7742099762,"1"
-80.0962905884,26.1015796661,"1"
-64.7690582275,18.3143005371,"1"
-78.90266418,9.544850349,"1"
-82.8050003052,9.73833370209,"1"
-64.5762634277,17.7779693604,"1"
-78.2008361816,20.5688323975,"1"
-64.6914978027,17.7686328888,"1"
-80.126663208,23.1013889313,"1"
-80.3670196533,25.0189838409,"1"
-66.9577636719,17.9093894958,"1"
-64.6717987061,18.3519001007,"1"
-64.6974716187,18.3339004517,"1"
-66.9351119995,17.9000205994,"1"
-78.84075165,9.564582825,"1"
-77.6706771851,24.3431491852,"1"
-79.03623199,9.503700256,"1"
-82.1190185547,9.26725006104,"1"
-81.8874130249,24.4756832123,"1"
-80.7284164429,24.8375339508,"1"
-64.6578369141,17.70952034,"1"
-64.9859466553,18.344499588,"1"
-82.8694381714,25.2877807617,"1"
-76.9831695557,26.6033325195,"1"
-64.7555007935,17.7871170044,"1"
-80.1121368408,19.661699295,"1"
-81.4166870117,21.9042835236,"1"
-67.0831222534,17.9439907074,"1"
-77.6477966309,24.3011207581,"1"
-64.5727462769,17.7895107269,"1"
-77.6820678711,24.5402202606,"1"
-62.9850006104,17.4643325806,"1"
-81.5175857544,22.0958824158,"1"
-81.2844314575,21.8535995483,"1"
-78.81625366,9.482766151,"1"
-64.7701034546,18.3551807404,"1"
-64.62525177,17.7922096252,"1"
-77.6892166138,24.5263309479,"1"
-64.5798873901,17.7897796631,"1"
-79.9995193481,21.7142162323,"1"
-64.5642166138,17.7483291626,"1"
-77.9189300537,18.5059165955,"1"
-64.5940093994,17.7629508972,"1"
-78.8855514526,9.5436000824,"1"
-82.8050003052,9.73833370209,"1"
-81.7023162842,24.4993839264,"1"
-80.1684341431,25.4641838074,"1"
-79.0952835083,20.8982162476,"1"
-83.1959838867,21.6140842438,"1"
-81.393081665,24.5645999908,"1"
-64.6093902588,17.7870998383,"1"
-81.1957702637,19.3533668518,"1"
-77.6706771851,24.3431491852,"1"
-66.9725189209,17.9185504913,"1"
-64.5732192993,17.777639389,"1"
-82.9055633545,24.6888809204,"1"
-77.5951309204,18.4927005768,"1"
-87.9400024414,17.9200000763,"1"
-88.1699981689,16.7099990845,"1"
-66.2632827759,17.9229507446,"1"
-78.8407516479,9.56458282471,"1"
-65.3354492188,18.3124656677,"1"
-66.9388885498,17.9055900574,"1"
-71.1681365967,21.3943004608,"1"
-87.6050033569,17.2259674072,"1"
-78.7574996948,20.6850833893,"1"
-81.0202865601,24.6933670044,"1"
-67.0056610107,17.90666008,"1"
-79.01875305,9.509349823,"1"
-67.0070495605,17.8872699738,"1"
-81.4967193604,22.1162662506,"1"
-64.7598876953,18.3602409363,"1"
-64.5771331787,17.7872200012,"1"
-81.1113128662,24.6255836487,"1"
-64.5808868408,17.7763900757,"1"
-65.3193969727,18.1571331024,"1"
