"decimalLongitude","decimalLatitude","Siderastrea"
-82.1138534546,9.23499965668,"1"
-64.582862854,17.7966709137,"1"
-80.5014190674,24.9498996735,"1"
-65.3354492188,18.3124656677,"1"
-78.0858306885,25.3131656647,"1"
-76.9495010376,26.0598335266,"1"
-81.4283828735,21.9162826538,"1"
-67.0093765259,17.8907909393,"1"
-66.9846572876,17.9085407257,"1"
-78.1828308105,20.6035003662,"1"
-80.0260314941,19.6771335602,"1"
-72.143951416,21.3880825043,"1"
-77.6477966309,24.3011207581,"1"
-87.9400024414,17.9200000763,"1"
-64.6157531738,17.7987194061,"1"
-38.6533317566,-17.955165863,"1"
-64.6673965454,17.7739391327,"1"
-79.5673141479,21.2189502716,"1"
-72.2257003784,21.8086338043,"1"
-64.6587677002,18.3344802856,"1"
-64.6302337646,17.8004302979,"1"
-63.2316665649,17.4868335724,"1"
-67.0688934326,17.9347801208,"1"
-64.7629470825,18.3157672882,"1"
-64.5754470825,17.7744293213,"1"
-87.9599990845,17.8899993896,"1"
-64.6310272217,17.8053207397,"1"
-64.7786331177,18.3589000702,"1"
-64.5785675049,17.7595405579,"1"
-66.96534729,17.9019699097,"1"
-64.3207702637,18.7493495941,"1"
-77.3866500854,23.947599411,"1"
-96.1269454956,19.231388092,"1"
-78.7158203125,9.49521636963,"1"
-64.6385803223,17.8015193939,"1"
-64.5903625488,17.7925605774,"1"
-87.589515686,17.1875495911,"1"
-64.6406173706,17.7677402496,"1"
-71.4558029175,21.5460338593,"1"
-82.9497833252,24.6304302216,"1"
-63.2584991455,17.6163330078,"1"
-82.443649292,21.5414657593,"1"
-83.0346984863,12.1885700226,"1"
-78.9567642212,20.7984008789,"1"
-78.84075165,9.564582825,"1"
-63.2594985962,17.6248340607,"1"
-65.3354492188,18.3124656677,"1"
-78.9567642212,20.7984008789,"1"
-64.6615829468,17.70911026,"1"
-80.16456604,25.3888664246,"1"
-77.6477966309,24.3011207581,"1"
-80.1684341431,25.4641838074,"1"
-81.5879974365,24.5514507294,"1"
-78.2909469604,18.2191829681,"1"
-96.1269454956,19.231388092,"1"
-64.6344909668,17.7947101593,"1"
-64.3375015259,18.5083332062,"1"
-82.2927703857,21.5486335754,"1"
-84.5182342529,21.7878341675,"1"
-62.9916648865,17.468000412,"1"
-71.5991516113,21.3726501465,"1"
-69.1650009155,12.3185825348,"1"
-87.9400024414,17.9400005341,"1"
-66.9375610352,17.9174194336,"1"
-78.0364990234,9.51650047302,"1"
-78.8162536621,9.48276615143,"1"
-81.4776535034,22.1539993286,"1"
-77.9345474243,18.4946842194,"1"
-64.689201355,18.3369998932,"1"
-63.2249984741,17.6149997711,"1"
-79.7236022949,19.7471828461,"1"
-65.5330200195,18.3421497345,"1"
-88.1600036621,16.7700004578,"1"
-81.1113128662,24.6255836487,"1"
-87.9400024414,17.9200000763,"1"
-78.7029800415,20.6355991364,"1"
-67.0780410767,17.9064006805,"1"
-71.5104827881,21.4845333099,"1"
-64.7772979736,18.3119297028,"1"
-67.0002975464,17.8915195465,"1"
-63.2594985962,17.6248340607,"1"
-64.663772583,17.708530426,"1"
-78.87049866,9.574983597,"1"
-66.9593963623,17.9076194763,"1"
-79.0952835083,20.8982162476,"1"
-80.0570144653,19.7009506226,"1"
-78.9026641846,9.54485034943,"1"
-66.9781570435,17.9123802185,"1"
-79.8940811157,19.6878509521,"1"
-80.0783309937,19.6849327087,"1"
-82.9693984985,12.2954597473,"1"
-81.6735153198,21.5734004974,"1"
-87.9599990845,17.8899993896,"1"
-67.0870132446,17.9020309448,"1"
-87.5943527222,17.1567840576,"1"
-81.393081665,24.5645999908,"1"
-81.7145843506,24.4800167084,"1"
-77.6005554199,22.0263881683,"1"
-64.5922927856,17.7737998962,"1"
-77.6933288574,24.5958309174,"1"
-87.8333282471,18.2333335876,"1"
-67.037071228,17.921169281,"1"
-64.6239089966,17.7917098999,"1"
-71.2231369019,21.3033504486,"1"
-67.0973587036,17.9383506775,"1"
-78.2008361816,20.5688323975,"1"
-67.0810012817,17.9007892609,"1"
-79.0362319946,9.50370025635,"1"
-81.0779342651,19.3439006805,"1"
-81.3602828979,19.3975658417,"1"
-64.9907302856,18.3178672791,"1"
-81.2466812134,19.3586330414,"1"
-66.2177963257,17.9153995514,"1"
-82.0346984863,9.26045036316,"1"
-69.1616973877,12.3603334427,"1"
-66.9371871948,17.9301204681,"1"
-87.5927200317,17.1718673706,"1"
-82.1027832,9.286999702,"1"
-64.5778808594,17.7144508362,"1"
-81.2495651245,21.8379325867,"1"
-81.8874130249,24.4756832123,"1"
-62.9916648865,17.468000412,"1"
-81.4776535034,22.1539993286,"1"
-69.1616973877,12.3603334427,"1"
-65.2322845459,18.3150005341,"1"
-77.36353302,8.659377098,"1"
-81.5879974365,24.5514507294,"1"
-96.1269454956,19.231388092,"1"
-64.6001281738,17.7628192902,"1"
-64.5823974609,17.7679290771,"1"
-64.6663665771,17.7791099548,"1"
-64.7640838623,18.3141670227,"1"
-78.88445282,9.58801651,"1"
-87.9400024414,17.9200000763,"1"
-64.6675186157,17.7742099762,"1"
-72.1166687012,21.8833332062,"1"
-80.0962905884,26.1015796661,"1"
-77.6478805542,24.3012199402,"1"
-82.805336,9.725000381,"1"
-87.4375,19.8416671753,"1"
-77.4083328247,33.5366706848,"1"
-78.2008361816,20.5688323975,"1"
-64.625869751,17.7940006256,"1"
-39.051111,-16.882778,"1"
-80.2189025879,25.2088832855,"1"
-64.606918335,17.7642803192,"1"
-82.7687149048,21.4518508911,"1"
-81.8874130249,24.4756832123,"1"
-66.9745635986,17.9101791382,"1"
-64.5898132324,17.7930603027,"1"
-77.9638671875,25.1026000977,"1"
-79.4222869873,21.0644664764,"1"
-39.085,-16.886389,"1"
-64.6049194336,17.7971992493,"1"
-77.3628006,8.655817032,"1"
-64.661239624,18.3555393219,"1"
-82.80500031,9.738333702,"1"
-83.1959838867,21.6140842438,"1"
-78.2510986328,18.4258995056,"1"
-80.1024932861,26.012550354,"1"
-78.96269989,9.492199898,"1"
-64.6179199219,17.78358078,"1"
-79.0362319946,9.50370025635,"1"
-79.9496688843,21.6686496735,"1"
-87.9499969482,17.9200000763,"1"
-64.566116333,17.7594108582,"1"
-69.1650009155,12.3185825348,"1"
-64.5949935913,17.7950592041,"1"
-83.1736831665,21.5914669037,"1"
-64.6028823853,17.8029994965,"1"
-79.4105148315,21.0673160553,"1"
-78.0125808716,18.4577827454,"1"
-82.4307861328,21.5442829132,"1"
-79.7409515381,19.7581825256,"1"
-67.007850647,17.9084300995,"1"
-77.6820678711,24.5402202606,"1"
-71.5104827881,21.4845333099,"1"
-64.7842636108,18.3129196167,"1"
-77.0054855347,18.4150657654,"1"
-66.9854888916,17.8939609528,"1"
-78.8844528198,9.58801651001,"1"
-81.5879974365,24.5514507294,"1"
-64.5883712769,17.7849903107,"1"
-80.1684341431,25.4641838074,"1"
-77.6477966309,24.3011207581,"1"
-67.0444030762,17.904340744,"1"
-80.16456604,25.3888664246,"1"
-66.9351119995,17.9000205994,"1"
-82.7786331177,21.448633194,"1"
-66.936706543,17.9058208466,"1"
-79.5850296021,21.2994327545,"1"
-39.126944,-17.003889,"1"
-72.4701843262,21.6648330688,"1"
-67.0737609863,17.9334106445,"1"
-81.5886001587,21.579782486,"1"
-64.9271697998,18.3286323547,"1"
-80.6376647949,24.835515976,"1"
-81.393081665,24.5645999908,"1"
-82.7713317871,24.6954898834,"1"
-87.9400024414,17.9200000763,"1"
-77.0384979248,26.6371498108,"1"
-79.4677352905,21.075750351,"1"
-67.1044998169,17.9302902222,"1"
-96.1269454956,19.231388092,"1"
-78.7520141602,20.6728000641,"1"
-79.2900009155,21.0898170471,"1"
-82.7713317871,24.6954898834,"1"
-63.2280006409,17.6496658325,"1"
-64.650138855,17.7761096954,"1"
-64.7727813721,18.3640804291,"1"
-81.9675140381,21.5708007812,"1"
-81.5596466064,24.5138664246,"1"
-64.7229003906,18.3119602203,"1"
-82.8058319092,9.75,"1"
-81.3910522461,19.2861995697,"1"
-77.3212661743,18.4701328278,"1"
-81.0202865601,24.6933670044,"1"
-87.3093490601,20.3922290802,"1"
-79.9995193481,21.7142162323,"1"
-67.0712890625,17.9220199585,"1"
-74.5400009155,24.0400009155,"1"
-81.4166870117,21.9042835236,"1"
-64.5876617432,17.7804107666,"1"
-64.5654907227,17.7684803009,"1"
-81.5879974365,24.5514507294,"1"
-88.1399993896,16.7600002289,"1"
-71.1550140381,21.4582157135,"1"
-72.143951416,21.3880825043,"1"
-67.1039886475,17.9284496307,"1"
-64.6034164429,17.7880306244,"1"
-76.3745346069,18.1723995209,"1"
-96.1269454956,19.231388092,"1"
-78.25,20.6105003357,"1"
-79.9749984741,21.691400528,"1"
-77.6477966309,24.3011207581,"1"
-77.3212661743,18.4701328278,"1"
-67.0899124146,17.9029102325,"1"
-88.0599975586,16.8099994659,"1"
-64.6032104492,17.7964801788,"1"
-80.1064987183,19.6663837433,"1"
-77.9709472656,18.4534492493,"1"
-67.015953064,17.8963108063,"1"
-87.5943527222,17.1567840576,"1"
-81.0779342651,19.3439006805,"1"
-88.1699981689,16.7099990845,"1"
-80.1019897461,26.0085506439,"1"
-67.0326919556,17.925699234,"1"
-64.7634658813,18.3178825378,"1"
-79.0362319946,9.50370025635,"1"
-80.7284164429,24.8375339508,"1"
-62.986000061,17.4648342133,"1"
-78.3111190796,18.377450943,"1"
-64.6145095825,17.7897491455,"1"
-67.0586166382,17.9184093475,"1"
-77.6892166138,24.5263309479,"1"
-64.6147232056,17.8027000427,"1"
-67.1053695679,17.9316806793,"1"
-87.528213501,17.2505836487,"1"
-64.5758209229,17.7847499847,"1"
-80.9644317627,24.6855831146,"1"
-79.2900009155,21.0898170471,"1"
-81.4835968018,22.1089839935,"1"
-69.1582794189,12.3753614426,"1"
-96.1269454956,19.231388092,"1"
-77.6706771851,24.3431491852,"1"
-72.143951416,21.3880825043,"1"
-81.6370697021,21.5691833496,"1"
-88.0599975586,16.8099994659,"1"
-64.7231674194,18.31823349,"1"
-67.0626831055,17.9022006989,"1"
-64.6176528931,17.7899608612,"1"
-64.9516143799,18.3296833038,"1"
-64.580947876,17.7884197235,"1"
-77.6820678711,24.5402202606,"1"
-81.4967193604,22.1162662506,"1"
-64.6127166748,17.7888298035,"1"
-81.5175857544,22.0958824158,"1"
-64.7948226929,18.3549003601,"1"
-78.9026641846,9.54485034943,"1"
-74.5299987793,24.0100002289,"1"
-66.9891204834,17.8931102753,"1"
-82.8970489502,24.628660202,"1"
-77.4166717529,33.5349998474,"1"
-80.2122192383,23.1552772522,"1"
-64.6024169922,17.7972507477,"1"
-82.805336,9.725000381,"1"
-67.085899353,17.9013500214,"1"
-87.623336792,18.9022216797,"1"
-64.5849304199,17.7787799835,"1"
-82.9517822266,24.6091308594,"1"
-80.3638000488,25.0353660583,"1"
-64.5845031738,17.7883300781,"1"
-66.8835296631,17.9162406921,"1"
-69.1582794189,12.3753614426,"1"
-81.5701828003,22.0856666565,"1"
-78.7520141602,20.6728000641,"1"
-81.4967193604,22.1162662506,"1"
-79.2188644409,20.9701156616,"1"
-66.9908370972,17.9090499878,"1"
-79.0006027222,20.840215683,"1"
-87.5943527222,17.1567840576,"1"
-81.7023162842,24.4993839264,"1"
-82.0755844116,9.16854953766,"1"
-81.393081665,24.5645999908,"1"
-79.6458816528,21.4543170929,"1"
-81.5879974365,24.5514507294,"1"
-83.1959838867,21.6140842438,"1"
-87.6097488403,17.218334198,"1"
-81.4166870117,21.9042835236,"1"
-64.6710662842,18.3522491455,"1"
-80.2592010498,25.2358665466,"1"
-67.0316162109,17.9109592438,"1"
-72.143951416,21.3880825043,"1"
-82.7029190063,21.4814167023,"1"
-64.7629470825,18.3157672882,"1"
-78.6576843262,20.6441669464,"1"
-80.0962905884,26.1015796661,"1"
-72.4745483398,21.6456508636,"1"
-81.4756317139,21.9878673553,"1"
-76.9768295288,26.3575000763,"1"
-77.4263687134,23.7909202576,"1"
-78.88445282,9.58801651,"1"
-62.986000061,17.4648342133,"1"
-67.0422286987,17.9141407013,"1"
-79.0362319946,9.50370025635,"1"
-62.9850006104,17.4643325806,"1"
-66.254119873,17.9178600311,"1"
-78.7574996948,20.6850833893,"1"
-87.9499969482,17.9200000763,"1"
-79.4105148315,21.0673160553,"1"
-88.0800018311,16.7800006866,"1"
-67.1005935669,17.9181499481,"1"
-67.0404891968,17.9130592346,"1"
-68.3528366089,12.2183332443,"1"
-81.0765991211,19.333366394,"1"
-64.7755508423,18.3632297516,"1"
-64.5762405396,17.7650299072,"1"
-64.5756072998,17.7974205017,"1"
-81.393081665,24.5645999908,"1"
-64.6703872681,17.7764492035,"1"
-67.0025405884,17.9431705475,"1"
-66.9705581665,17.8984508514,"1"
-67.0988311768,17.9301605225,"1"
-64.6091766357,17.7874794006,"1"
-87.3093490601,20.3922290802,"1"
-79.0006027222,20.840215683,"1"
-80.3638000488,25.0353660583,"1"
-82.11385345,9.234999657,"1"
-80.4135971069,25.0132827759,"1"
-79.5850296021,21.2994327545,"1"
-64.5757369995,17.7887706757,"1"
-62.9878349304,17.4643325806,"1"
-79.6458816528,21.4543170929,"1"
-77.3866500854,23.947599411,"1"
-77.6005554199,22.0263881683,"1"
-71.1535186768,21.4792327881,"1"
-82.3137130737,21.5591506958,"1"
-67.0710372925,17.8995704651,"1"
-78.7029800415,20.6355991364,"1"
-78.88555145,9.543600082,"1"
-81.2915496826,19.3803005219,"1"
-80.0260314941,19.6771335602,"1"
-76.18586731,9.379616737,"1"
-78.1828308105,20.6035003662,"1"
-66.9392929077,17.9245204926,"1"
-78.8728866577,9.56938362122,"1"
-64.6651535034,18.3467407227,"1"
-72.143951416,21.3880825043,"1"
-65.5704193115,18.3546657562,"1"
-83.0335006714,12.0301198959,"1"
-80.0570144653,19.7009506226,"1"
-76.9779968262,26.3535003662,"1"
-77.3883972168,18.4678668976,"1"
-64.6012268066,17.7926902771,"1"
-65.2284851074,18.2990665436,"1"
-80.1684341431,25.4641838074,"1"
-63.2594985962,17.6281661987,"1"
-64.6101226807,17.7918300629,"1"
-64.5857772827,17.7987804413,"1"
-64.6191101074,17.7986793518,"1"
-79.7549972534,22.9491672516,"1"
-83.6299972534,25.2800006866,"1"
-64.6156463623,17.7924499512,"1"
-87.5989303589,17.1384162903,"1"
-81.1957702637,19.3533668518,"1"
-81.5879974365,24.5514507294,"1"
-80.1684341431,25.4641838074,"1"
-64.6310272217,17.8053207397,"1"
-76.9768295288,26.3575000763,"1"
-78.87998199,9.583999634,"1"
-80.7284164429,24.8375339508,"1"
-87.9400024414,17.9400005341,"1"
-83.1736831665,21.5914669037,"1"
-64.5650863647,17.7594604492,"1"
-82.443649292,21.5414657593,"1"
-64.6651000977,17.7707691193,"1"
-78.8704986572,9.5749835968,"1"
-64.565612793,17.7577095032,"1"
-63.2994155884,17.5649166107,"1"
-78.9567642212,20.7984008789,"1"
-80.0962905884,26.1015796661,"1"
-78.96269989,9.492199898,"1"
-80.1684341431,25.4641838074,"1"
-78.6576843262,20.6441669464,"1"
-39.018333,-18.011111,"1"
-71.4558029175,21.5460338593,"1"
-63.232334137,17.4878330231,"1"
-79.2188644409,20.9701156616,"1"
-82.805336,9.725000381,"1"
-76.9495010376,26.0598335266,"1"
-80.2574996948,25.168050766,"1"
-78.4653320312,20.5869674683,"1"
-64.5770797729,17.7609195709,"1"
-77.0393295288,26.6399993896,"1"
-64.7629470825,18.3157672882,"1"
-82.3302154541,21.5487995148,"1"
-82.08000183,9.194166183,"1"
-64.6245117188,17.7800197601,"1"
-81.2466812134,19.3586330414,"1"
-87.756111145,18.4986114502,"1"
-64.5827636719,17.777179718,"1"
-78.9567642212,20.7984008789,"1"
-81.0202865601,24.6933670044,"1"
-81.2915496826,19.3803005219,"1"
-88.1600036621,16.7700004578,"1"
-77.1182022095,18.4193172455,"1"
-64.6028823853,17.8029994965,"1"
-67.0258865356,17.9236698151,"1"
-81.3910980225,24.6165504456,"1"
-77.0393295288,26.6399993896,"1"
-72.143951416,21.3880825043,"1"
-66.9552688599,17.9074897766,"1"
-64.6161880493,17.7839298248,"1"
-71.1339492798,21.5189838409,"1"
-81.1936035156,24.6051673889,"1"
-76.3745346069,18.1723995209,"1"
-64.7439193726,18.3735599518,"1"
-80.092918396,19.6781673431,"1"
-67.0931472778,17.9404697418,"1"
-71.1535186768,21.4792327881,"1"
-79.4105148315,21.0673160553,"1"
-87.4516677856,19.9666671753,"1"
-72.2242660522,21.489282608,"1"
-82.3171463013,21.5627841949,"1"
-79.0952835083,20.8982162476,"1"
-66.9925079346,17.9139099121,"1"
-83.1736831665,21.5914669037,"1"
-79.01875305,9.509349823,"1"
-82.702796936,21.4773330688,"1"
-64.6341934204,17.7894096375,"1"
-77.9709472656,18.4534492493,"1"
-64.5704803467,17.7628803253,"1"
-82.3137130737,21.5591506958,"1"
-81.2977828979,21.6118507385,"1"
-64.6663665771,17.7791099548,"1"
-64.5789871216,17.7843208313,"1"
-67.0620880127,17.9208908081,"1"
-64.6259231567,17.7922496796,"1"
-82.8058319092,9.75,"1"
-64.5845565796,17.7859992981,"1"
-82.9744033813,12.2983703613,"1"
-81.2915496826,19.3803005219,"1"
-82.4216995239,21.5388336182,"1"
-78.87998199,9.583999634,"1"
-64.6260528564,17.7910404205,"1"
-96.1269454956,19.231388092,"1"
-78.8651809692,9.56088352203,"1"
-64.5836486816,17.7633991241,"1"
-81.5466842651,22.1014671326,"1"
-79.1187667847,20.9097824097,"1"
-64.5910263062,17.7949104309,"1"
-82.80583191,9.75,"1"
-66.9767837524,17.8952198029,"1"
-76.9768295288,26.3575000763,"1"
-64.5966873169,17.7715702057,"1"
-64.6253890991,17.8012504578,"1"
-78.9063796997,9.54524993896,"1"
-81.393081665,24.5645999908,"1"
-82.7953567505,24.7262897491,"1"
-63.2150001526,17.6308326721,"1"
-78.7029800415,20.6355991364,"1"
-79.1187667847,20.9097824097,"1"
-82.9693984985,12.2954597473,"1"
-81.1936035156,24.6051673889,"1"
-67.0023193359,17.89702034,"1"
-64.5781021118,17.7737102509,"1"
-63.0600013733,17.9956665039,"1"
-64.6136932373,17.8038406372,"1"
-64.6476135254,17.7821407318,"1"
-67.0861282349,17.9035491943,"1"
-78.9626998901,9.49219989777,"1"
-64.5735321045,17.7848701477,"1"
-64.7649002075,18.31731987,"1"
-81.4283828735,21.9162826538,"1"
-67.0820999146,17.9124393463,"1"
-64.6281433105,17.7921104431,"1"
-64.5810928345,17.7835407257,"1"
-79.974319458,19.6937999725,"1"
-88.0800018311,16.7800006866,"1"
-71.5177001953,21.4832668304,"1"
-79.5673141479,21.2189502716,"1"
-82.8053359985,9.72500038147,"1"
-65.3354492188,18.3124656677,"1"
-64.6056289673,17.7885398865,"1"
-64.9271697998,18.3286323547,"1"
-87.9599990845,17.8899993896,"1"
-87.4375,19.8416671753,"1"
-71.1339492798,21.5189838409,"1"
-67.0820999146,17.9124393463,"1"
-87.4375,19.8416671753,"1"
-64.6326828003,17.8106899261,"1"
-64.6111984253,17.782459259,"1"
-72.4745483398,21.6456508636,"1"
-78.1272201538,22.4825000763,"1"
-78.4653320312,20.5869674683,"1"
-77.6477966309,24.3011207581,"1"
-88.1399993896,16.7600002289,"1"
-66.3108215332,17.9253292084,"1"
-87.9400024414,17.9400005341,"1"
-81.4165344238,19.385433197,"1"
-81.1357498169,19.3576660156,"1"
-77.0393295288,26.6399993896,"1"
-64.6302566528,17.7678508759,"1"
-67.0632400513,17.9607601166,"1"
-76.9589996338,26.5774993896,"1"
-69.1650009155,12.3185825348,"1"
-64.5704421997,17.7896194458,"1"
-77.2747344971,18.4727668762,"1"
-81.393081665,24.5645999908,"1"
-78.3666152954,18.2886829376,"1"
-64.5810089111,17.7896709442,"1"
-78.87049866,9.574983597,"1"
-79.1988677979,20.9659996033,"1"
-64.6120223999,17.8045406342,"1"
-78.87049866,9.574983597,"1"
-81.6735153198,21.5734004974,"1"
-78.4653320312,20.5869674683,"1"
-81.5879974365,24.5514507294,"1"
-78.81625366,9.482766151,"1"
-67.1175384521,17.9375305176,"1"
-75.82961273,9.696277618,"1"
-78.88126373,9.562049866,"1"
-77.6462020874,24.2916698456,"1"
-82.0800018311,9.19416618347,"1"
-64.7141799927,18.307800293,"1"
-67.120010376,17.9155197144,"1"
-64.6293487549,17.7872695923,"1"
-80.8599472046,24.7235507965,"1"
-62.9824981689,17.4640007019,"1"
-77.7786331177,24.74518013,"1"
-88.1600036621,16.7700004578,"1"
-61.3491325378,12.6334667206,"1"
-83.1959838867,21.6140842438,"1"
-64.6123809814,17.7668495178,"1"
-82.1016693115,25.7638893127,"1"
-38.924722,-17.819167,"1"
-64.5666427612,17.7836399078,"1"
-64.6195526123,17.7847099304,"1"
-81.1957702637,19.3533668518,"1"
-64.6164169312,17.7895793915,"1"
-77.2747344971,18.4727668762,"1"
-70.7834701538,20.9859828949,"1"
-64.6657104492,17.779920578,"1"
-76.2873687744,18.0738334656,"1"
-78.94626617,9.551016808,"1"
-79.4105148315,21.0673160553,"1"
-87.9599990845,17.8899993896,"1"
-80.0783309937,19.6849327087,"1"
-64.6094894409,17.7878704071,"1"
-63.2594985962,17.6248340607,"1"
-81.1957702637,19.3533668518,"1"
-78.87288666,9.569383621,"1"
-80.0898208618,26.1514701843,"1"
-67.0682601929,17.9257392883,"1"
-78.6751022339,9.59466648102,"1"
-64.697303772,18.317199707,"1"
-79.9995193481,21.7142162323,"1"
-87.9599990845,17.8899993896,"1"
-64.6277770996,17.7992095947,"1"
-78.96269989,9.492199898,"1"
-79.701385498,22.9150009155,"1"
-80.6165847778,24.9044837952,"1"
-64.5805511475,17.768819809,"1"
-78.7029800415,20.6355991364,"1"
-87.2482681274,18.6049995422,"1"
-78.7520141602,20.6728000641,"1"
-79.0362319946,9.50370025635,"1"
-82.0755844116,9.16854953766,"1"
-83.1959838867,21.6140842438,"1"
-87.9400024414,17.9200000763,"1"
-79.5850296021,21.2994327545,"1"
-82.11385345,9.234999657,"1"
-79.5863876343,22.8369445801,"1"
-64.5710296631,17.7863502502,"1"
-81.5886001587,21.579782486,"1"
-64.6168212891,17.7961196899,"1"
-78.59046936,9.474650383,"1"
-79.2188644409,20.9701156616,"1"
-88.0599975586,16.8099994659,"1"
-87.9400024414,17.9200000763,"1"
-81.1053009033,19.2927494049,"1"
-81.5006027222,22.1468830109,"1"
-64.6092071533,17.8020401001,"1"
-67.0679626465,17.8961105347,"1"
-64.616859436,17.8017101288,"1"
-79.5850296021,21.2994327545,"1"
-78.5966339111,20.626832962,"1"
-64.5683822632,17.7950401306,"1"
-63.0079994202,18.0106658936,"1"
-77.4183273315,33.5366706848,"1"
-78.7574996948,20.6850833893,"1"
-79.0952835083,20.8982162476,"1"
-64.7744979858,18.3638191223,"1"
-64.5773162842,17.7425498962,"1"
-82.443649292,21.5414657593,"1"
-77.6892166138,24.5263309479,"1"
-82.1138534546,9.23499965668,"1"
-77.3809967041,23.7096691132,"1"
-64.5833969116,17.7855701447,"1"
-77.6478805542,24.3012199402,"1"
-81.1949462891,21.8087329865,"1"
-64.5823516846,18.4746170044,"1"
-63.2150001526,17.6308326721,"1"
-64.6914978027,17.7686328888,"1"
-67.0378494263,17.9268608093,"1"
-96.1269454956,19.231388092,"1"
-82.2102813721,26.2977790833,"1"
-67.0223236084,17.8883895874,"1"
-82.7277832031,26.2830600739,"1"
-65.5330200195,18.3421497345,"1"
-64.609161377,17.787530899,"1"
-80.1684341431,25.4641838074,"1"
-66.9672012329,17.9446601868,"1"
-78.9777832,9.546382904,"1"
-78.8162536621,9.48276615143,"1"
-66.9903106689,17.8982791901,"1"
-65.2322845459,18.3150005341,"1"
-82.8053359985,9.72500038147,"1"
-82.2927703857,21.5486335754,"1"
-77.2747344971,18.4727668762,"1"
-78.8799819946,9.58399963379,"1"
-64.5660629272,17.7917995453,"1"
-64.6067810059,17.7979106903,"1"
-82.8053359985,9.72500038147,"1"
-63.2594985962,17.6281661987,"1"
-66.9690628052,17.903459549,"1"
-78.8844528198,9.58801651001,"1"
-64.6474227905,17.7773799896,"1"
-80.6165847778,24.9044837952,"1"
-64.5852127075,17.7815208435,"1"
-75.78515625,10.1642932892,"1"
-62.986000061,17.4648342133,"1"
-78.96269989,9.492199898,"1"
-64.6624984741,18.3537998199,"1"
-64.6321182251,17.7686004639,"1"
-77.0054855347,18.4150657654,"1"
-79.0362319946,9.50370025635,"1"
-64.7737426758,18.364730835,"1"
-64.6191177368,17.7908592224,"1"
-64.6294403076,17.7651901245,"1"
-78.88218689,9.559533119,"1"
-64.6223068237,17.7937602997,"1"
-79.4105148315,21.0673160553,"1"
-81.5810012817,24.5853500366,"1"
-65.3268356323,18.2963829041,"1"
-78.8162536621,9.48276615143,"1"
-78.96269989,9.492199898,"1"
-66.9646606445,17.9008598328,"1"
-64.7634658813,18.3178825378,"1"
-75.77703094,9.767861366,"1"
-64.7515563965,18.37251091,"1"
-64.7555007935,17.7871170044,"1"
-78.6576843262,20.6441669464,"1"
-82.1138534546,9.23499965668,"1"
-80.6165847778,24.9044837952,"1"
-65.3193969727,18.1571331024,"1"
-78.7038497925,9.58316707611,"1"
-65.5704193115,18.3546657562,"1"
-78.8858642578,20.771232605,"1"
-64.5660629272,17.7917995453,"1"
-64.6719818115,17.777130127,"1"
-77.5377807617,21.9311103821,"1"
-66.9973068237,17.9508590698,"1"
-77.6477966309,24.3011207581,"1"
-65.2284851074,18.2990665436,"1"
-79.1187667847,20.9097824097,"1"
-81.5879974365,24.5514507294,"1"
-79.01875305,9.509349823,"1"
-79.8697814941,19.6822166443,"1"
-81.4624862671,21.9635162354,"1"
-67.0998306274,17.9291496277,"1"
-82.1199645996,9.26784992218,"1"
-82.8694381714,25.2877807617,"1"
-64.5845031738,17.7883300781,"1"
-63.2150001526,17.6308326721,"1"
-81.2495651245,21.8379325867,"1"
-83.3936004639,27.872800827,"1"
-78.9626998901,9.49219989777,"1"
-64.6223526001,17.7659797668,"1"
-87.7536087036,18.5069446564,"1"
-68.3300018311,12.1649999619,"1"
-81.4835968018,22.1089839935,"1"
-78.0753479004,18.4590835571,"1"
-72.4745483398,21.6456508636,"1"
-78.8858642578,20.771232605,"1"
-87.9400024414,17.9200000763,"1"
-64.6071166992,17.7351493835,"1"
-67.0311584473,17.9290904999,"1"
-64.6263122559,17.8066501617,"1"
-81.4166870117,21.9042835236,"1"
-67.0229263306,17.887550354,"1"
-64.6027374268,17.7620601654,"1"
-80.0432510376,19.6692504883,"1"
-78.8781662,9.488516808,"1"
-64.5728530884,17.7657108307,"1"
-64.5765762329,17.7606506348,"1"
-67.0781478882,17.9353408813,"1"
-81.82074738,9.106233597,"1"
-81.4166870117,21.9042835236,"1"
-88.0599975586,16.8099994659,"1"
-80.2592010498,25.2358665466,"1"
-64.6393203735,17.7927093506,"1"
-81.5886001587,21.579782486,"1"
-76.3745346069,18.1723995209,"1"
-78.8551635742,20.7630004883,"1"
-78.90266418,9.544850349,"1"
-66.9614715576,17.9064407349,"1"
-65.3354492188,18.3124656677,"1"
-66.9322967529,17.9022808075,"1"
-80.0432510376,19.6692504883,"1"
-80.0229034424,19.8305168152,"1"
-66.8933029175,17.9223098755,"1"
-88.0599975586,16.8099994659,"1"
-64.5853729248,17.7967090607,"1"
-64.6253890991,17.8012504578,"1"
-76.6897964478,18.2696342468,"1"
-79.2900009155,21.0898170471,"1"
-78.8844528198,9.58801651001,"1"
-64.5828170776,17.7866802216,"1"
-64.7705307007,18.3159294128,"1"
-87.9400024414,17.9200000763,"1"
-64.6173400879,17.7905902863,"1"
-79.0952835083,20.8982162476,"1"
-72.143951416,21.3880825043,"1"
-76.2873687744,18.0738334656,"1"
-78.7520141602,20.6728000641,"1"
-64.6804733276,18.3264808655,"1"
