"decimalLongitude","decimalLatitude","Siderastrea"
-77.428612,18.477414,1
-76.79742,17.898854,1
-79.894081,19.687851,1
-79.740952,19.758183,1
-79.894081,19.687851,1
-76.387021,18.173418,1
-87.885185,16.726583,1
-87.744049,17.59375,1
-78.012581,18.457783,1
-78.131882,18.464167,1
-76.708687,18.274534,1
-77.274734,18.472767,1
-78.012581,18.457783,1
-78.075348,18.459084,1
-76.708687,18.274534,1
-77.005486,18.415066,1
-76.708687,18.274534,1
-76.708687,18.274534,1
-77.274734,18.472767,1
-77.921669,18.50585,1
-77.274734,18.472767,1
-77.078468,18.41905,1
-78.251099,18.4259,1
-76.287369,18.073833,1
-76.708687,18.274534,1
-77.934547,18.494684,1
-76.287369,18.073833,1
-76.287369,18.073833,1
-77.274734,18.472767,1
-77.274734,18.472767,1
-77.954216,18.456583,1
-76.287369,18.073833,1
-78.361198,18.300783,1
-77.274734,18.472767,1
-77.274734,18.472767,1
-76.287369,18.073833,1
-78.251099,18.4259,1
-78.131882,18.464167,1
-77.118202,18.419317,1
-77.934547,18.494684,1
-77.274734,18.472767,1
-78.012581,18.457783,1
-77.005486,18.415066,1
-76.708687,18.274534,1
-78.012581,18.457783,1
-77.970947,18.453449,1
-78.361198,18.300783,1
-78.075348,18.459084,1
-77.970947,18.453449,1
-76.287369,18.073833,1
-77.561119,18.494984,1
-77.595131,18.492701,1
-77.561119,18.494984,1
-77.561119,18.494984,1
-77.561119,18.494984,1
-77.561119,18.494984,1
-77.561119,18.494984,1
-77.595131,18.492701,1
-77.561119,18.494984,1
-77.595131,18.492701,1
-77.561119,18.494984,1
-77.561119,18.494984,1
-87.302979,20.402189,1
-87.299103,20.40765,1
-87.299103,20.40765,1
-67.238792,10.553123,1
-67.238792,10.553123,1
-67.238792,10.553123,1
-88.139999,16.76,1
-88.139999,16.76,1
-71.981988,12.188172,1
-71.133949,21.518984,1
-71.133949,21.518984,1
-87.528214,17.250584,1
-71.133949,21.518984,1
-87.526497,17.221001,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805832,9.75,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805,9.738334,1
-87.75,18.5,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805832,9.75,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805832,9.75,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805,9.738334,1
-82.805832,9.75,1
-82.805,9.738334,1
-82.805832,9.75,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805336,9.725,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805832,9.75,1
-82.805832,9.75,1
-82.805336,9.725,1
-66.705765,11.766367,1
-82.805832,9.75,1
-82.805336,9.725,1
-82.805832,9.75,1
-82.805,9.738334,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-82.805336,9.725,1
-63.060001,17.995667,1
-62.982498,17.464001,1
-63.253166,17.643333,1
-62.977665,17.461666,1
-63.259499,17.628166,1
-62.986,17.464834,1
-62.978168,17.463499,1
-62.986,17.464834,1
-63.253166,17.643333,1
-63.259499,17.624834,1
-74.22304,11.25341,1
-96.096944,19.223333,1
-74.459999,24.16,1
-74.470001,24.15,1
-74.529999,24.01,1
-74.459999,24.16,1
-74.459999,24.16,1
-74.459999,24.16,1
-74.540001,23.950001,1
-77.647797,24.301121,1
-77.670677,24.343149,1
-77.647797,24.301121,1
-77.647797,24.301121,1
-77.647797,24.301121,1
-77.693329,24.595831,1
-77.693329,24.595831,1
-77.670677,24.343149,1
-74.29528,10.99453,1
-87.75,18.5,1
-87.75,18.5,1
-82.6967,14.4933,1
-87.683333,18.25,1
-87.75,18.5,1
-87.75,18.5,1
-67.808228,10.478306,1
-87.680833,18.675,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-87.032778,20.436944,1
-87.013056,20.272778,1
-87.040278,20.315278,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-96.096944,19.223333,1
-88.0533,16.9783,1
-96.096944,19.223333,1
-77.292785,8.574953,1
-77.36353,8.659377,1
-77.363533,8.659377,1
-77.292786,8.574953,1
-88.05,16.77,1
-88.0758,16.8283,1
-74.131931,11.328026,1
-74.131931,11.328026,1
-82.2103,26.2978,1
-66.7578,17.9667,1
-67.0517,17.94,1
-66.7578,17.9667,1
-14.3833,-7.8933,1
-75.785158,10.164293,1
-76.90097,8.37166,1
-76.900971,8.37166,1
-88.08,16.8,1
-88.05,16.77,1
-94.283333,28.166667,1
-88.05,16.77,1
-88.05,16.77,1
-75.785158,10.164293,1
-76.74441,8.06817,1
-74.224161,11.251072,1
-74.220074,11.249878,1
-76.744408,8.06817,1
-60.93,10.84,1
-14.4,-7.9,1
-14.4,-7.9,1
-14.4,-7.9,1
-14.37,7.95,1
-77.7783,23.72,1
-77.6842,24.7172,1
-83.0083,27.7974,1
-82.9204,27.7871,1
-82.9871,27.7611,1
-82.65,27.0867,1
-82.925,26.8617,1
-83.7226,26.2808,1
-82.9067,26.8683,1
-82.6758,27.02,1
-82.5608,27.3547,1
-82.5362,27.0353,1
-82.5362,27.0353,1
-82.6,27.2658,1
-82.86,27.5517,1
-82.9915,27.7058,1
-83.4342,28.1,1
6.533333,0,1
