"decimalLongitude","decimalLatitude","Montastraea_cavernosa"
-87.528213501,17.2505836487,"1"
-67.1190338135,17.9291992188,"1"
-81.4165344238,19.385433197,"1"
-79.1449966431,22.6547222137,"1"
-87.9400024414,17.9200000763,"1"
-78.94626617,9.551016808,"1"
-64.5823516846,18.4746170044,"1"
-78.4653320312,20.5869674683,"1"
-80.2122192383,23.1552772522,"1"
-87.8268203735,18.239200592,"1"
-64.7000427246,18.3371391296,"1"
-78.9031982422,9.54065036774,"1"
-87.9400024414,17.9200000763,"1"
-80.7542648315,24.7659664154,"1"
-67.1011734009,17.9315299988,"1"
-82.8870620728,24.6680793762,"1"
-93.8147201538,27.8766498566,"1"
-64.3207702637,18.7493495941,"1"
-78.444442749,22.5636119843,"1"
-81.1113128662,24.6255836487,"1"
-80.9019470215,23.2924995422,"1"
-96.1269454956,19.231388092,"1"
-72.4701843262,21.6648330688,"1"
-64.5948867798,17.8016300201,"1"
-64.5658416748,17.7626304626,"1"
-87.6050033569,17.2259674072,"1"
-79.0952835083,20.8982162476,"1"
-81.5066146851,22.0360164642,"1"
-80.2122192383,23.1552772522,"1"
-64.5823516846,18.4746170044,"1"
-78.1318817139,18.4641666412,"1"
-81.2915496826,19.3803005219,"1"
-77.6477966309,24.3011207581,"1"
-64.5933074951,17.7686805725,"1"
-87.623336792,18.9022216797,"1"
-78.8781662,9.488516808,"1"
-64.7555007935,17.7871170044,"1"
-80.8599472046,24.7235507965,"1"
-87.4477767944,19.8250007629,"1"
-78.8781661987,9.48851680756,"1"
-72.1166687012,21.8833332062,"1"
-77.6462020874,24.2916698456,"1"
-71.1681365967,21.3943004608,"1"
-62.9824981689,17.4640007019,"1"
-72.1152648926,21.9063491821,"1"
-63.2594985962,17.6281661987,"1"
-67.1284103394,17.9167308807,"1"
-64.7509994507,18.3731403351,"1"
-64.6490325928,17.7796401978,"1"
-64.7750473022,18.3629894257,"1"
-69.1582794189,12.3753614426,"1"
-63.2531661987,17.6433334351,"1"
-78.9312973022,9.4767999649,"1"
-62.9850006104,17.4643325806,"1"
-77.6965026855,24.4833297729,"1"
-63.2316665649,17.4868335724,"1"
-82.8870620728,24.6680793762,"1"
-93.8191299438,27.874080658,"1"
-62.9878349304,17.4643325806,"1"
-81.3910980225,24.6165504456,"1"
-80.1121368408,19.661699295,"1"
-80.9019470215,23.2924995422,"1"
-76.9779968262,26.3535003662,"1"
-64.3207702637,18.7493495941,"1"
-64.5756835938,17.7942695618,"1"
-77.7786331177,24.74518013,"1"
-81.7023162842,24.4993839264,"1"
-96.1269454956,19.231388092,"1"
-71.4558029175,21.5460338593,"1"
-64.6447067261,17.7806091309,"1"
-80.1121368408,19.661699295,"1"
-66.9903106689,17.8982791901,"1"
-81.5596466064,24.5138664246,"1"
-67.0804595947,17.937379837,"1"
-69.1582794189,12.3753614426,"1"
-66.9719467163,17.9266605377,"1"
-87.5369415283,19.1375007629,"1"
-81.0765991211,19.333366394,"1"
-64.9859466553,18.344499588,"1"
-87.6050033569,17.2259674072,"1"
-80.0688323975,19.6918334961,"1"
-81.7023162842,24.4993839264,"1"
-77.6910018921,24.6306667328,"1"
-79.701385498,22.9150009155,"1"
-38.422,-13.054,"1"
-38.659722,-17.980833,"1"
-88.0433349609,17.2759838104,"1"
-83.0335006714,12.0301198959,"1"
-84.5182342529,21.7878341675,"1"
-64.665397644,17.769859314,"1"
-77.7401504517,24.7014694214,"1"
-62.986000061,17.4648342133,"1"
-72.4701843262,21.6648330688,"1"
-79.3630523682,22.7202777863,"1"
-63.2150001526,17.6308326721,"1"
-66.9377822876,17.9185390472,"1"
-77.6706771851,24.3431491852,"1"
-78.6576843262,20.6441669464,"1"
-82.9517822266,24.6091308594,"1"
-63.2531661987,17.6433334351,"1"
-71.1681365967,21.3943004608,"1"
-64.7702331543,18.3130893707,"1"
-64.6542205811,17.7672195435,"1"
-71.1550140381,21.4582157135,"1"
-93.596282959,27.9081897736,"1"
-64.5796585083,17.7831306458,"1"
-64.7229614258,18.3676395416,"1"
-64.6997833252,18.3160991669,"1"
-66.8476333618,11.7355661392,"1"
-78.0125808716,18.4577827454,"1"
-64.6914978027,17.7686328888,"1"
-81.4756317139,21.9878673553,"1"
-80.1024932861,26.012550354,"1"
-67.0870132446,17.9020309448,"1"
-77.8076705933,24.751329422,"1"
-80.0962905884,26.1015796661,"1"
-78.444442749,22.5636119843,"1"
-77.6969680786,24.5064296722,"1"
-64.576751709,17.7885398865,"1"
-81.2915496826,19.3803005219,"1"
-87.4343032837,18.5258998871,"1"
-88.0599975586,16.8099994659,"1"
-62.9776649475,17.4624996185,"1"
-64.6914978027,17.7686328888,"1"
-64.568397522,17.7632293701,"1"
-78.1318817139,18.4641666412,"1"
-96.1269454956,19.231388092,"1"
-87.5989303589,17.1384162903,"1"
-38.6951675415,-17.9815006256,"1"
-63.2584991455,17.6163330078,"1"
-64.6914978027,17.7686328888,"1"
-77.5333480835,24.0997200012,"1"
-62.9850006104,17.4643325806,"1"
-82.13244629,9.251233101,"1"
-66.8994064331,17.9160995483,"1"
-87.8871154785,16.7269001007,"1"
-93.8184127808,27.8736190796,"1"
-64.2314987183,18.6660823822,"1"
-81.393081665,24.5645999908,"1"
-80.0892562866,26.1570205688,"1"
-62.9824981689,17.4640007019,"1"
-69.1650009155,12.3185825348,"1"
-72.1835021973,21.8180007935,"1"
-64.7629470825,18.3157672882,"1"
-69.1582794189,12.3753614426,"1"
-64.6915206909,18.3157901764,"1"
-66.9840393066,17.9162406921,"1"
-72.1166687012,21.8833332062,"1"
-62.9878349304,17.4643325806,"1"
-81.0202865601,24.6933670044,"1"
-62.984664917,17.4633331299,"1"
-64.9859466553,18.344499588,"1"
-69.1650009155,12.3185825348,"1"
-67.0277481079,17.9196395874,"1"
-67.0670318604,17.9348201752,"1"
-96.1269454956,19.231388092,"1"
-81.3910522461,19.2861995697,"1"
-83.0821990967,12.1769504547,"1"
-93.816368103,27.8753604889,"1"
-64.3207702637,18.7493495941,"1"
-87.9499969482,17.9200000763,"1"
-64.6914978027,17.7686328888,"1"
-64.6341018677,17.799489975,"1"
-87.9499969482,17.9200000763,"1"
-64.7629470825,18.3157672882,"1"
-81.4051513672,24.5460739136,"1"
-81.5103530884,22.0208835602,"1"
-80.0229034424,19.8305168152,"1"
-87.4527740479,19.9750003815,"1"
-83.0346984863,12.1885700226,"1"
-62.9824981689,17.4640007019,"1"
-65.33253479,18.3286495209,"1"
-38.7018318176,-17.9599990845,"1"
-80.0962905884,26.1015796661,"1"
-76.6897964478,18.2696342468,"1"
-67.0745697021,17.9554100037,"1"
-63.2150001526,17.6308326721,"1"
-38.6673316956,-17.9833335876,"1"
-82.9428482056,24.612909317,"1"
-66.991317749,17.9019298553,"1"
-81.7015991211,24.5519332886,"1"
-80.1019897461,26.0085506439,"1"
-38.7018318176,-17.9599990845,"1"
-67.0129623413,17.9352893829,"1"
-67.1078262329,17.9276199341,"1"
-79.9820175171,19.7166004181,"1"
-62.9878349304,17.4643325806,"1"
-72.173248291,21.8301506042,"1"
-64.3207702637,18.7493495941,"1"
-88.1399993896,16.7600002289,"1"
-87.8333282471,18.2333335876,"1"
-80.0689468384,19.693983078,"1"
-87.6080474854,17.2218494415,"1"
-82.8734664917,24.6658000946,"1"
-87.8871154785,16.7269001007,"1"
-64.6914978027,17.7686328888,"1"
-65.3354492188,18.3124656677,"1"
-83.073097229,12.2013702393,"1"
-78.1318817139,18.4641666412,"1"
-93.8181304932,27.8733901978,"1"
-67.0651931763,17.9036407471,"1"
-63.2584991455,17.6163330078,"1"
-96.1269454956,19.231388092,"1"
-64.7640838623,18.3141670227,"1"
-63.2584991455,17.6163330078,"1"
-77.7401504517,24.7014694214,"1"
-64.7664108276,18.3603992462,"1"
-77.8573303223,24.8438339233,"1"
-67.0747070312,17.9369697571,"1"
-67.1005706787,17.9260406494,"1"
-64.726600647,18.3138504028,"1"
-64.5823516846,18.4746170044,"1"
-87.4594421387,20.1058330536,"1"
-87.5988922119,18.7233333588,"1"
-64.5683822632,17.7950401306,"1"
-80.5877761841,23.2422218323,"1"
-78.94544983,9.554550171,"1"
-64.6019363403,17.8038597107,"1"
-96.1269454956,19.231388092,"1"
-79.8874816895,19.6798667908,"1"
-66.9753265381,17.944770813,"1"
-64.5758972168,17.7826690674,"1"
-77.6961669922,24.439250946,"1"
-82.9202728271,24.6206302643,"1"
-82.9517822266,24.6091308594,"1"
-81.2915496826,19.3803005219,"1"
-35.704,-20.704,"1"
-66.9233779907,17.9013500214,"1"
-64.5773468018,17.7908706665,"1"
-64.5810928345,17.7835407257,"1"
-76.9768295288,26.3575000763,"1"
-81.0202865601,24.6933670044,"1"
-87.8102035522,16.7364997864,"1"
-67.0524368286,17.9040203094,"1"
-64.7629470825,18.3157672882,"1"
-80.1019897461,26.0085506439,"1"
-80.0689468384,19.693983078,"1"
-78.8812637329,9.56204986572,"1"
-72.2257003784,21.8086338043,"1"
-80.0783309937,19.6849327087,"1"
-65.2322845459,18.3150005341,"1"
-81.4165344238,19.385433197,"1"
-81.5066146851,22.0360164642,"1"
-76.9763870239,26.5972499847,"1"
-80.1684341431,25.4641838074,"1"
-80.1491470337,25.4849834442,"1"
-78.4653320312,20.5869674683,"1"
-78.8731842041,9.57601642609,"1"
-81.1949462891,21.8087329865,"1"
-80.0696868896,19.6943492889,"1"
-88.0433349609,17.2759838104,"1"
-78.444442749,22.5636119843,"1"
-67.0444030762,17.904340744,"1"
-64.5660629272,17.7917995453,"1"
-77.6462020874,24.2916698456,"1"
-62.984664917,17.4633331299,"1"
-67.0332489014,17.9621200562,"1"
-82.9141082764,24.6340007782,"1"
-77.6823501587,24.3670291901,"1"
-87.9499969482,17.9200000763,"1"
-77.2747344971,18.4727668762,"1"
-80.0689468384,19.693983078,"1"
-67.0836868286,17.9071598053,"1"
-74.5400009155,24.0300006866,"1"
-75.8160553,9.743944168,"1"
-64.4099349976,18.7527332306,"1"
-67.0347900391,17.9192409515,"1"
-62.9878349304,17.4643325806,"1"
-87.6175003052,18.9133338928,"1"
-87.5264968872,17.2210006714,"1"
-77.3212661743,18.4701328278,"1"
-79.1449966431,22.6547222137,"1"
-80.0892562866,26.1570205688,"1"
-67.0566635132,17.9096298218,"1"
-78.90319824,9.540650368,"1"
-38.690278,-17.906944,"1"
-81.4967193604,22.1162662506,"1"
-87.7536087036,18.5069446564,"1"
-69.1650009155,12.3185825348,"1"
-79.9578323364,19.7141170502,"1"
-64.6119384766,17.8062801361,"1"
-78.3666152954,18.2886829376,"1"
-87.9400024414,17.9400005341,"1"
-64.6399307251,17.7650203705,"1"
-81.5879974365,24.5514507294,"1"
-63.2280006409,17.6496658325,"1"
-64.612487793,17.7984294891,"1"
-80.5877761841,23.2422218323,"1"
-65.2322845459,18.3150005341,"1"
-64.7375564575,18.3731803894,"1"
-72.1835021973,21.8180007935,"1"
-77.0384979248,26.6371498108,"1"
-87.589515686,17.1875495911,"1"
-80.0898208618,26.1514701843,"1"
-78.8858642578,20.771232605,"1"
-64.3207702637,18.7493495941,"1"
-64.5974731445,17.7827606201,"1"
-66.8476333618,11.7355661392,"1"
-71.2013015747,21.3734664917,"1"
-80.9019470215,23.2924995422,"1"
-64.6914978027,17.7686328888,"1"
-64.3207702637,18.7493495941,"1"
-37.943,-19.813,"1"
-64.5541229248,17.7803192139,"1"
-80.1999969482,25.4599990845,"1"
-77.3703308105,23.6766662598,"1"
-77.6910018921,24.6259994507,"1"
-64.598777771,17.7833690643,"1"
-64.6042480469,17.800699234,"1"
-81.4283828735,21.9162826538,"1"
-81.8225174,9.107566833,"1"
-78.94436646,9.553649902,"1"
-78.8407516479,9.56458282471,"1"
-78.1318817139,18.4641666412,"1"
-83.0821990967,12.1769504547,"1"
-96.1269454956,19.231388092,"1"
-64.5765533447,17.7670593262,"1"
-78.9443664551,9.55364990234,"1"
-81.1957702637,19.3533668518,"1"
-80.0696868896,19.6943492889,"1"
-64.5340194702,17.7757396698,"1"
-77.3212661743,18.4701328278,"1"
-87.3029785156,20.4021892548,"1"
-62.984664917,17.4633331299,"1"
-64.7391967773,18.3103504181,"1"
-77.3866500854,23.947599411,"1"
-93.6029663086,27.9063892365,"1"
-64.627243042,17.7975006104,"1"
-64.5664215088,17.7938194275,"1"
-77.6910018921,24.6259994507,"1"
-64.5676422119,17.7939796448,"1"
-78.65423584,9.524550438,"1"
-69.1650009155,12.3185825348,"1"
-64.9907302856,18.3178672791,"1"
-82.8870620728,24.6680793762,"1"
-77.3809967041,23.7096691132,"1"
-78.6930541992,22.6266670227,"1"
-64.5980606079,17.7844104767,"1"
-96.1269454956,19.231388092,"1"
-83.0335006714,12.0301198959,"1"
-67.0082778931,17.9018096924,"1"
-69.1650009155,12.3185825348,"1"
-78.0125808716,18.4577827454,"1"
-67.0699768066,17.9150009155,"1"
-64.3207702637,18.7493495941,"1"
-87.4527740479,19.9750003815,"1"
-87.9080352783,17.1550502777,"1"
-87.4594421387,20.1058330536,"1"
-80.1024932861,26.012550354,"1"
-87.589515686,17.1875495911,"1"
-87.8871154785,16.7269001007,"1"
-69.1650009155,12.3185825348,"1"
-62.9781684875,17.4634990692,"1"
-64.6994400024,18.3080291748,"1"
-72.4701843262,21.6648330688,"1"
-76.8740310669,18.3748664856,"1"
-64.5774230957,17.7793197632,"1"
-67.0404968262,17.924779892,"1"
-64.7644729614,18.3602199554,"1"
-80.0689468384,19.693983078,"1"
-87.4477767944,19.9583339691,"1"
-67.044128418,17.9239807129,"1"
-87.9499969482,17.9200000763,"1"
-64.6429519653,17.7869701385,"1"
-78.9462661743,9.55101680756,"1"
-67.1160888672,17.9361991882,"1"
-72.1869812012,21.8140163422,"1"
-76.9779968262,26.3535003662,"1"
-87.5361099243,19.1458339691,"1"
-78.88126373,9.562049866,"1"
-79.2900009155,21.0898170471,"1"
-64.6627502441,17.7790393829,"1"
-82.8970489502,24.628660202,"1"
-82.8734664917,24.6658000946,"1"
-72.4701843262,21.6648330688,"1"
-64.5732192993,17.777639389,"1"
-64.6673965454,18.3477706909,"1"
-81.7023162842,24.4993839264,"1"
-77.6823501587,24.3670291901,"1"
-87.4516677856,19.9666671753,"1"
-67.0840835571,17.9177398682,"1"
-64.6000518799,17.7894592285,"1"
-78.8731842,9.576016426,"1"
-64.5669174194,17.7811794281,"1"
-81.4165344238,19.385433197,"1"
-87.8308334351,18.2286109924,"1"
-64.5727462769,17.7895107269,"1"
-38.6556663513,-17.968000412,"1"
-80.0081176758,19.7091827393,"1"
-66.8476333618,11.7355661392,"1"
-62.9781684875,17.4634990692,"1"
-64.5828170776,17.7866802216,"1"
-87.4630584717,20.0974998474,"1"
-63.2594985962,17.6248340607,"1"
-82.7713317871,24.6954898834,"1"
-79.2900009155,21.0898170471,"1"
-80.0898208618,26.1514701843,"1"
-67.0497436523,17.9228000641,"1"
-66.8476333618,11.7355661392,"1"
-72.1869812012,21.8140163422,"1"
-64.5808105469,17.7821598053,"1"
-66.8476333618,11.7355661392,"1"
-79.5863876343,22.8369445801,"1"
-67.0326919556,17.925699234,"1"
-81.0202865601,24.6933670044,"1"
-80.1064987183,19.6663837433,"1"
-82.3302154541,21.5487995148,"1"
-64.749671936,18.3733997345,"1"
-64.7555007935,17.7871170044,"1"
-96.1269454956,19.231388092,"1"
-80.0898208618,26.1514701843,"1"
-64.7987670898,18.324590683,"1"
-96.1269454956,19.231388092,"1"
-66.8577194214,11.7421503067,"1"
-84.4898300171,21.8343162537,"1"
-63.2584991455,17.6163330078,"1"
-77.987449646,25.1437492371,"1"
-64.5823516846,18.4746170044,"1"
-80.126663208,23.1013889313,"1"
-82.9055633545,24.6888809204,"1"
-77.6477966309,24.3011207581,"1"
-62.986000061,17.4648342133,"1"
-64.7555007935,17.7871170044,"1"
-93.5983581543,27.9073390961,"1"
-67.0081176758,17.9063892365,"1"
-64.7634658813,18.3178825378,"1"
-64.6157073975,17.7978401184,"1"
-87.7055587769,18.7083339691,"1"
-81.1113128662,24.6255836487,"1"
-93.5914993286,27.9053325653,"1"
-77.8076705933,24.751329422,"1"
-66.9645004272,17.9064102173,"1"
-66.9732971191,17.9281196594,"1"
-77.2747344971,18.4727668762,"1"
-66.9699478149,17.900100708,"1"
-87.8297195435,18.2108325958,"1"
-64.7640838623,18.3141670227,"1"
-77.6477966309,24.3011207581,"1"
-93.6031188965,27.9106197357,"1"
-80.0081176758,19.7091827393,"1"
-96.0683364868,19.197221756,"1"
-87.4516677856,19.9666671753,"1"
-82.9202728271,24.6206302643,"1"
-83.0554962158,12.2013702393,"1"
-64.7765426636,18.3580608368,"1"
-64.7458877563,18.3026409149,"1"
-69.1650009155,12.3185825348,"1"
-77.5377807617,21.9311103821,"1"
-78.3666152954,18.2886829376,"1"
-64.6874313354,18.3131504059,"1"
-82.1006164551,9.2203168869,"1"
-64.6790237427,18.3305606842,"1"
-81.5175857544,22.0958824158,"1"
-80.1121368408,19.661699295,"1"
-83.0821990967,12.1769504547,"1"
-64.5214309692,17.7703094482,"1"
-80.0689468384,19.693983078,"1"
-80.0892562866,26.1570205688,"1"
-67.8082275391,10.4783058167,"1"
-76.7086868286,18.2745342255,"1"
-78.88218689,9.559533119,"1"
-68.3528366089,12.2183332443,"1"
-77.3883972168,18.4678668976,"1"
-78.94436646,9.553649902,"1"
-80.0783309937,19.6849327087,"1"
-77.0384979248,26.6371498108,"1"
-80.1064987183,19.6663837433,"1"
-80.7542648315,24.7659664154,"1"
-87.4527740479,19.9750003815,"1"
-81.5103530884,22.0208835602,"1"
-79.4677352905,21.075750351,"1"
-64.7640838623,18.3141670227,"1"
-80.3481521606,25.0349674225,"1"
-64.5724411011,17.786649704,"1"
-67.0164871216,17.9042396545,"1"
-79.5673141479,21.2189502716,"1"
-88.0599975586,16.8099994659,"1"
-72.173248291,21.8301506042,"1"
-87.5927200317,17.1718673706,"1"
-64.6363677979,17.8001499176,"1"
-88.0495147705,16.9197998047,"1"
-67.0175094604,17.9041500092,"1"
-66.9979095459,17.945110321,"1"
-66.8476333618,11.7355661392,"1"
-87.7024993896,18.7169437408,"1"
-80.1064987183,19.6663837433,"1"
-77.4190216064,23.778219223,"1"
-64.7703704834,18.312210083,"1"
-64.5779037476,17.7893009186,"1"
-67.0013427734,17.9353294373,"1"
-64.5958862305,17.7994995117,"1"
-77.3809967041,23.7096691132,"1"
-78.9778518677,9.54576683044,"1"
-71.1092147827,21.5370006561,"1"
-37.939,-19.808,"1"
-66.7057647705,11.7663669586,"1"
-79.9995193481,21.7142162323,"1"
-80.4755554199,23.2199993134,"1"
-79.4222869873,21.0644664764,"1"
-80.0081176758,19.7091827393,"1"
-69.1582794189,12.3753614426,"1"
-66.9872665405,17.9138393402,"1"
-64.7555007935,17.7871170044,"1"
-63.2588348389,17.6293334961,"1"
-77.3973464966,23.7285003662,"1"
-65.3193969727,18.1571331024,"1"
-64.7555007935,17.7871170044,"1"
-65.3149642944,18.3380832672,"1"
-66.9913330078,17.9143295288,"1"
-79.2900009155,21.0898170471,"1"
-79.4222869873,21.0644664764,"1"
-82.9744033813,12.2983703613,"1"
-66.9917221069,17.9081993103,"1"
-87.5361099243,19.1458339691,"1"
-77.7786331177,24.74518013,"1"
-93.6006774902,27.9063892365,"1"
-79.8283309937,19.720249176,"1"
-81.0202865601,24.6933670044,"1"
-77.6478805542,24.3013000488,"1"
-76.8740310669,18.3748664856,"1"
-64.7555007935,17.7871170044,"1"
-96.1269454956,19.231388092,"1"
-81.4283828735,21.9162826538,"1"
-63.2596664429,17.6266670227,"1"
-64.6193084717,17.7826595306,"1"
-82.443649292,21.5414657593,"1"
-80.1121368408,19.661699295,"1"
-64.6632995605,18.3334693909,"1"
-81.5879974365,24.5514507294,"1"
-64.6116027832,17.7935199738,"1"
-72.1869812012,21.8140163422,"1"
-81.0202865601,24.6933670044,"1"
-81.4624862671,21.9635162354,"1"
-72.4701843262,21.6648330688,"1"
-38.601389,-17.721389,"1"
-64.5680999756,17.7813892365,"1"
-78.94544983,9.554550171,"1"
-87.4322814941,18.4098167419,"1"
-64.726600647,18.3138504028,"1"
-72.173248291,21.8301506042,"1"
-66.9322967529,17.9022808075,"1"
-64.3207702637,18.7493495941,"1"
-84.5182342529,21.7878341675,"1"
-77.3809967041,23.7096691132,"1"
-80.1491470337,25.4849834442,"1"
-64.6659469604,17.7710704803,"1"
-66.7057647705,11.7663669586,"1"
-79.9496688843,21.6686496735,"1"
-81.0779342651,19.3439006805,"1"
-64.7994995117,18.323600769,"1"
-64.6675186157,17.7742099762,"1"
-69.1582794189,12.3753614426,"1"
-78.9312973022,9.4767999649,"1"
-93.5914993286,27.9053325653,"1"
-66.9786529541,17.931350708,"1"
-87.5943527222,17.1567840576,"1"
-77.4263687134,23.7909202576,"1"
-81.3300323486,21.8624668121,"1"
-67.0244369507,17.8936805725,"1"
-82.3137130737,21.5591506958,"1"
-81.393081665,24.5645999908,"1"
-80.1019897461,26.0085506439,"1"
-71.4558029175,21.5460338593,"1"
-87.7440490723,17.59375,"1"
-64.5691375732,17.7835292816,"1"
-72.4701843262,21.6648330688,"1"
-64.7629470825,18.3157672882,"1"
-88.0433349609,17.2759838104,"1"
-76.6897964478,18.2696342468,"1"
-81.4165344238,19.385433197,"1"
-83.0335006714,12.0301198959,"1"
-64.625869751,17.7940006256,"1"
-81.4967193604,22.1162662506,"1"
-80.0689468384,19.693983078,"1"
-64.5726776123,17.7901096344,"1"
-77.6706771851,24.3431491852,"1"
-77.4510803223,18.4792175293,"1"
-64.7555007935,17.7871170044,"1"
-79.9496688843,21.6686496735,"1"
-81.2844314575,21.8535995483,"1"
-83.073097229,12.2013702393,"1"
-63.2531661987,17.6433334351,"1"
-81.3300323486,21.8624668121,"1"
-72.1835021973,21.8180007935,"1"
-87.9400024414,17.9200000763,"1"
-77.0393295288,26.6399993896,"1"
-87.2991027832,20.4076499939,"1"
-81.513168335,22.1587657928,"1"
-38.6694984436,-17.9920005798,"1"
-78.9312973022,9.4767999649,"1"
-77.4168014526,23.7803001404,"1"
-65.3354492188,18.3124656677,"1"
-64.8004226685,18.3550491333,"1"
-64.6239089966,17.7836494446,"1"
-64.6996994019,18.3355293274,"1"
-66.8476333618,11.7355661392,"1"
-76.9779968262,26.3535003662,"1"
-67.0767211914,17.937620163,"1"
-79.2900009155,21.0898170471,"1"
-77.3973464966,23.7285003662,"1"
-81.5466842651,22.1014671326,"1"
-87.8297195435,18.2108325958,"1"
-87.4516677856,19.9666671753,"1"
-78.77921295,9.595999718,"1"
-66.9790267944,17.8969993591,"1"
-82.8970489502,24.628660202,"1"
-66.9533691406,17.9046707153,"1"
-81.9675140381,21.5708007812,"1"
-66.8476333618,11.7355661392,"1"
-79.2900009155,21.0898170471,"1"
-71.1550140381,21.4582157135,"1"
-81.3242340088,21.8624668121,"1"
-67.0746307373,17.9273605347,"1"
-62.9824981689,17.4640007019,"1"
-77.8573303223,24.8438339233,"1"
-69.1582794189,12.3753614426,"1"
-87.8333282471,18.2333335876,"1"
-65.5336532593,18.3603496552,"1"
-37.71,-20.674,"1"
-81.5066146851,22.0360164642,"1"
-79.4677352905,21.075750351,"1"
-64.6067810059,17.805770874,"1"
-66.9559936523,17.8984603882,"1"
-79.9749984741,21.691400528,"1"
-64.5884628296,17.7981300354,"1"
-62.986000061,17.4648342133,"1"
-66.2680130005,17.9273204803,"1"
-64.9516143799,18.3296833038,"1"
-67.0259780884,17.9178791046,"1"
-64.7555007935,17.7871170044,"1"
-81.2915496826,19.3803005219,"1"
-77.6969680786,24.5064296722,"1"
-88.0800018311,16.7800006866,"1"
-72.2257003784,21.8086338043,"1"
-88.0119476318,17.6731338501,"1"
-80.0689468384,19.693983078,"1"
-81.4835968018,22.1089839935,"1"
-96.1269454956,19.231388092,"1"
-80.0082473755,19.7078342438,"1"
-69.1582794189,12.3753614426,"1"
-78.7574996948,20.6850833893,"1"
-64.5823516846,18.4746170044,"1"
-82.9055633545,24.6888809204,"1"
-64.6392288208,17.791639328,"1"
-66.9437637329,17.9038505554,"1"
-80.126663208,23.1013889313,"1"
-64.5823516846,18.4746170044,"1"
-64.7555007935,17.7871170044,"1"
-64.6302490234,17.8101806641,"1"
-87.9400024414,17.9200000763,"1"
