"decimalLongitude","decimalLatitude","moca","code"
-67.0039901733,17.8957500458,1,"OBIS2783"
-67.0582962036,17.9061203003,1,"OBIS2786"
-64.748916626,18.3606395721,1,"OBIS2790"
-64.5679168701,17.7724399567,1,"OBIS2792"
-39.272778,-17.996111,1,"OBIS2794"
-64.664932251,17.7789802551,1,"OBIS2795"
-66.9839630127,17.921459198,1,"OBIS2800"
-64.6405334473,17.795129776,1,"OBIS2803"
-93.6023406982,27.9068107605,1,"OBIS2805"
-66.9520492554,17.9001102448,1,"OBIS2818"
-64.6665725708,17.7787799835,1,"OBIS2822"
-66.9680404663,17.9055995941,1,"OBIS2824"
-66.9811325073,17.8963909149,1,"OBIS2826"
-67.0671310425,17.8984298706,1,"OBIS2827"
-67.0083770752,17.9215602875,1,"OBIS2830"
-38.756389,-17.992778,1,"OBIS2831"
-82.7786331177,21.448633194,1,"OBIS2842"
-63.4799995422,17.548330307,1,"OBIS2847"
-64.6860122681,18.3182792664,1,"OBIS2848"
-67.0451889038,17.9257106781,1,"OBIS2855"
-64.6758270264,18.3239307404,1,"OBIS2860"
-39.078611,-16.897778,1,"OBIS2862"
-64.642288208,17.7950897217,1,"OBIS2866"
-64.6589126587,17.777299881,1,"OBIS2869"
-38.978611,-17.751944,1,"OBIS2870"
-77.6989974976,24.4839992523,1,"OBIS2876"
-64.6972579956,18.3152103424,1,"OBIS2884"
-79.0300140381,20.8479995728,1,"OBIS2886"
-64.7797088623,18.311580658,1,"OBIS2892"
-64.6320724487,17.7682094574,1,"OBIS2893"
-64.5793762207,17.7771892548,1,"OBIS2897"
-93.5997390747,27.9103794098,1,"OBIS2898"
-64.689201355,18.3143997192,1,"OBIS2899"
-67.0184326172,17.9040908813,1,"OBIS2903"
-64.5728530884,17.7657108307,1,"OBIS2905"
-78.9567642212,20.7984008789,1,"OBIS2909"
-64.5976867676,17.8025302887,1,"OBIS2910"
-66.9979400635,17.8934803009,1,"OBIS2911"
-67.0580673218,17.9052391052,1,"OBIS2914"
-93.5997161865,27.9143600464,1,"OBIS2915"
-67.0374298096,17.8892097473,1,"OBIS2916"
-66.955039978,17.9258403778,1,"OBIS2925"
-39.218611,-17.955,1,"OBIS2926"
-67.0384368896,17.9396591187,1,"OBIS2927"
-82.3171463013,21.5627841949,1,"OBIS2932"
-67.0807723999,17.9231891632,1,"OBIS2934"
-64.6663665771,17.7791099548,1,"OBIS2937"
-64.7427520752,18.3157291412,1,"OBIS2943"
-28.855,-20.489,1,"OBIS2950"
-67.0143127441,17.8916397095,1,"OBIS2959"
-67.0813903809,17.9188995361,1,"OBIS2963"
-64.6571807861,17.778339386,1,"OBIS2969"
-77.6291732788,24.2531509399,1,"OBIS2971"
-64.6468734741,17.7675991058,1,"OBIS2974"
-64.5940093994,17.7629508972,1,"OBIS2976"
-67.0553665161,17.9229602814,1,"OBIS2978"
-64.6156463623,17.7924499512,1,"OBIS2984"
-67.0366287231,17.8952293396,1,"OBIS2991"
-38.924722,-17.819167,1,"OBIS2993"
-66.9703063965,17.9051990509,1,"OBIS2996"
-67.0930633545,17.9261207581,1,"OBIS2998"
-67.0466384888,17.8902492523,1,"OBIS3005"
-67.0727462769,17.9274806976,1,"OBIS3007"
-66.9912261963,17.8928508759,1,"OBIS3008"
-67.0933914185,17.9034500122,1,"OBIS3020"
-64.7430801392,18.317440033,1,"OBIS3030"
-67.0966110229,17.9114608765,1,"OBIS3033"
-64.6075897217,17.7915096283,1,"OBIS3034"
-81.5006027222,22.1468830109,1,"OBIS3045"
-93.6028366089,27.9058990479,1,"OBIS3053"
-64.6342468262,17.803850174,1,"OBIS3054"
-64.5884170532,17.775800705,1,"OBIS3066"
-64.5977096558,17.7716197968,1,"OBIS3080"
-67.0378265381,17.8946094513,1,"OBIS3081"
-64.6038284302,17.8054409027,1,"OBIS3085"
-67.0080718994,17.8867092133,1,"OBIS3087"
-74.5400009155,24.0400009155,1,"OBIS3089"
-64.6619491577,17.7782707214,1,"OBIS3092"
-67.0806427002,17.9262104034,1,"OBIS3097"
-64.5998382568,17.7928905487,1,"OBIS3098"
-64.5911636353,17.7753200531,1,"OBIS3101"
-78.8855514526,9.5436000824,1,"OBIS3105"
-64.769241333,18.3132801056,1,"OBIS3108"
-64.5805130005,17.7740001678,1,"OBIS3114"
-38.971111,-17.426111,1,"OBIS3120"
-64.6130371094,17.8057403564,1,"OBIS3121"
-64.5732574463,17.7770595551,1,"OBIS3123"
-64.5744171143,17.7777404785,1,"OBIS3132"
-93.5963821411,27.908039093,1,"OBIS3139"
-93.8133468628,27.8759002686,1,"OBIS3143"
-83.6861114502,24.792219162,1,"OBIS3148"
-66.9705581665,17.8984508514,1,"OBIS3149"
-93.601348877,27.9117794037,1,"OBIS3151"
-66.9715423584,17.9044303894,1,"OBIS3152"
-66.3108215332,17.9253292084,1,"OBIS3153"
-67.0058898926,17.8939800262,1,"OBIS3160"
-64.593536377,17.7981204987,1,"OBIS3165"
-67.0125427246,17.9341392517,1,"OBIS3168"
-67.1061706543,17.9233894348,1,"OBIS3170"
-64.7836532593,18.3594398499,1,"OBIS3178"
-64.7880630493,18.3584403992,1,"OBIS3180"
-67.1224136353,17.9161090851,1,"OBIS3181"
-67.0313796997,17.9180698395,1,"OBIS3189"
-66.96534729,17.9019699097,1,"OBIS3191"
-67.009727478,17.9265804291,1,"OBIS3194"
-64.5744934082,17.7907505035,1,"OBIS3195"
-67.0682678223,17.9333496094,1,"OBIS3202"
-64.5681228638,17.7929706573,1,"OBIS3208"
-67.0685272217,17.9011707306,1,"OBIS3213"
-66.910369873,17.941570282,1,"OBIS3214"
-64.5688095093,17.7956104279,1,"OBIS3215"
-64.5914230347,17.7891292572,1,"OBIS3218"
-64.7050628662,18.2986106873,1,"OBIS3224"
-93.8219833374,27.873210907,1,"OBIS3226"
-93.6024169922,27.9077701569,1,"OBIS3236"
-64.5823364258,17.7796192169,1,"OBIS3238"
-64.7705001831,18.3152008057,1,"OBIS3240"
-67.0077972412,17.9054794312,1,"OBIS3241"
-66.9925613403,17.8966007233,1,"OBIS3242"
-64.5691070557,17.794549942,1,"OBIS3248"
-37.485,-20.146,1,"OBIS3249"
-64.6862869263,18.3067703247,1,"OBIS3250"
-80.4151153564,24.9860496521,1,"OBIS3251"
-67.0118026733,17.9000797272,1,"OBIS3254"
-64.6377563477,17.8019599915,1,"OBIS3260"
-93.8174133301,27.8758792877,1,"OBIS3261"
-82.1190185547,9.26725006104,1,"OBIS3264"
-64.565612793,17.784740448,1,"OBIS3266"
-64.5738372803,17.7891407013,1,"OBIS3270"
-66.2050094604,17.9238491058,1,"OBIS3271"
-64.6615219116,17.7784004211,1,"OBIS3276"
-93.5971832275,27.9060707092,1,"OBIS3278"
-66.9428863525,17.9069099426,1,"OBIS3280"
-64.5682601929,17.7896308899,1,"OBIS3285"
-83.1959838867,21.6140842438,1,"OBIS3286"
-64.6011428833,17.8020496368,1,"OBIS3288"
-81.3458023071,24.5611991882,1,"OBIS3297"
-64.5835800171,17.7901000977,1,"OBIS3299"
-93.8146133423,27.8765106201,1,"OBIS3305"
-64.6624984741,18.3537998199,1,"OBIS3307"
-64.6329269409,17.8057403564,1,"OBIS3310"
-67.099899292,17.932970047,1,"OBIS3313"
-66.9295425415,17.9060306549,1,"OBIS3318"
-64.6681137085,17.774969101,1,"OBIS3330"
-64.619102478,17.7978096008,1,"OBIS3332"
-64.5921478271,17.779340744,1,"OBIS3342"
-66.9624862671,17.9371490479,1,"OBIS3344"
-64.5853271484,17.7913608551,1,"OBIS3347"
-64.6384124756,17.7672195435,1,"OBIS3351"
-66.2681808472,17.9283790588,1,"OBIS3353"
-93.8143997192,27.8759899139,1,"OBIS3356"
-78.0364990234,9.51650047302,1,"OBIS3359"
-64.6385803223,17.7964992523,1,"OBIS3360"
-64.5846328735,17.7985496521,1,"OBIS3362"
-67.0361862183,17.9237594604,1,"OBIS3364"
-66.2684326172,17.9110393524,1,"OBIS3368"
-67.0504989624,17.9403495789,1,"OBIS3373"
-66.9961700439,17.892250061,1,"OBIS3374"
-93.6033630371,27.908159256,1,"OBIS3375"
-38.966111,-17.988611,1,"OBIS3378"
-64.600112915,17.7895698547,1,"OBIS3380"
-67.0806427002,17.901550293,1,"OBIS3382"
-93.5972671509,27.9077301025,1,"OBIS3393"
-66.9617233276,17.9224300385,1,"OBIS3394"
-64.6036605835,17.7884807587,1,"OBIS3395"
-64.6428985596,17.7663402557,1,"OBIS3397"
-67.0699920654,17.941619873,1,"OBIS3403"
-64.6281433105,17.7921104431,1,"OBIS3406"
-64.7890625,18.3138008118,1,"OBIS3408"
-78.9063797,9.545249939,1,"OBIS3412"
-64.5666427612,17.7836399078,1,"OBIS3420"
-93.6014175415,27.9086799622,1,"OBIS3422"
-71.5991516113,21.3726501465,1,"OBIS3431"
-39.050833,-17.605278,1,"OBIS3439"
-64.5985336304,17.8015804291,1,"OBIS3445"
-64.6118164062,17.7908992767,1,"OBIS3452"
-66.9690170288,17.9266204834,1,"OBIS3457"
-64.5741882324,17.7723808289,1,"OBIS3458"
-67.0246276855,17.9291095734,1,"OBIS3459"
-78.8844528198,9.58801651001,1,"OBIS3462"
-64.5684280396,17.7907505035,1,"OBIS3467"
-74.2211837769,11.2447366714,1,"OBIS3468"
-64.6106109619,17.7866706848,1,"OBIS3469"
-67.0586166382,17.9184093475,1,"OBIS3476"
-67.0820999146,17.9124393463,1,"OBIS3478"
-64.661239624,18.3555393219,1,"OBIS3493"
-93.6003875732,27.9111404419,1,"OBIS3495"
-64.697303772,18.317199707,1,"OBIS3498"
-64.6078491211,17.7686805725,1,"OBIS3503"
-64.5652618408,17.7719707489,1,"OBIS3505"
-64.5725021362,17.7777004242,1,"OBIS3508"
-64.5643692017,17.7694301605,1,"OBIS3517"
-76.20045471,9.392239571,1,"OBIS3525"
-67.0851287842,17.9022407532,1,"OBIS3526"
-64.6869506836,18.3177204132,1,"OBIS3534"
-38.019,-19.272,1,"OBIS3535"
-77.6419448853,18.5125007629,1,"OBIS3538"
-67.0405807495,17.9094200134,1,"OBIS3541"
-64.5678710938,17.759929657,1,"OBIS3546"
-66.962272644,17.8993091583,1,"OBIS3550"
-64.6819992065,18.3444309235,1,"OBIS3551"
-78.9063796997,9.54524993896,1,"OBIS3557"
-64.587677002,17.7939796448,1,"OBIS3561"
-77.7846679688,24.7450008392,1,"OBIS3567"
-67.0244522095,17.9292907715,1,"OBIS3579"
-64.7525634766,18.3177604675,1,"OBIS3596"
-93.5993881226,27.9091396332,1,"OBIS3603"
-64.5833511353,17.7691707611,1,"OBIS3608"
-64.5684432983,17.7824192047,1,"OBIS3619"
-66.9116287231,17.9447498322,1,"OBIS3631"
-66.9872665405,17.9116306305,1,"OBIS3635"
-67.0118865967,17.8915195465,1,"OBIS3640"
-64.6034164429,17.7880306244,1,"OBIS3642"
-64.5867233276,17.8003997803,1,"OBIS3643"
-64.6547317505,17.7788391113,1,"OBIS3656"
-93.6001968384,27.9083499908,1,"OBIS3657"
-64.6631164551,17.77602005,1,"OBIS3659"
-38.849,-14.947,1,"OBIS3663"
-64.759803772,18.3659000397,1,"OBIS3672"
-66.945930481,17.9249992371,1,"OBIS3674"
-77.5951309204,18.4927005768,1,"OBIS3680"
-67.0467987061,17.9633407593,1,"OBIS3682"
-64.7842636108,18.3129196167,1,"OBIS3683"
-66.9351119995,17.9000205994,1,"OBIS3685"
-78.6761322,9.575283051,1,"OBIS3689"
-64.608543396,17.8029003143,1,"OBIS3694"
-82.4216995239,21.5388336182,1,"OBIS3696"
-93.6024093628,27.9050598145,1,"OBIS3699"
-67.0259170532,17.9172401428,1,"OBIS3700"
-67.0691375732,17.9414196014,1,"OBIS3707"
-64.6250610352,17.8068904877,1,"OBIS3709"
-67.0379180908,17.9233493805,1,"OBIS3710"
-64.5787124634,17.7795696259,1,"OBIS3712"
-64.6739730835,18.3286094666,1,"OBIS3714"
-64.5798873901,17.7897796631,1,"OBIS3722"
-67.079826355,17.9300804138,1,"OBIS3726"
-64.6787033081,18.3247509003,1,"OBIS3729"
-93.6015930176,27.9125099182,1,"OBIS3732"
-64.694229126,18.3286991119,1,"OBIS3734"
-93.6001586914,27.910150528,1,"OBIS3740"
-80.5014190674,24.9498996735,1,"OBIS3743"
-67.0288696289,17.8896808624,1,"OBIS3746"
-67.0832672119,17.9438304901,1,"OBIS3747"
-64.6396179199,17.7960395813,1,"OBIS3751"
-87.8190307617,18.2574996948,1,"OBIS3757"
-64.6363372803,17.8106708527,1,"OBIS3762"
-81.3954315186,19.3652839661,1,"OBIS3769"
-82.7687149048,21.4518508911,1,"OBIS3772"
-67.0843276978,17.9115505219,1,"OBIS3773"
-64.5787506104,17.7963600159,1,"OBIS3776"
-79.4091644287,21.071149826,1,"OBIS3779"
-93.8139724731,27.8753395081,1,"OBIS3787"
-64.6896209717,18.3390693665,1,"OBIS3788"
-64.6661605835,17.7701091766,1,"OBIS3791"
-38.639444,-18.012778,1,"OBIS3793"
-79.2188644409,20.9701156616,1,"OBIS3800"
-64.6529769897,17.7827606201,1,"OBIS3803"
-64.6762008667,18.3302001953,1,"OBIS3811"
-93.5987930298,27.9072799683,1,"OBIS3815"
-64.6117630005,17.7666397095,1,"OBIS3817"
-64.5741195679,17.7952709198,1,"OBIS3823"
-64.6032485962,17.796579361,1,"OBIS3825"
-64.613319397,17.785200119,1,"OBIS3826"
-64.5652236938,17.7807807922,1,"OBIS3837"
-67.0107269287,17.9078006744,1,"OBIS3841"
-64.6145401001,17.7821407318,1,"OBIS3844"
-64.7829666138,18.3576507568,1,"OBIS3848"
-66.952331543,17.9248199463,1,"OBIS3850"
-67.0070495605,17.8872699738,1,"OBIS3853"
-37.87,-18.663,1,"OBIS3857"
-64.6899337769,18.3608894348,1,"OBIS3858"
-67.022857666,17.9214305878,1,"OBIS3860"
-67.083946228,17.9045906067,1,"OBIS3863"
-67.0850296021,17.8996200562,1,"OBIS3866"
-93.6013183594,27.9059104919,1,"OBIS3868"
-64.6359863281,17.793920517,1,"OBIS3869"
-64.685760498,18.3064193726,1,"OBIS3870"
-68.7499465942,12.0166664124,1,"OBIS3872"
-64.669380188,18.350320816,1,"OBIS3876"
-76.2004547119,9.39223957062,1,"OBIS3879"
-64.5826568604,17.7813892365,1,"OBIS3884"
-66.9708862305,17.9422492981,1,"OBIS3887"
-34.584,-20.678,1,"OBIS3889"
-64.6673736572,17.77643013,1,"OBIS3891"
-67.0316925049,17.9183502197,1,"OBIS3897"
-79.8697814941,19.6822166443,1,"OBIS3898"
-93.6007919312,27.9104995728,1,"OBIS3900"
-64.5924377441,17.7804508209,1,"OBIS3906"
-87.426612854,18.4579658508,1,"OBIS3908"
-93.5988616943,27.9059791565,1,"OBIS3915"
-93.6028366089,27.9068107605,1,"OBIS3921"
-64.5782699585,17.7888908386,1,"OBIS3923"
-64.6377029419,17.8026409149,1,"OBIS3924"
-64.6105270386,17.7654304504,1,"OBIS3925"
-76.9461669922,26.5403327942,1,"OBIS3931"
-64.6701431274,17.7761592865,1,"OBIS3937"
-64.6630630493,17.7774505615,1,"OBIS3941"
-64.5806732178,17.7909603119,1,"OBIS3954"
-64.5651321411,17.7614192963,1,"OBIS3956"
-67.0655288696,17.9336299896,1,"OBIS3958"
-64.7602996826,18.3637905121,1,"OBIS3959"
-36.103,-20.487,1,"OBIS3961"
-65.5697860718,18.3739337921,1,"OBIS3967"
-93.8170013428,27.9169998169,1,"OBIS3969"
-64.6524887085,17.7773990631,1,"OBIS3973"
-39.071389,-16.975278,1,"OBIS3974"
-64.568397522,17.794500351,1,"OBIS3985"
-64.6083602905,17.7940597534,1,"OBIS3988"
-64.6396026611,17.797580719,1,"OBIS3990"
-64.5702667236,17.7652397156,1,"OBIS3993"
-64.6310577393,17.7662506104,1,"OBIS4000"
-39.031944,-17.46,1,"OBIS4001"
-93.5969772339,27.9062995911,1,"OBIS4008"
-93.6022415161,27.9062404633,1,"OBIS4011"
-67.0258865356,17.9236698151,1,"OBIS4013"
-67.0414810181,17.9252300262,1,"OBIS4015"
-66.9938964844,17.8897705078,1,"OBIS4016"
-64.5808868408,17.7763900757,1,"OBIS4017"
-66.9560928345,17.9272708893,1,"OBIS4026"
-66.875617981,17.9347991943,1,"OBIS4027"
-64.611869812,17.7654304504,1,"OBIS4029"
-77.8077163696,24.7743492126,1,"OBIS4032"
-67.0788726807,17.9412097931,1,"OBIS4033"
-64.606918335,17.7642803192,1,"OBIS4035"
-64.6712417603,17.7769508362,1,"OBIS4041"
-66.9955291748,17.8900699615,1,"OBIS4045"
-65.5330200195,18.3421497345,1,"OBIS4050"
-66.9779663086,17.9014701843,1,"OBIS4051"
-64.5683288574,17.7839603424,1,"OBIS4052"
-64.5762634277,17.7779693604,1,"OBIS4057"
-66.9634628296,17.9099693298,1,"OBIS4058"
-67.0252838135,17.8903102875,1,"OBIS4060"
-66.9349365234,17.9036598206,1,"OBIS4065"
-64.5827636719,17.777179718,1,"OBIS4067"
-67.1175384521,17.9375305176,1,"OBIS4069"
-64.5120391846,17.7595100403,1,"OBIS4072"
-66.9918823242,17.931060791,1,"OBIS4078"
-93.8179168701,27.8758792877,1,"OBIS4079"
-64.6697998047,17.7757606506,1,"OBIS4080"
-64.7743530273,18.3162708282,1,"OBIS4085"
-93.6019287109,27.9091300964,1,"OBIS4091"
-64.6359176636,17.7968196869,1,"OBIS4092"
-79.7549972534,22.9491672516,1,"OBIS4100"
-64.737449646,18.315820694,1,"OBIS4103"
-78.2909469604,18.2191829681,1,"OBIS4108"
-64.5646896362,17.7794704437,1,"OBIS4110"
-67.0802307129,17.9136791229,1,"OBIS4118"
-64.6396179199,17.7984600067,1,"OBIS4124"
-64.5837020874,17.7737102509,1,"OBIS4126"
-67.0553817749,17.9070396423,1,"OBIS4131"
-64.6703872681,17.7764492035,1,"OBIS4134"
-64.5828781128,17.7941493988,1,"OBIS4136"
-93.6024398804,27.9109306335,1,"OBIS4143"
-67.0241470337,17.9287700653,1,"OBIS4144"
-93.6022872925,27.919210434,1,"OBIS4147"
-64.6487121582,17.7625293732,1,"OBIS4149"
-76.3307647705,18.1333503723,1,"OBIS4157"
-66.9992828369,17.8917293549,1,"OBIS4159"
-80.2232971191,25.1991672516,1,"OBIS4160"
-64.5718765259,17.798160553,1,"OBIS4161"
-64.6349029541,17.7988090515,1,"OBIS4163"
-64.6966400146,18.3186206818,1,"OBIS4176"
-35.457,-20.706,1,"OBIS4177"
-67.0498962402,17.9113101959,1,"OBIS4178"
-67.0684585571,17.9410495758,1,"OBIS4181"
-64.5806503296,17.7897701263,1,"OBIS4184"
-88.018913269,17.6726837158,1,"OBIS4187"
-64.6787872314,18.3312091827,1,"OBIS4195"
-64.5782394409,17.7897090912,1,"OBIS4198"
-67.0021209717,17.9033794403,1,"OBIS4200"
-67.0589294434,17.9162597656,1,"OBIS4202"
-64.6584472656,17.7790603638,1,"OBIS4204"
-67.1270828247,17.9149703979,1,"OBIS4212"
-66.9738311768,17.916059494,1,"OBIS4221"
-64.5731964111,17.7804393768,1,"OBIS4226"
-78.6761322021,9.57528305054,1,"OBIS4227"
-67.0516662598,17.9412403107,1,"OBIS4228"
-88.0500030518,16.7670001984,1,"OBIS4234"
-64.573677063,17.7932300568,1,"OBIS4241"
-38.067,-18.567,1,"OBIS4242"
-93.5981369019,27.9106807709,1,"OBIS4245"
-64.6191864014,17.7673091888,1,"OBIS4247"
-64.6229705811,17.7662601471,1,"OBIS4248"
-64.699180603,18.3017902374,1,"OBIS4250"
-64.6011276245,17.8015804291,1,"OBIS4251"
-64.6859436035,18.3149795532,1,"OBIS4255"
-64.5688934326,17.775800705,1,"OBIS4263"
-67.0655670166,17.9019699097,1,"OBIS4264"
-64.6550369263,17.7775993347,1,"OBIS4268"
-93.8118362427,27.8736896515,1,"OBIS4269"
-67.0675888062,17.9196300507,1,"OBIS4270"
-67.0091400146,17.9204998016,1,"OBIS4275"
-64.6572036743,17.7762508392,1,"OBIS4281"
-64.6215133667,17.765499115,1,"OBIS4284"
-67.031288147,17.9275798798,1,"OBIS4289"
-64.7528762817,18.3711700439,1,"OBIS4290"
-67.0006790161,17.9057598114,1,"OBIS4296"
-67.07787323,17.9214305878,1,"OBIS4297"
-67.0902633667,17.9286308289,1,"OBIS4301"
-67.0219116211,17.9092998505,1,"OBIS4304"
-64.5849227905,17.7757701874,1,"OBIS4305"
-93.5982666016,27.906829834,1,"OBIS4306"
-67.0093765259,17.8907909393,1,"OBIS4308"
-78.0858306885,25.3131656647,1,"OBIS4309"
-64.6139297485,17.8073596954,1,"OBIS4311"
-64.5794219971,17.7892799377,1,"OBIS4312"
-64.6123809814,17.7668495178,1,"OBIS4320"
-66.9749069214,17.9026203156,1,"OBIS4321"
-64.794380188,18.3512592316,1,"OBIS4324"
-64.5764083862,17.7657394409,1,"OBIS4327"
-64.5700683594,17.7819404602,1,"OBIS4330"
-64.6263122559,17.8066501617,1,"OBIS4333"
-77.937828064,25.0636692047,1,"OBIS4335"
-67.0366592407,17.9376106262,1,"OBIS4338"
-64.6680374146,17.7800998688,1,"OBIS4340"
-67.0373687744,17.8908805847,1,"OBIS4344"
-64.7927932739,18.3472099304,1,"OBIS4345"
-64.6239089966,17.806930542,1,"OBIS4347"
-64.5794296265,17.77602005,1,"OBIS4349"
-64.606590271,17.7645893097,1,"OBIS4352"
-64.5705108643,17.7654094696,1,"OBIS4353"
-79.1988677979,20.9659996033,1,"OBIS4354"
-67.0649719238,17.9034309387,1,"OBIS4362"
-64.7599563599,18.3704204559,1,"OBIS4364"
-64.6887207031,18.34126091,1,"OBIS4366"
-67.0804595947,17.929769516,1,"OBIS4367"
-39.011111,-17.813056,1,"OBIS4370"
-67.0108566284,17.9378299713,1,"OBIS4373"
-66.9781570435,17.9123802185,1,"OBIS4375"
-64.624206543,17.8081092834,1,"OBIS4377"
-67.0164489746,17.9064102173,1,"OBIS4380"
-93.599899292,27.910490036,1,"OBIS4385"
-64.6300964355,17.8105201721,1,"OBIS4388"
-67.0311203003,17.9128398895,1,"OBIS4392"
-67.0759887695,17.8991394043,1,"OBIS4394"
-67.0350799561,17.9138908386,1,"OBIS4399"
-64.6178588867,17.783039093,1,"OBIS4413"
-64.5768127441,17.7810401917,1,"OBIS4415"
-67.0001983643,17.9173107147,1,"OBIS4417"
-64.6921386719,18.3066806793,1,"OBIS4419"
-93.6009216309,27.9118404388,1,"OBIS4425"
-66.9977493286,17.893119812,1,"OBIS4431"
-77.9216690063,18.5058498383,1,"OBIS4432"
-67.0742263794,17.939289093,1,"OBIS4438"
-64.6937026978,18.3299999237,1,"OBIS4441"
-64.5832366943,17.7738990784,1,"OBIS4444"
-87.6968307495,16.9156665802,1,"OBIS4453"
-64.5886688232,17.7894897461,1,"OBIS4460"
-64.620880127,17.7827396393,1,"OBIS4462"
-64.6332778931,17.7656497955,1,"OBIS4467"
-67.0063018799,17.929769516,1,"OBIS4474"
-64.5684432983,17.7840194702,1,"OBIS4475"
-64.5565032959,17.7979393005,1,"OBIS4483"
-66.9853515625,17.894859314,1,"OBIS4487"
-93.8143920898,27.8750495911,1,"OBIS4492"
-64.6056289673,17.7885398865,1,"OBIS4499"
-64.6369094849,17.7693996429,1,"OBIS4500"
-64.7791900635,18.3114795685,1,"OBIS4502"
-67.0014419556,17.8907299042,1,"OBIS4505"
-78.03649902,9.516500473,1,"OBIS4508"
-66.9911270142,17.896780014,1,"OBIS4511"
-67.0831222534,17.9439907074,1,"OBIS4514"
-93.6011123657,27.9093704224,1,"OBIS4515"
-76.8031997681,18.3184661865,1,"OBIS4516"
-93.8213577271,27.8731994629,1,"OBIS4518"
-77.8166503906,18.5282669067,1,"OBIS4522"
-93.8198013306,27.8735103607,1,"OBIS4523"
-67.0214614868,17.9178695679,1,"OBIS4528"
-66.9921798706,17.9219493866,1,"OBIS4536"
-64.6595001221,18.3388996124,1,"OBIS4546"
-64.7928771973,18.3193492889,1,"OBIS4549"
-64.5761489868,17.7839603424,1,"OBIS4557"
-93.6027832031,27.907699585,1,"OBIS4561"
-67.0724868774,17.9411792755,1,"OBIS4564"
-93.8168792725,27.8731708527,1,"OBIS4566"
-93.5988311768,27.9038906097,1,"OBIS4570"
-67.0413208008,17.9380607605,1,"OBIS4576"
-64.6253890991,17.8012504578,1,"OBIS4579"
-76.9569473267,26.5267658234,1,"OBIS4584"
-64.6717987061,18.3519001007,1,"OBIS4586"
-81.9271697998,21.5957832336,1,"OBIS4588"
-64.6279983521,17.7916202545,1,"OBIS4593"
-64.6367034912,17.8101406097,1,"OBIS4596"
-36.752,-17.098,1,"OBIS4599"
-64.7342987061,18.3143806458,1,"OBIS4602"
-67.0921325684,17.9263191223,1,"OBIS4608"
-66.9876327515,17.9020996094,1,"OBIS4611"
-67.0811462402,17.9403705597,1,"OBIS4612"
-67.0712890625,17.9220199585,1,"OBIS4619"
-64.6460037231,17.78565979,1,"OBIS4628"
-64.5933609009,17.7772808075,1,"OBIS4635"
-93.8163299561,27.876449585,1,"OBIS4636"
-64.5833969116,17.7855701447,1,"OBIS4639"
-67.0270767212,17.9086704254,1,"OBIS4641"
-77.8570480347,18.5261001587,1,"OBIS4653"
-64.6123733521,17.806470871,1,"OBIS4657"
-64.5948181152,17.8027305603,1,"OBIS4663"
-64.6673965454,17.7739391327,1,"OBIS4673"
-64.6386032104,17.801700592,1,"OBIS4676"
-64.7864303589,18.3560905457,1,"OBIS4679"
-78.7029800415,20.6355991364,1,"OBIS4680"
-82.1199645996,9.26784992218,1,"OBIS4681"
-64.6421890259,17.7765693665,1,"OBIS4684"
-67.1104736328,17.9377708435,1,"OBIS4689"
-64.606338501,17.8051204681,1,"OBIS4691"
-64.6649932861,17.7802200317,1,"OBIS4693"
-78.88555145,9.543600082,1,"OBIS4697"
-64.5778808594,17.7144508362,1,"OBIS4699"
-64.6594009399,17.7793006897,1,"OBIS4705"
-64.5930023193,17.779750824,1,"OBIS4706"
-67.0533676147,17.9430809021,1,"OBIS4710"
-67.0574035645,17.9184608459,1,"OBIS4719"
-64.6003723145,17.8012599945,1,"OBIS4729"
-64.6630783081,18.3458003998,1,"OBIS4730"
-64.5643615723,17.7577095032,1,"OBIS4732"
-66.9402618408,17.8991298676,1,"OBIS4736"
-64.5850601196,17.7630004883,1,"OBIS4738"
-67.1039886475,17.9284496307,1,"OBIS4741"
-64.61353302,17.783700943,1,"OBIS4742"
-80.6376647949,24.835515976,1,"OBIS4745"
-64.6335372925,17.806760788,1,"OBIS4749"
-64.5886306763,17.7971096039,1,"OBIS4752"
-67.0901794434,17.9055805206,1,"OBIS4755"
-82.1199646,9.267849922,1,"OBIS4768"
-64.6544723511,17.7810707092,1,"OBIS4773"
-66.9646606445,17.9008598328,1,"OBIS4775"
-67.0191726685,17.9475002289,1,"OBIS4776"
-66.9494171143,17.924659729,1,"OBIS4778"
-64.5703735352,17.7851009369,1,"OBIS4781"
-77.4142990112,18.4731006622,1,"OBIS4785"
-64.7697525024,18.3140201569,1,"OBIS4786"
-38.703666687,-17.9653339386,1,"OBIS4788"
-39.048333,-17.786389,1,"OBIS4798"
-78.72808075,9.488683701,1,"OBIS4800"
-67.0889129639,17.926530838,1,"OBIS4802"
-64.6798019409,18.3507995605,1,"OBIS4805"
-67.120010376,17.9155197144,1,"OBIS4807"
-64.6042633057,17.78606987,1,"OBIS4809"
-79.9281311035,21.6569671631,1,"OBIS4820"
-64.6697463989,17.7765903473,1,"OBIS4821"
-64.5914535522,17.7956790924,1,"OBIS4824"
-64.6554336548,17.7812690735,1,"OBIS4825"
-64.7740325928,18.318069458,1,"OBIS4827"
-93.6023483276,27.9095191956,1,"OBIS4831"
-67.0675888062,17.9082508087,1,"OBIS4832"
-64.5836791992,17.7966308594,1,"OBIS4833"
