"decimalLongitude","decimalLatitude","moca","code"
-64.7345428467,18.305059433,1,"OBIS946"
-64.6105194092,17.7966194153,1,"OBIS948"
-64.5857772827,17.7987804413,1,"OBIS952"
-80.088684082,19.6570167542,1,"OBIS955"
-28.842,-20.513,1,"OBIS956"
-64.6209716797,17.7670898438,1,"OBIS957"
-81.2011489868,19.2917823792,1,"OBIS959"
-82.3745651245,21.5259494781,1,"OBIS963"
-93.5988693237,27.9082393646,1,"OBIS966"
-64.7647018433,18.3115997314,1,"OBIS967"
-64.6111984253,17.782459259,1,"OBIS971"
-82.7689819336,21.4549999237,1,"OBIS978"
-77.6933288574,24.5958309174,1,"OBIS979"
-64.6860961914,18.3180408478,1,"OBIS980"
-71.1548995972,21.4407157898,1,"OBIS984"
-88.1600036621,16.7700004578,1,"OBIS985"
-64.6681900024,17.7765102386,1,"OBIS988"
-79.9943313599,21.7130661011,1,"OBIS989"
-77.6892166138,24.5263309479,1,"OBIS990"
-67.033203125,17.9621200562,1,"OBIS992"
-64.6028823853,17.8029994965,1,"OBIS994"
-87.6067962646,17.2240161896,1,"OBIS995"
-80.9594421387,23.2997226715,1,"OBIS997"
-64.6424789429,17.7870807648,1,"OBIS1004"
-66.9855117798,17.9089603424,1,"OBIS1006"
-64.663192749,17.7765808105,1,"OBIS1009"
-78.9454498291,9.5545501709,1,"OBIS1014"
-78.3557815552,18.3420505524,1,"OBIS1016"
-39.018333,-18.011111,1,"OBIS1020"
-67.10546875,17.9291706085,1,"OBIS1024"
-82.10061646,9.220316887,1,"OBIS1025"
-93.8209381104,27.8726997375,1,"OBIS1028"
-79.0006027222,20.840215683,1,"OBIS1031"
-64.5691680908,17.7840194702,1,"OBIS1036"
-93.5993728638,27.9073295593,1,"OBIS1037"
-94.2799987793,28.1700000763,1,"OBIS1041"
-64.5474472046,17.774980545,1,"OBIS1043"
-67.0208282471,17.9387607574,1,"OBIS1044"
-81.1936035156,24.6051673889,1,"OBIS1047"
-77.6478805542,24.3012199402,1,"OBIS1048"
-64.6965026855,18.3500003815,1,"OBIS1049"
-64.7488098145,18.2990703583,1,"OBIS1050"
-67.0638198853,17.9080696106,1,"OBIS1052"
-63.2249984741,17.6149997711,1,"OBIS1057"
-87.8316650391,18.219165802,1,"OBIS1064"
-64.565788269,17.7725391388,1,"OBIS1070"
-64.6997299194,18.3327198029,1,"OBIS1073"
-64.5656433105,17.7719402313,1,"OBIS1080"
-93.5992965698,27.9095306396,1,"OBIS1081"
-64.6689224243,17.7700500488,1,"OBIS1082"
-67.0645370483,17.9439296722,1,"OBIS1092"
-64.6862182617,18.3577899933,1,"OBIS1096"
-64.7789916992,18.312210083,1,"OBIS1098"
-81.5810012817,24.5853500366,1,"OBIS1101"
-93.8183898926,27.8752098083,1,"OBIS1105"
-77.9189300537,18.5059165955,1,"OBIS1110"
-93.6299972534,27.8799991608,1,"OBIS1114"
-80.7284164429,24.8375339508,1,"OBIS1118"
-64.6384124756,17.7908992767,1,"OBIS1123"
-64.6012268066,17.7633209229,1,"OBIS1125"
-93.5993804932,27.9077796936,1,"OBIS1127"
-38.703611,-18.003889,1,"OBIS1130"
-64.5706481934,17.7945098877,1,"OBIS1132"
-64.7406005859,18.3099994659,1,"OBIS1134"
-67.0789794922,17.9358291626,1,"OBIS1137"
-81.2495651245,21.8379325867,1,"OBIS1140"
-64.5763473511,17.7965297699,1,"OBIS1142"
-93.602432251,27.9086704254,1,"OBIS1145"
-61.3484611511,12.6357164383,1,"OBIS1150"
-71.1339492798,21.5189838409,1,"OBIS1158"
-64.7103118896,18.3027801514,1,"OBIS1159"
-67.100692749,17.9293498993,1,"OBIS1165"
-72.143951416,21.3880825043,1,"OBIS1167"
-67.0325393677,17.8901405334,1,"OBIS1168"
-87.3307647705,18.7670001984,1,"OBIS1170"
-64.5653915405,17.7770004272,1,"OBIS1172"
-64.5948867798,17.7777900696,1,"OBIS1180"
-64.6632766724,17.778799057,1,"OBIS1181"
-93.8138427734,27.8731899261,1,"OBIS1184"
-67.0156936646,17.9006690979,1,"OBIS1185"
-67.0668487549,17.8986797333,1,"OBIS1193"
-64.6302566528,17.7678508759,1,"OBIS1196"
-67.0974884033,17.9123897552,1,"OBIS1202"
-64.6782226562,18.3260803223,1,"OBIS1205"
-70.7834701538,20.9859828949,1,"OBIS1206"
-67.0128097534,17.9182796478,1,"OBIS1211"
-67.0672531128,17.9271602631,1,"OBIS1215"
-64.5822982788,17.7742004395,1,"OBIS1216"
-64.5983428955,17.7977790833,1,"OBIS1219"
-64.6714172363,17.7771701813,1,"OBIS1223"
-64.583442688,17.7972698212,1,"OBIS1227"
-67.1027908325,17.9246292114,1,"OBIS1228"
-78.8821868896,9.5595331192,1,"OBIS1229"
-64.7511367798,18.3680992126,1,"OBIS1230"
-67.0688934326,17.9347801208,1,"OBIS1237"
-64.6127166748,17.7937202454,1,"OBIS1246"
-64.5754928589,17.7770309448,1,"OBIS1254"
-93.8232421875,27.8734703064,1,"OBIS1255"
-67.1044998169,17.9302902222,1,"OBIS1256"
-93.6026535034,27.9191799164,1,"OBIS1261"
-67.0467910767,17.9633407593,1,"OBIS1262"
-64.9271697998,18.3286323547,1,"OBIS1264"
-64.5847702026,17.7761707306,1,"OBIS1265"
-93.600227356,27.9047107697,1,"OBIS1268"
-77.6910018921,24.6306705475,1,"OBIS1269"
-64.5933837891,17.7759494781,1,"OBIS1271"
-67.08618927,17.9045791626,1,"OBIS1274"
-80.2896194458,25.1363162994,1,"OBIS1275"
-87.9739303589,16.5263824463,1,"OBIS1278"
-64.9895172119,18.3736839294,1,"OBIS1281"
-67.0707778931,17.9412498474,1,"OBIS1284"
-64.6480712891,17.7832393646,1,"OBIS1290"
-64.6039810181,17.7891197205,1,"OBIS1292"
-78.3611984253,18.3007831573,1,"OBIS1293"
-78.2510986328,18.4258995056,1,"OBIS1294"
-67.0141372681,17.9225196838,1,"OBIS1298"
-87.8840484619,16.7413330078,1,"OBIS1299"
-64.5670776367,17.7924194336,1,"OBIS1304"
-66.9720535278,17.9036693573,1,"OBIS1305"
-64.5755004883,17.786989212,1,"OBIS1309"
-64.5491485596,17.7638206482,1,"OBIS1314"
-80.4741668701,23.2102775574,1,"OBIS1315"
-80.9644317627,24.6855831146,1,"OBIS1319"
-76.900970459,8.37166023254,1,"OBIS1321"
-81.4776535034,22.1539993286,1,"OBIS1328"
-67.0160903931,17.9058494568,1,"OBIS1334"
-87.9599990845,17.8899993896,1,"OBIS1335"
-64.5758209229,17.7847499847,1,"OBIS1342"
-66.8655319214,17.9359493256,1,"OBIS1343"
-77.8573303223,24.8438301086,1,"OBIS1346"
-67.0986480713,17.9318809509,1,"OBIS1352"
-80.0966644287,25.5902671814,1,"OBIS1353"
-64.5976791382,17.7877197266,1,"OBIS1355"
-64.6657104492,17.779920578,1,"OBIS1362"
-93.5982437134,27.9060592651,1,"OBIS1364"
-67.0650024414,17.905210495,1,"OBIS1365"
-67.0617904663,17.916179657,1,"OBIS1366"
-81.1462020874,19.291267395,1,"OBIS1369"
-67.0862426758,17.9171009064,1,"OBIS1370"
-64.591583252,17.7970409393,1,"OBIS1371"
-76.9503860474,26.532283783,1,"OBIS1373"
-68.3300018311,12.1649999619,1,"OBIS1376"
-67.0560836792,17.9205207825,1,"OBIS1377"
-67.1053695679,17.9316806793,1,"OBIS1378"
-93.6003112793,27.9081707001,1,"OBIS1379"
-66.266998291,17.928319931,1,"OBIS1380"
-66.9614715576,17.9064407349,1,"OBIS1383"
-37.913,-18.594,1,"OBIS1387"
-66.9950790405,17.8894500732,1,"OBIS1389"
-39,-18.028333,1,"OBIS1390"
-64.6306381226,17.8096694946,1,"OBIS1392"
-64.750541687,18.2993907928,1,"OBIS1398"
-64.6719818115,17.777130127,1,"OBIS1402"
-68.3266677856,12.1658334732,1,"OBIS1408"
-39.126944,-17.003889,1,"OBIS1410"
-81.1053009033,19.2927494049,1,"OBIS1419"
-71.2231369019,21.3033504486,1,"OBIS1422"
-87.4433364868,19.8333339691,1,"OBIS1426"
-66.9739837646,17.9480209351,1,"OBIS1427"
-80.0260314941,19.6771335602,1,"OBIS1432"
-76.90097046,8.371660233,1,"OBIS1440"
-66.8835296631,17.9162406921,1,"OBIS1445"
-78.882232666,9.55183315277,1,"OBIS1453"
-75.77703094,9.767861366,1,"OBIS1458"
-64.5735626221,17.7914600372,1,"OBIS1459"
-78.8479537964,20.8119659424,1,"OBIS1462"
-39.091389,-16.895833,1,"OBIS1464"
-64.5723190308,17.7966308594,1,"OBIS1465"
-77.5370330811,24.0979309082,1,"OBIS1466"
-79.8756484985,19.6989173889,1,"OBIS1476"
-64.6235809326,17.7932090759,1,"OBIS1477"
-67.0395889282,17.9092998505,1,"OBIS1478"
-64.7773132324,18.3543605804,1,"OBIS1480"
-64.5719680786,17.7859401703,1,"OBIS1484"
-63.0600013733,17.9956665039,1,"OBIS1490"
-88.0722503662,16.7226333618,1,"OBIS1494"
-78.88445282,9.58801651,1,"OBIS1499"
-93.6004104614,27.9109401703,1,"OBIS1506"
-66.9567565918,17.9050292969,1,"OBIS1508"
-64.6567230225,17.7772407532,1,"OBIS1509"
-77.6508331299,22.177778244,1,"OBIS1510"
-66.9998016357,17.9066104889,1,"OBIS1511"
-77.3581314087,18.4630508423,1,"OBIS1521"
-93.5967178345,27.9067592621,1,"OBIS1525"
-64.671333313,17.7750892639,1,"OBIS1536"
-64.6298980713,17.7918701172,1,"OBIS1537"
-67.0552062988,17.9210796356,1,"OBIS1540"
-78.9538803101,9.55323314667,1,"OBIS1541"
-78.5966339111,20.626832962,1,"OBIS1543"
-67.0244216919,17.8887405396,1,"OBIS1544"
-64.5933227539,17.768699646,1,"OBIS1551"
-77.7986984253,24.7678203583,1,"OBIS1554"
-64.5761795044,17.78373909,1,"OBIS1555"
-80.0570144653,19.7009506226,1,"OBIS1556"
-93.6008987427,27.9060001373,1,"OBIS1564"
-77.6529464722,24.3011207581,1,"OBIS1566"
-64.6730270386,18.3289909363,1,"OBIS1567"
-67.0461273193,17.9354991913,1,"OBIS1568"
-64.6086807251,17.7856998444,1,"OBIS1578"
-64.5838623047,17.7900295258,1,"OBIS1579"
-66.9364776611,17.9013309479,1,"OBIS1580"
-66.9924621582,17.9468193054,1,"OBIS1585"
-64.5953826904,17.7775192261,1,"OBIS1588"
-61.3491325378,12.6334667206,1,"OBIS1590"
-93.814743042,27.8757305145,1,"OBIS1591"
-64.5654907227,17.7684803009,1,"OBIS1595"
-67.1045913696,17.9270496368,1,"OBIS1596"
-38.979167,-17.875,1,"OBIS1597"
-93.600402832,27.9086799622,1,"OBIS1607"
-64.5682373047,17.7793903351,1,"OBIS1608"
-67.0122375488,17.8976097107,1,"OBIS1613"
-67.1271591187,17.913520813,1,"OBIS1614"
-66.9463195801,17.9278793335,1,"OBIS1620"
-64.6198272705,17.7826690674,1,"OBIS1623"
-64.5759963989,17.7869606018,1,"OBIS1626"
-64.6231613159,17.8060798645,1,"OBIS1629"
-64.5659332275,17.7853908539,1,"OBIS1633"
-66.9847183228,17.9204807281,1,"OBIS1638"
-64.5756072998,17.7974205017,1,"OBIS1641"
-76.3745346069,18.1723995209,1,"OBIS1643"
-67.0819778442,17.9053993225,1,"OBIS1645"
-64.5697097778,17.7941703796,1,"OBIS1654"
-67.0186004639,17.9483203888,1,"OBIS1657"
-64.5781021118,17.7737102509,1,"OBIS1658"
-67.0565414429,17.9393596649,1,"OBIS1661"
-66.9767837524,17.8952198029,1,"OBIS1664"
-82.9693984985,12.2954597473,1,"OBIS1669"
-64.5650100708,17.7899208069,1,"OBIS1670"
-80.5483322144,24.9316692352,1,"OBIS1677"
-66.9770965576,17.9001998901,1,"OBIS1679"
-33.636,-20.857,1,"OBIS1682"
-81.1640319824,19.3533325195,1,"OBIS1686"
-93.8184127808,27.8749694824,1,"OBIS1687"
-64.6688995361,17.7776699066,1,"OBIS1689"
-66.9776763916,17.9036693573,1,"OBIS1691"
-64.5720596313,17.7824897766,1,"OBIS1692"
-66.8842163086,17.9249095917,1,"OBIS1694"
-38.590556,-18.101944,1,"OBIS1703"
-64.6065368652,17.7922096252,1,"OBIS1705"
-67.0101470947,17.8882904053,1,"OBIS1708"
-67.086517334,17.8971500397,1,"OBIS1712"
-78.1224975586,18.4686107635,1,"OBIS1716"
-64.6344223022,17.8086490631,1,"OBIS1718"
-67.0899124146,17.9029102325,1,"OBIS1731"
-78.97785187,9.54576683,1,"OBIS1738"
-67.0522994995,17.9441299438,1,"OBIS1740"
-78.7520141602,20.6728000641,1,"OBIS1745"
-66.9577636719,17.9093894958,1,"OBIS1747"
-81.1719970703,21.7965660095,1,"OBIS1749"
-64.6096572876,17.7651596069,1,"OBIS1750"
-93.6028594971,27.9090595245,1,"OBIS1753"
-67.1173171997,17.9259204865,1,"OBIS1754"
-82.2927703857,21.5486335754,1,"OBIS1755"
-64.6847000122,18.3171005249,1,"OBIS1757"
-71.5520858765,21.4671497345,1,"OBIS1758"
-64.585609436,17.7912197113,1,"OBIS1762"
-67.0370178223,17.892490387,1,"OBIS1765"
-78.84075165,9.564582825,1,"OBIS1770"
-93.5978622437,27.9091396332,1,"OBIS1771"
-64.568862915,17.7665100098,1,"OBIS1778"
-93.6017684937,27.9195594788,1,"OBIS1781"
-87.3059768677,20.3997993469,1,"OBIS1785"
-67.0988311768,17.9301605225,1,"OBIS1786"
-64.6148376465,17.7927093506,1,"OBIS1790"
-77.1182022095,18.4193172455,1,"OBIS1791"
-67.011756897,17.898399353,1,"OBIS1797"
-66.9991607666,17.8884391785,1,"OBIS1799"
-80.3638000488,25.0353660583,1,"OBIS1800"
-64.6072769165,17.7890892029,1,"OBIS1801"
-79.9277496338,21.6533336639,1,"OBIS1804"
-87.6016464233,17.2259674072,1,"OBIS1806"
-64.5736236572,17.7787704468,1,"OBIS1809"
-77.0054855347,18.4150657654,1,"OBIS1813"
-64.6347427368,17.80975914,1,"OBIS1814"
-81.3970184326,21.8850841522,1,"OBIS1825"
-87.9536972046,17.355266571,1,"OBIS1826"
-64.595489502,17.7865905762,1,"OBIS1827"
-76.9495010376,26.0598335266,1,"OBIS1829"
-64.6225280762,17.8061103821,1,"OBIS1831"
-67.0849685669,17.9238300323,1,"OBIS1832"
-64.5924072266,17.8003692627,1,"OBIS1835"
-93.8187789917,27.8743305206,1,"OBIS1839"
-67.0979003906,17.9264793396,1,"OBIS1841"
-67.029800415,17.8864898682,1,"OBIS1843"
-79.4105148315,21.0673160553,1,"OBIS1846"
-93.8148727417,27.8758907318,1,"OBIS1848"
-93.5998306274,27.9131393433,1,"OBIS1849"
-64.6343994141,17.7000408173,1,"OBIS1850"
-64.3375015259,18.5083332062,1,"OBIS1851"
-67.0965499878,17.9132709503,1,"OBIS1852"
-78.9024353027,20.7723674774,1,"OBIS1853"
-66.2759628296,17.9130001068,1,"OBIS1854"
-67.0861282349,17.9035491943,1,"OBIS1856"
-75.7702789307,22.5462493896,1,"OBIS1857"
-79.5850296021,21.2994327545,1,"OBIS1858"
-82.9309768677,24.6428699493,1,"OBIS1862"
-64.6458435059,17.7771396637,1,"OBIS1869"
-67.0682601929,17.9257392883,1,"OBIS1873"
-64.5771408081,17.7923793793,1,"OBIS1874"
-64.6263809204,17.806470871,1,"OBIS1876"
-67.00390625,17.8902301788,1,"OBIS1878"
-77.5611190796,18.4949836731,1,"OBIS1887"
-87.6097488403,17.218334198,1,"OBIS1892"
-64.6630325317,17.7777004242,1,"OBIS1897"
-64.5877380371,17.7911205292,1,"OBIS1900"
-93.8123092651,27.8731994629,1,"OBIS1902"
-67.085899353,17.9013500214,1,"OBIS1911"
-82.9527816772,14.4036102295,1,"OBIS1915"
-64.6458435059,17.7649707794,1,"OBIS1918"
-66.9806671143,17.9292201996,1,"OBIS1923"
-66.9565429688,17.9287891388,1,"OBIS1924"
-67.0291671753,17.9078598022,1,"OBIS1926"
-79.7236022949,19.7471828461,1,"OBIS1933"
-77.6005554199,22.0263881683,1,"OBIS1935"
-88.0780029297,16.8129997253,1,"OBIS1942"
-64.5657577515,17.7733898163,1,"OBIS1943"
-67.0990219116,17.9291496277,1,"OBIS1946"
-39.027778,-17.478333,1,"OBIS1956"
-64.7113723755,18.3030700684,1,"OBIS1958"
-66.8893127441,17.9356994629,1,"OBIS1961"
-64.7582702637,18.3610591888,1,"OBIS1962"
-64.6100692749,17.7875404358,1,"OBIS1963"
-64.6232833862,17.8086795807,1,"OBIS1966"
-64.6121673584,17.8043403625,1,"OBIS1967"
-66.9392929077,17.9245204926,1,"OBIS1973"
-67.0997390747,17.9288101196,1,"OBIS1974"
-65.5704193115,18.3546657562,1,"OBIS1978"
-76.9884643555,26.3977832794,1,"OBIS1984"
-64.599647522,17.7624492645,1,"OBIS1986"
-66.9410705566,17.9075508118,1,"OBIS1988"
-64.597366333,17.7986106873,1,"OBIS1991"
-64.6526870728,17.7812004089,1,"OBIS1999"
-78.95388031,9.553233147,1,"OBIS2000"
-93.8118133545,27.8745594025,1,"OBIS2006"
-67.0445327759,17.9000492096,1,"OBIS2007"
-81.3602828979,19.3975658417,1,"OBIS2011"
-64.7646331787,18.3175506592,1,"OBIS2020"
-64.5720214844,17.7970790863,1,"OBIS2023"
-66.9894790649,17.9212207794,1,"OBIS2027"
-78.0753479004,18.4590835571,1,"OBIS2035"
-38.6533317566,-17.955165863,1,"OBIS2038"
-67.0223236084,17.8883895874,1,"OBIS2039"
-65.5725021362,18.3777332306,1,"OBIS2040"
-67.0520629883,17.9382991791,1,"OBIS2041"
-64.5771331787,17.7872200012,1,"OBIS2043"
-93.8148574829,27.8732204437,1,"OBIS2044"
-64.6120223999,17.8045406342,1,"OBIS2052"
-39.065278,-16.891667,1,"OBIS2053"
-64.6373062134,17.8097190857,1,"OBIS2057"
-64.2386703491,18.5640163422,1,"OBIS2059"
-64.6403579712,17.7100906372,1,"OBIS2062"
-64.7772216797,18.3120803833,1,"OBIS2065"
-81.1357498169,19.3576660156,1,"OBIS2068"
-65.3268356323,18.2963829041,1,"OBIS2069"
-67.1232299805,17.9285392761,1,"OBIS2071"
-67.1023635864,17.9323101044,1,"OBIS2073"
-64.7799072266,18.3598899841,1,"OBIS2079"
-67.0930099487,17.9132595062,1,"OBIS2081"
-64.6348114014,17.7679405212,1,"OBIS2083"
-64.6867904663,18.3582801819,1,"OBIS2084"
-93.8121109009,27.8738994598,1,"OBIS2085"
-93.8149871826,27.8756504059,1,"OBIS2087"
-64.5781326294,17.7931308746,1,"OBIS2088"
-67.0988311768,17.9086894989,1,"OBIS2089"
-82.4492492676,21.5435333252,1,"OBIS2093"
-66.254119873,17.9178600311,1,"OBIS2102"
-67.0460968018,17.8899307251,1,"OBIS2104"
-64.577583313,17.7740898132,1,"OBIS2106"
-66.9656066895,17.9013900757,1,"OBIS2109"
-67.1304168701,17.9171600342,1,"OBIS2112"
-31.828,-20.738,1,"OBIS2113"
-64.5702133179,17.7843093872,1,"OBIS2119"
-64.5827865601,17.7666893005,1,"OBIS2121"
-70.8184661865,21.0228157043,1,"OBIS2122"
-67.0413589478,17.9362106323,1,"OBIS2123"
-64.7811737061,18.3593406677,1,"OBIS2124"
-65.5665969849,18.3365001678,1,"OBIS2126"
-67.0851287842,17.9284095764,1,"OBIS2127"
-93.6032180786,27.9097595215,1,"OBIS2133"
-82.11901855,9.267250061,1,"OBIS2136"
-65.2647857666,18.3383827209,1,"OBIS2137"
-82.9223022461,24.6352596283,1,"OBIS2138"
-66.978012085,17.9235305786,1,"OBIS2139"
-67.0590667725,17.9219493866,1,"OBIS2140"
-67.0112915039,17.9343605042,1,"OBIS2146"
-93.5979232788,27.9116096497,1,"OBIS2147"
-64.5845718384,17.7930908203,1,"OBIS2154"
-87.872428894,18.2209701538,1,"OBIS2158"
-64.6614379883,18.3575592041,1,"OBIS2163"
-67.0732116699,17.925069809,1,"OBIS2164"
-61.3511161804,12.6300163269,1,"OBIS2171"
-67.0938491821,17.9290103912,1,"OBIS2175"
-64.5911483765,17.7894096375,1,"OBIS2176"
-67.0841522217,17.9474391937,1,"OBIS2181"
-64.5790786743,17.7855491638,1,"OBIS2182"
-77.9709472656,18.4534492493,1,"OBIS2183"
-81.2466812134,19.3586330414,1,"OBIS2191"
-64.5984725952,17.7675209045,1,"OBIS2200"
-64.6689529419,18.3295001984,1,"OBIS2201"
-67.0831985474,17.942779541,1,"OBIS2207"
-64.5669631958,17.7952594757,1,"OBIS2210"
-93.6013183594,27.9063606262,1,"OBIS2217"
-67.0551681519,17.9339008331,1,"OBIS2218"
-67.0215911865,17.8874397278,1,"OBIS2220"
-67.0346908569,17.923789978,1,"OBIS2222"
-78.9124832153,9.53880023956,1,"OBIS2223"
-93.5976486206,27.9039592743,1,"OBIS2224"
-64.5825881958,17.7911891937,1,"OBIS2225"
-64.5948486328,17.7817993164,1,"OBIS2227"
-66.9542999268,17.8971996307,1,"OBIS2231"
-64.6716766357,18.3519496918,1,"OBIS2237"
-67.0289230347,17.9236907959,1,"OBIS2238"
-93.5983734131,27.9086894989,1,"OBIS2243"
-87.4152145386,18.4153499603,1,"OBIS2247"
-64.7412033081,18.3076000214,1,"OBIS2249"
-64.612411499,17.7652397156,1,"OBIS2251"
-67.0117797852,17.8985500336,1,"OBIS2257"
-64.6117172241,17.7805595398,1,"OBIS2264"
-64.6403503418,17.765630722,1,"OBIS2266"
-64.5654602051,17.7880001068,1,"OBIS2269"
-64.6547622681,17.7788791656,1,"OBIS2275"
-67.0710372925,17.8995704651,1,"OBIS2277"
-81.822517395,9.1075668335,1,"OBIS2280"
-81.5886001587,21.579782486,1,"OBIS2289"
-67.0855636597,17.9111595154,1,"OBIS2293"
-93.5973510742,27.9086894989,1,"OBIS2296"
-67.0718536377,17.9215297699,1,"OBIS2297"
-66.9725189209,17.9185504913,1,"OBIS2298"
-67.0037384033,17.8871307373,1,"OBIS2306"
-67.0243835449,17.9058609009,1,"OBIS2308"
-93.6013870239,27.9055194855,1,"OBIS2316"
-83.1736831665,21.5914669037,1,"OBIS2317"
-67.0771331787,17.9189300537,1,"OBIS2322"
-93.8128204346,27.8740997314,1,"OBIS2330"
-64.5735015869,17.7948799133,1,"OBIS2334"
-93.8204421997,27.8740596771,1,"OBIS2337"
-66.9985733032,17.9472293854,1,"OBIS2340"
-79.7409515381,19.7581825256,1,"OBIS2344"
-93.5982589722,27.9045696259,1,"OBIS2346"
-87.7408981323,17.5707836151,1,"OBIS2353"
-64.6368865967,17.7964000702,1,"OBIS2359"
-64.6001281738,17.7628192902,1,"OBIS2368"
-67.0588607788,17.9185791016,1,"OBIS2370"
-64.5966873169,17.7715702057,1,"OBIS2379"
-87.4375,19.8416671753,1,"OBIS2383"
-38.917,-14.808,1,"OBIS2386"
-64.7021865845,18.3374996185,1,"OBIS2387"
-67.0045471191,17.9066295624,1,"OBIS2392"
-64.7948226929,18.3549003601,1,"OBIS2400"
-64.6341171265,17.803150177,1,"OBIS2402"
-64.7465515137,18.3041591644,1,"OBIS2410"
-66.9854888916,17.8939609528,1,"OBIS2413"
-38.365,-19.732,1,"OBIS2420"
-77.7434310913,24.6995296478,1,"OBIS2422"
-64.7620925903,18.3612098694,1,"OBIS2428"
-64.7773513794,18.357460022,1,"OBIS2431"
-64.5971069336,17.80052948,1,"OBIS2440"
-67.0095825195,17.8901405334,1,"OBIS2441"
-64.6271591187,17.8064804077,1,"OBIS2443"
-67.0422286987,17.9141407013,1,"OBIS2445"
-67.076210022,17.9233608246,1,"OBIS2447"
-66.9914398193,17.937789917,1,"OBIS2451"
-93.6008224487,27.9135704041,1,"OBIS2453"
-67.2387924194,10.5531229973,1,"OBIS2457"
-64.591796875,17.8013401031,1,"OBIS2458"
-64.7795562744,18.3606300354,1,"OBIS2462"
-67.0998306274,17.9291496277,1,"OBIS2464"
-67.0843505859,17.9349308014,1,"OBIS2465"
-64.6187210083,17.8063602448,1,"OBIS2471"
-67.0115814209,17.9088592529,1,"OBIS2472"
-66.9776229858,17.9312992096,1,"OBIS2475"
-77.9638671875,25.1026000977,1,"OBIS2483"
-67.0643234253,17.9195995331,1,"OBIS2484"
-67.0598831177,17.931230545,1,"OBIS2485"
-93.5983581543,27.906879425,1,"OBIS2490"
-67.0832519531,17.9171504974,1,"OBIS2491"
-82.03469849,9.260450363,1,"OBIS2496"
-67.0936584473,17.9058208466,1,"OBIS2500"
-66.9891586304,17.8940906525,1,"OBIS2504"
-64.5841217041,17.769449234,1,"OBIS2506"
-67.0222167969,17.9283599854,1,"OBIS2509"
-80.0432510376,19.6692504883,1,"OBIS2510"
-80.2574996948,25.168050766,1,"OBIS2512"
-80.4769668579,24.9398841858,1,"OBIS2514"
-66.9430236816,17.8997592926,1,"OBIS2516"
-78.0408325195,22.4249992371,1,"OBIS2523"
-38.988333,-18.020278,1,"OBIS2526"
-64.617767334,17.7660503387,1,"OBIS2530"
-64.6348266602,17.7985496521,1,"OBIS2532"
-64.8061981201,18.3278999329,1,"OBIS2535"
-64.5853729248,17.7967090607,1,"OBIS2544"
-93.5977706909,27.9081802368,1,"OBIS2556"
-64.6721420288,17.7757797241,1,"OBIS2561"
-64.7922515869,18.3152103424,1,"OBIS2562"
-67.0656433105,17.9297790527,1,"OBIS2567"
-64.6452178955,17.7901496887,1,"OBIS2572"
-67.0781478882,17.9353408813,1,"OBIS2582"
-64.6685409546,17.7800197601,1,"OBIS2585"
-67.076713562,17.9535198212,1,"OBIS2592"
-66.9996185303,17.9063091278,1,"OBIS2594"
-64.6369018555,17.8011798859,1,"OBIS2597"
-93.5998764038,27.9077796936,1,"OBIS2611"
-87.9389801025,17.3858337402,1,"OBIS2612"
-39.051111,-16.882778,1,"OBIS2613"
-64.6655883789,17.7792205811,1,"OBIS2614"
-67.0333862305,17.9080600739,1,"OBIS2617"
-67.0550537109,17.945110321,1,"OBIS2618"
-64.5797729492,17.781539917,1,"OBIS2621"
-76.18586731,9.379616737,1,"OBIS2625"
-64.6974716187,18.3339004517,1,"OBIS2627"
-67.0707092285,17.9014797211,1,"OBIS2629"
-66.9671630859,17.9056491852,1,"OBIS2633"
-64.5754928589,17.7725791931,1,"OBIS2636"
-93.8143310547,27.8722896576,1,"OBIS2637"
-67.05493927,17.9065208435,1,"OBIS2640"
-64.7356719971,18.3153495789,1,"OBIS2649"
-64.6757888794,18.3294506073,1,"OBIS2652"
-64.6800003052,18.3530006409,1,"OBIS2656"
-64.5785827637,17.7909202576,1,"OBIS2660"
-66.9690628052,17.903459549,1,"OBIS2661"
-67.0903778076,17.9019794464,1,"OBIS2664"
-67.0689163208,17.9586906433,1,"OBIS2671"
-67.0378494263,17.9268608093,1,"OBIS2673"
-93.8168869019,27.8754291534,1,"OBIS2685"
-64.701751709,18.3375892639,1,"OBIS2689"
-64.5710296631,17.7863502502,1,"OBIS2698"
-67.0392608643,17.8872509003,1,"OBIS2704"
-64.6710662842,18.3522491455,1,"OBIS2706"
-80.16456604,25.3888664246,1,"OBIS2708"
-64.6043395996,17.8051490784,1,"OBIS2711"
-93.6024169922,27.906419754,1,"OBIS2717"
-39.013056,-17.506111,1,"OBIS2719"
-82.6994400024,24.6027793884,1,"OBIS2722"
-67.0083618164,17.9034500122,1,"OBIS2726"
-64.6985015869,18.3152999878,1,"OBIS2737"
-79.1187667847,20.9097824097,1,"OBIS2742"
-64.6385803223,17.8015193939,1,"OBIS2747"
-64.6604690552,17.7784500122,1,"OBIS2750"
-67.057220459,17.909160614,1,"OBIS2753"
-93.6043930054,27.9090595245,1,"OBIS2755"
-93.598777771,27.9059200287,1,"OBIS2759"
-64.7231674194,18.31823349,1,"OBIS2770"
-64.6341781616,17.7924098969,1,"OBIS2772"
-66.8706512451,17.9304695129,1,"OBIS2773"
-93.5983505249,27.9064292908,1,"OBIS2778"
